cusip,year,ikb,ikn,qb,qn,d75,d76,d77,d78,d79,d80,d81,d82,d83,d84,d85,ikb_1,ikn_1,qb_1,qn_1,cikb,cikn,cqb,cqn,cikb_1,cqb_1,cikb_2
228255,80,.0856011,.0773991,-.6012906,-.9472218,0,0,0,0,0,1,0,0,0,0,0,.0965052,.0932209,-.3546281,-.6175284,-.0109041,-.0158218,-.2466625,-.3296933,-.0564562,.0267361,.0118036
228255,81,.0499423,.0905111,-.8246205,-1.259997,0,0,0,0,0,0,1,0,0,0,0,.0856011,.0773991,-.6012906,-.9472218,-.0356588,.013112,-.22333,-.3127749,-.0109041,-.2466625,-.0564562
228255,82,.0316796,.0687074,-.878077,-1.257927,0,0,0,0,0,0,0,1,0,0,0,.0499423,.0905111,-.8246205,-1.259997,-.0182627,-.0218036,-.0534564,.0020692,-.0356588,-.22333,-.0109041
228255,83,.042661,.0786656,-.9227616,-1.262565,0,0,0,0,0,0,0,0,1,0,0,.0316796,.0687074,-.878077,-1.257927,.0109814,.0099581,-.0446846,-.004638,-.0182627,-.0534564,-.0356588
228255,84,.0660236,.078252,-.7213295,-.9828945,0,0,0,0,0,0,0,0,0,1,0,.042661,.0786656,-.9227616,-1.262565,.0233626,-.0004135,.2014321,.2796709,.0109814,-.0446846,-.0182627
228255,85,.0615653,.0754816,-.5244579,-.7471439,0,0,0,0,0,0,0,0,0,0,1,.0660236,.078252,-.7213295,-.9828945,-.0044583,-.0027704,.1968716,.2357506,.0233626,.2014321,.0109814
228669,75,.0574526,.0802159,-.3894328,-.5949711,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
228669,76,.0851842,.0760342,-.1802194,-.3089865,0,1,0,0,0,0,0,0,0,0,0,.0574526,.0802159,-.3894328,-.5949711,.0277316,-.0041818,.2092134,.2859846,,,
228669,77,.0945765,.1015811,-.0128857,-.1184113,0,0,1,0,0,0,0,0,0,0,0,.0851842,.0760342,-.1802194,-.3089865,.0093923,.0255469,.1673337,.1905752,.0277316,.2092134,
228669,78,.1113321,.1344853,-.4675681,-.6728221,0,0,0,1,0,0,0,0,0,0,0,.0945765,.1015811,-.0128857,-.1184113,.0167556,.0329042,-.4546824,-.5544108,.0093923,.1673337,.0277316
228669,79,.1316737,.111597,-.5814809,-.7721957,0,0,0,0,1,0,0,0,0,0,0,.1113321,.1344853,-.4675681,-.6728221,.0203416,-.0228884,-.1139128,-.0993736,.0167556,-.4546824,.0093923
228669,80,.1206237,.1275131,-.3678179,-.5339863,0,0,0,0,0,1,0,0,0,0,0,.1316737,.111597,-.5814809,-.7721957,-.01105,.0159161,.2136629,.2382094,.0203416,-.1139128,.0167556
228669,81,.1191524,.1351544,-.4253492,-.5915862,0,0,0,0,0,0,1,0,0,0,0,.1206237,.1275131,-.3678179,-.5339863,-.0014713,.0076413,-.0575313,-.0575998,-.01105,.2136629,.0203416
228669,82,.0554021,.1091811,-.7739654,-.9881291,0,0,0,0,0,0,0,1,0,0,0,.1191524,.1351544,-.4253492,-.5915862,-.0637503,-.0259732,-.3486161,-.396543,-.0014713,-.0575313,-.01105
228669,83,.0906531,.0915738,-.9280487,-1.085702,0,0,0,0,0,0,0,0,1,0,0,.0554021,.1091811,-.7739654,-.9881291,.035251,-.0176074,-.1540834,-.097573,-.0637503,-.3486161,-.0014713
228669,84,.0833143,.0919661,-.7578265,-.9074315,0,0,0,0,0,0,0,0,0,1,0,.0906531,.0915738,-.9280487,-1.085702,-.0073388,.0003923,.1702222,.1782707,.035251,-.1540834,-.0637503
228669,85,.0448986,.0586435,-.7144062,-.8614059,0,0,0,0,0,0,0,0,0,0,1,.0833143,.0919661,-.7578265,-.9074315,-.0384157,-.0333226,.0434203,.0460256,-.0073388,.1702222,.035251
231561,75,.1509239,.0570048,-1.955251,-3.145358,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
231561,76,-.0440741,.0440435,-1.428982,-2.660264,0,1,0,0,0,0,0,0,0,0,0,.1509239,.0570048,-1.955251,-3.145358,-.194998,-.0129613,.5262694,.4850943,,,
231561,77,.0633927,.0576111,-1.275176,-2.194821,0,0,1,0,0,0,0,0,0,0,0,-.0440741,.0440435,-1.428982,-2.660264,.1074668,.0135676,.153806,.4654427,-.194998,.5262694,
231561,78,.0589372,.0695916,-1.2573,-2.218024,0,0,0,1,0,0,0,0,0,0,0,.0633927,.0576111,-1.275176,-2.194821,-.0044555,.0119805,.0178763,-.0232031,.1074668,.153806,-.194998
231561,79,.0782708,.0783123,-1.547875,-2.635516,0,0,0,0,1,0,0,0,0,0,0,.0589372,.0695916,-1.2573,-2.218024,.0193336,.0087208,-.2905749,-.4174917,-.0044555,.0178763,.1074668
231561,80,-.1511944,.0605721,-1.067011,-1.884889,0,0,0,0,0,1,0,0,0,0,0,.0782708,.0783123,-1.547875,-2.635516,-.2294652,-.0177402,.4808638,.7506268,.0193336,-.2905749,-.0044555
231561,81,.037815,.0563291,-.35026,-.5364677,0,0,0,0,0,0,1,0,0,0,0,-.1511944,.0605721,-1.067011,-1.884889,.1890094,-.004243,.7167509,1.348421,-.2294652,.4808638,.0193336
231561,82,.0138184,.0410516,-.7291653,-.9879419,0,0,0,0,0,0,0,1,0,0,0,.037815,.0563291,-.35026,-.5364677,-.0239966,-.0152776,-.3789053,-.4514742,.1890094,.7167509,-.2294652
231561,83,.0829568,.1374248,-.8461429,-1.099817,0,0,0,0,0,0,0,0,1,0,0,.0138184,.0410516,-.7291653,-.9879419,.0691384,.0963733,-.1169776,-.1118749,-.0239966,-.3789053,.1890094
231561,84,.0130129,.0483286,-.6239455,-.7779062,0,0,0,0,0,0,0,0,0,1,0,.0829568,.1374248,-.8461429,-1.099817,-.0699439,-.0890963,.2221974,.3219106,.0691384,-.1169776,-.0239966
231561,85,.099538,.0999861,-.6030147,-.7270428,0,0,0,0,0,0,0,0,0,0,1,.0130129,.0483286,-.6239455,-.7779062,.0865251,.0516575,.0209308,.0508634,-.0699439,.2221974,.0691384
235811,75,.0685311,.1288533,-.4445065,-1.206028,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
235811,76,.189059,.1185044,.4227428,.3837897,0,1,0,0,0,0,0,0,0,0,0,.0685311,.1288533,-.4445065,-1.206028,.1205279,-.0103489,.8672493,1.589818,,,
235811,77,.1437782,.1416849,.982891,1.418306,0,0,1,0,0,0,0,0,0,0,0,.189059,.1185044,.4227428,.3837897,-.0452808,.0231805,.5601482,1.034516,.1205279,.8672493,
235811,78,.2065113,.2185257,.320826,.1592742,0,0,0,1,0,0,0,0,0,0,0,.1437782,.1416849,.982891,1.418306,.0627331,.0768408,-.662065,-1.259031,-.0452808,.5601482,.1205279
235811,79,.2507393,.276729,.346899,.2530321,0,0,0,0,1,0,0,0,0,0,0,.2065113,.2185257,.320826,.1592742,.044228,.0582033,.026073,.0937579,.0627331,-.662065,-.0452808
235811,80,.1515786,.2362679,-.1360005,-.6427859,0,0,0,0,0,1,0,0,0,0,0,.2507393,.276729,.346899,.2530321,-.0991607,-.0404612,-.4828995,-.895818,.044228,.026073,.0627331
235811,81,.0552266,.1053199,-.4717771,-1.115612,0,0,0,0,0,0,1,0,0,0,0,.1515786,.2362679,-.1360005,-.6427859,-.096352,-.1309479,-.3357766,-.4728261,-.0991607,-.4828995,.044228
235811,82,.0579617,.115256,-.2162853,-.618984,0,0,0,0,0,0,0,1,0,0,0,.0552266,.1053199,-.4717771,-1.115612,.0027351,.009936,.2554918,.496628,-.096352,-.3357766,-.0991607
235811,83,.072447,.0773726,.0023898,-.2317499,0,0,0,0,0,0,0,0,1,0,0,.0579617,.115256,-.2162853,-.618984,.0144853,-.0378834,.2186751,.3872342,.0027351,.2554918,-.096352
235811,84,.1057074,.0999525,.2429689,.1522961,0,0,0,0,0,0,0,0,0,1,0,.072447,.0773726,.0023898,-.2317499,.0332604,.02258,.2405792,.384046,.0144853,.2186751,.0027351
235811,85,.1319151,.2028449,.0665068,-.1771752,0,0,0,0,0,0,0,0,0,0,1,.1057074,.0999525,.2429689,.1522961,.0262077,.1028924,-.1764621,-.3294712,.0332604,.2405792,.0144853
239577,75,.0177686,.1128328,-.477676,-1.158114,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
239577,76,.1187379,.1202288,-.6020339,-1.17445,0,1,0,0,0,0,0,0,0,0,0,.0177686,.1128328,-.477676,-1.158114,.1009693,.007396,-.1243579,-.0163357,,,
239577,77,.1192711,.1669405,-.4239959,-.9376045,0,0,1,0,0,0,0,0,0,0,0,.1187379,.1202288,-.6020339,-1.17445,.0005332,.0467117,.178038,.2368451,.1009693,-.1243579,
239577,78,.224814,.219859,-.5051929,-1.004932,0,0,0,1,0,0,0,0,0,0,0,.1192711,.1669405,-.4239959,-.9376045,.1055429,.0529185,-.081197,-.0673274,.0005332,.178038,.1009693
239577,79,.1242808,.1624403,-.6732656,-1.274316,0,0,0,0,1,0,0,0,0,0,0,.224814,.219859,-.5051929,-1.004932,-.1005332,-.0574187,-.1680727,-.2693837,.1055429,-.081197,.0005332
239577,80,.1065554,.1033844,-.6685724,-1.192772,0,0,0,0,0,1,0,0,0,0,0,.1242808,.1624403,-.6732656,-1.274316,-.0177254,-.0590559,.0046932,.081544,-.1005332,-.1680727,.1055429
239577,81,.0973799,.1129847,-.7259399,-1.289637,0,0,0,0,0,0,1,0,0,0,0,.1065554,.1033844,-.6685724,-1.192772,-.0091755,.0096003,-.0573675,-.0968654,-.0177254,.0046932,-.1005332
239577,82,-.0157854,.0628741,-.6916749,-1.22325,0,0,0,0,0,0,0,1,0,0,0,.0973799,.1129847,-.7259399,-1.289637,-.1131653,-.0501107,.0342649,.0663874,-.0091755,-.0573675,-.0177254
239577,83,.0330016,.0686085,-.6884376,-1.114515,0,0,0,0,0,0,0,0,1,0,0,-.0157854,.0628741,-.6916749,-1.22325,.048787,.0057345,.0032374,.1087341,-.1131653,.0342649,-.0091755
239577,84,.1105255,.1196245,-.5475327,-.9117566,0,0,0,0,0,0,0,0,0,1,0,.0330016,.0686085,-.6884376,-1.114515,.0775239,.051016,.1409048,.2027588,.048787,.0032374,-.1131653
239577,85,.1217815,.1732131,-.5721285,-.9856167,0,0,0,0,0,0,0,0,0,0,1,.1105255,.1196245,-.5475327,-.9117566,.011256,.0535885,-.0245957,-.0738602,.0775239,.1409048,.048787
244199,75,.1674123,.3103521,.5536439,.6429103,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
244199,76,.0914105,.1643138,.6788774,.8525637,0,1,0,0,0,0,0,0,0,0,0,.1674123,.3103521,.5536439,.6429103,-.0760018,-.1460383,.1252335,.2096534,,,
244199,77,.1917596,.2494644,.8887967,1.226131,0,0,1,0,0,0,0,0,0,0,0,.0914105,.1643138,.6788774,.8525637,.1003491,.0851506,.2099193,.3735676,-.0760018,.1252335,
244199,78,.1208819,.2068079,.03451,-.3845073,0,0,0,1,0,0,0,0,0,0,0,.1917596,.2494644,.8887967,1.226131,-.0708777,-.0426565,-.8542867,-1.610639,.1003491,.2099193,-.0760018
244199,79,.2095129,.2043489,.4436725,.4229154,0,0,0,0,1,0,0,0,0,0,0,.1208819,.2068079,.03451,-.3845073,.088631,-.0024589,.4091625,.8074226,-.0708777,-.8542867,.1003491
244199,80,.1631986,.2548762,.3837275,.3426122,0,0,0,0,0,1,0,0,0,0,0,.2095129,.2043489,.4436725,.4229154,-.0463143,.0505273,-.059945,-.0803031,.088631,.4091625,-.0708777
244199,81,.1216995,.1798671,.600771,.7161444,0,0,0,0,0,0,1,0,0,0,0,.1631986,.2548762,.3837275,.3426122,-.0414991,-.0750091,.2170435,.3735322,-.0463143,-.059945,.088631
244199,82,.0142122,.0771292,-.1782543,-.4844172,0,0,0,0,0,0,0,1,0,0,0,.1216995,.1798671,.600771,.7161444,-.1074873,-.1027378,-.7790253,-1.200562,-.0414991,.2170435,-.0463143
244199,83,-.0110698,.0577657,-.4731004,-.8746375,0,0,0,0,0,0,0,0,1,0,0,.0142122,.0771292,-.1782543,-.4844172,-.025282,-.0193635,-.2948461,-.3902203,-.1074873,-.7790253,-.0414991
244199,84,.0121153,.0722999,-.0003257,-.1653534,0,0,0,0,0,0,0,0,0,1,0,-.0110698,.0577657,-.4731004,-.8746375,.0231851,.0145341,.4727747,.7092841,-.025282,-.2948461,-.1074873
244199,85,.0457118,.1156427,-.4763295,-.8063576,0,0,0,0,0,0,0,0,0,0,1,.0121153,.0722999,-.0003257,-.1653534,.0335965,.0433429,-.4760038,-.6410042,.0231851,.4727747,-.025282
252741,75,.2155185,.2030889,-.307998,-.474127,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
252741,76,.2452065,.2670773,.6273187,.662874,0,1,0,0,0,0,0,0,0,0,0,.2155185,.2030889,-.307998,-.474127,.029688,.0639884,.9353167,1.137001,,,
252741,77,.2199933,.2490472,.8341544,.9052836,0,0,1,0,0,0,0,0,0,0,0,.2452065,.2670773,.6273187,.662874,-.0252132,-.0180301,.2068357,.2424096,.029688,.9353167,
252741,78,.1754986,.1820134,.3752294,.3565814,0,0,0,1,0,0,0,0,0,0,0,.2199933,.2490472,.8341544,.9052836,-.0444947,-.0670338,-.458925,-.5487022,-.0252132,.2068357,.029688
252741,79,.1626507,.144164,-.3454595,-.4756668,0,0,0,0,1,0,0,0,0,0,0,.1754986,.1820134,.3752294,.3565814,-.0128479,-.0378494,-.7206889,-.8322482,-.0444947,-.458925,-.0252132
252741,80,.181598,.1810511,.338476,.3252386,0,0,0,0,0,1,0,0,0,0,0,.1626507,.144164,-.3454595,-.4756668,.0189473,.0368871,.6839355,.8009054,-.0128479,-.7206889,-.0444947
252741,81,.1769961,.2021173,.2771803,.2560219,0,0,0,0,0,0,1,0,0,0,0,.181598,.1810511,.338476,.3252386,-.0046019,.0210662,-.0612957,-.0692167,.0189473,.6839355,-.0128479
252741,82,.1671363,.20057,-.3060583,-.4228803,0,0,0,0,0,0,0,1,0,0,0,.1769961,.2021173,.2771803,.2560219,-.0098598,-.0015472,-.5832386,-.6789021,-.0046019,-.0612957,.0189473
252741,83,.6095292,.6422654,-.4651868,-.5744688,0,0,0,0,0,0,0,0,1,0,0,.1671363,.20057,-.3060583,-.4228803,.4423929,.4416954,-.1591285,-.1515885,-.0098598,-.5832386,-.0046019
252741,84,.0823432,.0910946,-.4609296,-.5161229,0,0,0,0,0,0,0,0,0,1,0,.6095292,.6422654,-.4651868,-.5744688,-.527186,-.5511709,.0042572,.0583459,.4423929,-.1591285,-.0098598
252741,85,.092226,.0922123,-.6786152,-.7455404,0,0,0,0,0,0,0,0,0,0,1,.0823432,.0910946,-.4609296,-.5161229,.0098828,.0011177,-.2176856,-.2294175,-.527186,.0042572,.4423929
253651,75,-.0814979,.0790459,-.076256,-1.303916,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
253651,76,-.0073338,.0421389,-.5480215,-2.333062,0,1,0,0,0,0,0,0,0,0,0,-.0814979,.0790459,-.076256,-1.303916,.0741641,-.036907,-.4717655,-1.029146,,,
253651,77,.0047943,.0869058,-.2639503,-1.519747,0,0,1,0,0,0,0,0,0,0,0,-.0073338,.0421389,-.5480215,-2.333062,.0121281,.0447669,.2840712,.8133149,.0741641,-.4717655,
253651,78,.1012618,.060975,-.7036186,-2.507029,0,0,0,1,0,0,0,0,0,0,0,.0047943,.0869058,-.2639503,-1.519747,.0964675,-.0259308,-.4396683,-.9872825,.0121281,.2840712,.0741641
253651,79,.2275304,.1345585,.383185,.3067686,0,0,0,0,1,0,0,0,0,0,0,.1012618,.060975,-.7036186,-2.507029,.1262686,.0735835,1.086804,2.813798,.0964675,-.4396683,.0121281
253651,80,-.018292,.0993927,1.384549,3.445253,0,0,0,0,0,1,0,0,0,0,0,.2275304,.1345585,.383185,.3067686,-.2458224,-.0351658,1.001364,3.138484,.1262686,1.086804,.0964675
253651,81,-.0748353,.1501532,3.010555,7.614698,0,0,0,0,0,0,1,0,0,0,0,-.018292,.0993927,1.384549,3.445253,-.0565433,.0507606,1.626006,4.169445,-.2458224,1.001364,.1262686
253651,82,.1442365,.2066102,5.609179,11.71587,0,0,0,0,0,0,0,1,0,0,0,-.0748353,.1501532,3.010555,7.614698,.2190718,.056457,2.598625,4.101167,-.0565433,1.626006,-.2458224
253651,83,.0583733,.1507971,8.459704,16.94759,0,0,0,0,0,0,0,0,1,0,0,.1442365,.2066102,5.609179,11.71587,-.0858632,-.0558131,2.850525,5.231721,.2190718,2.598625,-.0565433
253651,84,.1934833,.1779378,7.986071,15.43467,0,0,0,0,0,0,0,0,0,1,0,.0583733,.1507971,8.459704,16.94759,.13511,.0271407,-.4736333,-1.512918,-.0858632,2.850525,.2190718
253651,85,.1064256,.1562756,5.333534,11.06092,0,0,0,0,0,0,0,0,0,0,1,.1934833,.1779378,7.986071,15.43467,-.0870577,-.0216622,-2.652537,-4.373746,.13511,-.4736333,-.0858632
257561,75,.0773555,.1253632,-.4002461,-.7667806,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
257561,76,.0794242,.0898195,-.5336428,-.8690734,0,1,0,0,0,0,0,0,0,0,0,.0773555,.1253632,-.4002461,-.7667806,.0020687,-.0355437,-.1333967,-.1022928,,,
257561,77,.033973,.0706015,-.6760437,-1.060501,0,0,1,0,0,0,0,0,0,0,0,.0794242,.0898195,-.5336428,-.8690734,-.0454512,-.0192181,-.1424009,-.1914274,.0020687,-.1333967,
257561,78,.0519732,.0670925,-.8523888,-1.238896,0,0,0,1,0,0,0,0,0,0,0,.033973,.0706015,-.6760437,-1.060501,.0180002,-.003509,-.1763451,-.1783948,-.0454512,-.1424009,.0020687
257561,79,.1490123,.1358661,-.5887327,-.8688371,0,0,0,0,1,0,0,0,0,0,0,.0519732,.0670925,-.8523888,-1.238896,.0970391,.0687736,.2636561,.3700584,.0180002,-.1763451,-.0454512
257561,80,.1345942,.143937,-.6485455,-.9630015,0,0,0,0,0,1,0,0,0,0,0,.1490123,.1358661,-.5887327,-.8688371,-.0144181,.0080709,-.0598128,-.0941644,.0970391,.2636561,.0180002
257561,81,.162963,.170742,-.6408413,-.9337707,0,0,0,0,0,0,1,0,0,0,0,.1345942,.143937,-.6485455,-.9630015,.0283688,.026805,.0077042,.0292308,-.0144181,-.0598128,.0970391
257561,82,.0936682,.1492178,-.8435567,-1.182792,0,0,0,0,0,0,0,1,0,0,0,.162963,.170742,-.6408413,-.9337707,-.0692948,-.0215242,-.2027154,-.2490211,.0283688,.0077042,-.0144181
257561,83,.0743078,.0961755,-.7813219,-1.019532,0,0,0,0,0,0,0,0,1,0,0,.0936682,.1492178,-.8435567,-1.182792,-.0193604,-.0530423,.0622348,.1632601,-.0692948,-.2027154,.0283688
257561,84,.1072584,.1111003,-.5568857,-.7408957,0,0,0,0,0,0,0,0,0,1,0,.0743078,.0961755,-.7813219,-1.019532,.0329506,.0149248,.2244362,.2786359,-.0193604,.0622348,-.0692948
257561,85,.1671024,.2012736,-.5929335,-.8020729,0,0,0,0,0,0,0,0,0,0,1,.1072584,.1111003,-.5568857,-.7408957,.059844,.0901733,-.0360478,-.0611771,.0329506,.2244362,-.0193604
260543,75,.2324977,.2626523,1.961227,2.414243,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
260543,76,.2619292,.2771917,2.985923,3.63973,0,1,0,0,0,0,0,0,0,0,0,.2324977,.2626523,1.961227,2.414243,.0294315,.0145394,1.024696,1.225487,,,
260543,77,.2046528,.2349163,2.13824,2.569504,0,0,1,0,0,0,0,0,0,0,0,.2619292,.2771917,2.985923,3.63973,-.0572764,-.0422754,-.847683,-1.070226,.0294315,1.024696,
260543,78,.1537175,.1936299,.668403,.6955696,0,0,0,1,0,0,0,0,0,0,0,.2046528,.2349163,2.13824,2.569504,-.0509353,-.0412864,-1.469837,-1.873934,-.0572764,-.847683,.0294315
260543,79,.2081725,.2018225,.3439993,.3092234,0,0,0,0,1,0,0,0,0,0,0,.1537175,.1936299,.668403,.6955696,.054455,.0081926,-.3244037,-.3863462,-.0509353,-1.469837,-.0572764
260543,80,.2041327,.1719489,.4397135,.4318878,0,0,0,0,0,1,0,0,0,0,0,.2081725,.2018225,.3439993,.3092234,-.0040398,-.0298737,.0957142,.1226644,.054455,-.3244037,-.0509353
260543,81,.1497887,.1674454,.2246156,.1533945,0,0,0,0,0,0,1,0,0,0,0,.2041327,.1719489,.4397135,.4318878,-.054344,-.0045034,-.2150979,-.2784933,-.0040398,.0957142,.054455
260543,82,.0481001,.1054845,-.0982183,-.2714705,0,0,0,0,0,0,0,1,0,0,0,.1497887,.1674454,.2246156,.1533945,-.1016886,-.0619609,-.322834,-.4248649,-.054344,-.2150979,-.0040398
260543,83,.0969336,.0934634,-.1750928,-.3396529,0,0,0,0,0,0,0,0,1,0,0,.0481001,.1054845,-.0982183,-.2714705,.0488335,-.0120211,-.0768745,-.0681825,-.1016886,-.322834,-.054344
260543,84,.0888239,.1190033,.1945311,.1174073,0,0,0,0,0,0,0,0,0,1,0,.0969336,.0934634,-.1750928,-.3396529,-.0081097,.0255399,.3696239,.4570602,.0488335,-.0768745,-.1016886
260543,85,.12701,.1510568,-.1022524,-.2817802,0,0,0,0,0,0,0,0,0,0,1,.0888239,.1190033,.1945311,.1174073,.0381861,.0320535,-.2967835,-.3991875,-.0081097,.3696239,.0488335
261597,75,.2320661,.3087822,.4590716,.3060398,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
261597,76,.1059374,.2681973,1.321444,2.521905,0,1,0,0,0,0,0,0,0,0,0,.2320661,.3087822,.4590716,.3060398,-.1261287,-.0405849,.8623726,2.215865,,,
261597,77,.2468495,.3595692,1.77251,3.289722,0,0,1,0,0,0,0,0,0,0,0,.1059374,.2681973,1.321444,2.521905,.1409121,.0913719,.4510658,.7678177,-.1261287,.8623726,
261597,78,.1275538,.1769883,1.400725,2.300049,0,0,0,1,0,0,0,0,0,0,0,.2468495,.3595692,1.77251,3.289722,-.1192957,-.1825809,-.3717853,-.9896739,.1409121,.4510658,-.1261287
261597,79,.1738563,.2354985,.5219236,.5237735,0,0,0,0,1,0,0,0,0,0,0,.1275538,.1769883,1.400725,2.300049,.0463025,.0585102,-.8788012,-1.776275,-.1192957,-.3717853,.1409121
261597,80,.2022293,.2685958,.9563425,1.441909,0,0,0,0,0,1,0,0,0,0,0,.1738563,.2354985,.5219236,.5237735,.028373,.0330972,.4344189,.9181358,.0463025,-.8788012,-.1192957
261597,81,.1966746,.2697669,2.919463,5.260746,0,0,0,0,0,0,1,0,0,0,0,.2022293,.2685958,.9563425,1.441909,-.0055547,.0011711,1.963121,3.818836,.028373,.4344189,.0463025
261597,82,.1834993,.2539161,.7538624,1.006485,0,0,0,0,0,0,0,1,0,0,0,.1966746,.2697669,2.919463,5.260746,-.0131753,-.0158507,-2.165601,-4.254261,-.0055547,1.963121,.028373
261597,83,.0170474,.1059015,-.2542301,-.8220596,0,0,0,0,0,0,0,0,1,0,0,.1834993,.2539161,.7538624,1.006485,-.1664519,-.1480146,-1.008093,-1.828545,-.0131753,-2.165601,-.0055547
261597,84,.0595615,.1096569,-.2098708,-.7141441,0,0,0,0,0,0,0,0,0,1,0,.0170474,.1059015,-.2542301,-.8220596,.0425141,.0037554,.0443594,.1079155,-.1664519,-1.008093,-.0131753
261597,85,.0996798,.2403036,-.4120563,-1.115334,0,0,0,0,0,0,0,0,0,0,1,.0595615,.1096569,-.2098708,-.7141441,.0401183,.1306466,-.2021855,-.40119,.0425141,.0443594,-.1664519
263534,75,.1369511,.212086,.2222455,.0954937,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
263534,76,.155681,.1659205,.6533673,.6865732,0,1,0,0,0,0,0,0,0,0,0,.1369511,.212086,.2222455,.0954937,.0187299,-.0461655,.4311218,.5910795,,,
263534,77,.1141461,.128389,.6421391,.6685755,0,0,1,0,0,0,0,0,0,0,0,.155681,.1659205,.6533673,.6865732,-.0415349,-.0375315,-.0112283,-.0179977,.0187299,.4311218,
263534,78,.1270982,.1242942,.2422039,.1451539,0,0,0,1,0,0,0,0,0,0,0,.1141461,.128389,.6421391,.6685755,.0129521,-.0040947,-.3999352,-.5234215,-.0415349,-.0112283,.0187299
263534,79,.1420586,.1400788,.0603645,-.0918132,0,0,0,0,1,0,0,0,0,0,0,.1270982,.1242942,.2422039,.1451539,.0149604,.0157845,-.1818394,-.2369671,.0129521,-.3999352,-.0415349
263534,80,.1432395,.1830956,-.1855983,-.4312225,0,0,0,0,0,1,0,0,0,0,0,.1420586,.1400788,.0603645,-.0918132,.0011809,.0430169,-.2459628,-.3394094,.0149604,-.1818394,.0129521
263534,81,.3662037,.2707639,-.2252418,-.4475039,0,0,0,0,0,0,1,0,0,0,0,.1432395,.1830956,-.1855983,-.4312225,.2229642,.0876683,-.0396435,-.0162814,.0011809,-.2459628,.0149604
263534,82,.1677196,.2961427,.5471272,.612128,0,0,0,0,0,0,0,1,0,0,0,.3662037,.2707639,-.2252418,-.4475039,-.1984841,.0253788,.772369,1.059632,.2229642,-.0396435,.0011809
263534,83,.1720315,.2255087,.1851368,.0834033,0,0,0,0,0,0,0,0,1,0,0,.1677196,.2961427,.5471272,.612128,.0043119,-.070634,-.3619904,-.5287247,-.1984841,.772369,.2229642
263534,84,.1853679,.2345827,.4913167,.5149031,0,0,0,0,0,0,0,0,0,1,0,.1720315,.2255087,.1851368,.0834033,.0133364,.009074,.3061799,.4314998,.0043119,-.3619904,-.1984841
263534,85,.180951,.2271791,.2562956,.1948229,0,0,0,0,0,0,0,0,0,0,1,.1853679,.2345827,.4913167,.5149031,-.0044169,-.0074036,-.2350211,-.3200801,.0133364,.3061799,.0043119
269803,75,.0394307,.1617693,-.6885266,-1.558105,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
269803,76,.1601975,.0998925,-.323032,-.7111279,0,1,0,0,0,0,0,0,0,0,0,.0394307,.1617693,-.6885266,-1.558105,.1207668,-.0618768,.3654945,.8469771,,,
269803,77,.1446716,.203276,.3662267,.3077725,0,0,1,0,0,0,0,0,0,0,0,.1601975,.0998925,-.323032,-.7111279,-.0155259,.1033836,.6892587,1.0189,.1207668,.3654945,
269803,78,.1364244,.1465614,.1209055,-.0601352,0,0,0,1,0,0,0,0,0,0,0,.1446716,.203276,.3662267,.3077725,-.0082472,-.0567147,-.2453212,-.3679077,-.0155259,.6892587,.1207668
269803,79,.1322699,.1161278,.003272,-.2147562,0,0,0,0,1,0,0,0,0,0,0,.1364244,.1465614,.1209055,-.0601352,-.0041545,-.0304335,-.1176335,-.154621,-.0082472,-.2453212,-.0155259
269803,80,.0956016,.1789645,-.1652547,-.4758812,0,0,0,0,0,1,0,0,0,0,0,.1322699,.1161278,.003272,-.2147562,-.0366683,.0628367,-.1685267,-.261125,-.0041545,-.1176335,-.0082472
269803,81,.1254427,.1337332,-.4251096,-.7536646,0,0,0,0,0,0,1,0,0,0,0,.0956016,.1789645,-.1652547,-.4758812,.0298411,-.0452313,-.2598549,-.2777834,-.0366683,-.1685267,-.0041545
269803,82,.0156029,.0965634,-.751358,-1.202908,0,0,0,0,0,0,0,1,0,0,0,.1254427,.1337332,-.4251096,-.7536646,-.1098398,-.0371698,-.3262483,-.4492433,.0298411,-.2598549,-.0366683
269803,83,.0399413,.0639803,-.809171,-1.156719,0,0,0,0,0,0,0,0,1,0,0,.0156029,.0965634,-.751358,-1.202908,.0243384,-.0325831,-.057813,.0461886,-.1098398,-.3262483,.0298411
269803,84,.0741741,.0706269,-.3372479,-.5401999,0,0,0,0,0,0,0,0,0,1,0,.0399413,.0639803,-.809171,-1.156719,.0342328,.0066466,.4719231,.6165194,.0243384,-.057813,-.1098398
