id,period,lfp,black,educ,age,agesq,kids,hinc,per1,per2,per3,per4,per5,lhinc
1148,3,1,0,12,55,3025,1,3455.051,0,0,1,0,0,8.147593
1148,4,1,0,12,55,3025,1,3316.39,0,0,0,1,0,8.106632
1148,5,1,0,12,55,3025,1,3428.716,0,0,0,0,1,8.139941
1149,1,1,0,14,61,3721,0,304.1892,1,0,0,0,0,5.71765
1149,2,0,0,14,61,3721,0,202.6047,0,1,0,0,0,5.311257
1149,3,0,0,14,61,3721,0,376.0798,0,0,1,0,0,5.929801
1149,4,1,0,14,61,3721,0,472.724,0,0,0,1,0,6.158512
1149,5,0,0,14,61,3721,0,166.7238,0,0,0,0,1,5.116338
1150,1,0,0,12,30,900,2,2805.428,1,0,0,0,0,7.939312
1150,2,0,0,12,30,900,2,3501.537,0,1,0,0,0,8.160957
1150,3,0,0,12,30,900,2,4046.524,0,0,1,0,0,8.305614
1150,4,0,0,12,30,900,2,3330.669,0,0,0,1,0,8.110929
1150,5,0,0,12,30,900,2,3145.629,0,0,0,0,1,8.053769
1151,1,1,1,16,37,1369,2,2064.43,1,0,0,0,0,7.632609
1151,2,1,1,16,37,1369,2,2141.254,0,1,0,0,0,7.669147
1151,3,1,1,16,37,1369,2,1553.893,0,0,1,0,0,7.348519
1151,4,1,1,16,37,1369,2,1035.353,0,0,0,1,0,6.942497
1151,5,1,1,16,37,1369,2,3444.51,0,0,0,0,1,8.144537
1152,1,0,0,12,37,1369,2,3153.625,1,0,0,0,0,8.056308
1152,2,0,0,12,37,1369,2,3250.05,0,1,0,0,0,8.086426
1152,3,0,0,12,37,1369,2,1838.863,0,0,1,0,0,7.516902
1152,4,0,0,12,37,1369,2,2896.57,0,0,0,1,0,7.971282
1152,5,0,0,12,37,1369,2,1481.46,0,0,0,0,1,7.300784
1153,1,1,0,14,24,576,0,1574.179,1,0,0,0,0,7.361489
1153,2,1,0,14,24,576,0,1191.793,0,1,0,0,0,7.083214
1153,3,1,0,14,24,576,0,1180.011,0,0,1,0,0,7.073279
1153,4,1,0,14,24,576,0,1235.463,0,0,0,1,0,7.119201
1153,5,1,0,14,24,576,0,1287.146,0,0,0,0,1,7.160182
1154,1,1,0,12,48,2304,1,1855.049,1,0,0,0,0,7.525666
1154,2,1,0,12,48,2304,1,3557.998,0,1,0,0,0,8.176953
1154,3,1,0,12,48,2304,1,1841.327,0,0,1,0,0,7.518242
1154,4,1,0,12,48,2304,1,1513.878,0,0,0,1,0,7.32243
1154,5,1,0,12,48,2304,1,1801.91,0,0,0,0,1,7.496603
1155,1,1,0,16,41,1681,2,1308.026,1,0,0,0,0,7.176275
1155,2,1,0,16,41,1681,2,3034.831,0,1,0,0,0,8.017911
1155,3,1,0,16,41,1681,2,1255.784,0,0,1,0,0,7.135516
1155,4,1,0,16,41,1681,2,1238.058,0,0,0,1,0,7.121299
1155,5,1,0,16,41,1681,2,1542.183,0,0,0,0,1,7.340954
1156,1,1,0,12,25,625,2,1946.537,1,0,0,0,0,7.573807
1156,2,1,0,12,25,625,2,2307.798,0,1,0,0,0,7.744049
1156,3,1,0,12,25,625,2,2369.305,0,0,1,0,0,7.770352
1156,4,1,0,12,25,625,2,2057.316,0,0,0,1,0,7.629158
1156,5,1,0,12,25,625,2,2355.144,0,0,0,0,1,7.764357
1157,1,1,0,12,36,1296,3,2616.052,1,0,0,0,0,7.869421
1157,2,1,0,12,36,1296,3,5260.372,0,1,0,0,0,8.567957
1157,3,1,0,12,36,1296,3,4513.927,0,0,1,0,0,8.414923
1157,4,1,0,12,36,1296,3,4689.808,0,0,0,1,0,8.453147
1157,5,1,0,12,36,1296,3,4681.97,0,0,0,0,1,8.451474
1158,1,0,0,14,43,1849,3,1923.568,1,0,0,0,0,7.561937
1158,2,0,0,14,43,1849,3,379.3537,0,1,0,0,0,5.938469
1158,3,0,0,14,43,1849,3,2092.974,0,0,1,0,0,7.646341
1158,4,0,0,14,43,1849,3,1456.539,0,0,0,1,0,7.283818
1158,5,0,0,14,43,1849,3,1445.797,0,0,0,0,1,7.276416
1159,1,1,0,17,55,3025,0,2713.621,1,0,0,0,0,7.906039
1159,2,1,0,17,55,3025,0,2972.53,0,1,0,0,0,7.997169
1159,3,0,0,17,55,3025,0,2142.19,0,0,1,0,0,7.669584
1159,4,0,0,17,55,3025,0,1742.021,0,0,0,1,0,7.462801
1159,5,0,0,17,55,3025,0,4831.397,0,0,0,0,1,8.482891
1160,1,1,0,16,28,784,0,73.00537,1,0,0,0,0,4.290533
1160,2,1,0,16,28,784,0,1146.355,0,1,0,0,0,7.044343
1160,3,0,0,16,28,784,0,2835.007,0,0,1,0,0,7.9498
1160,4,0,0,16,28,784,0,2996.092,0,0,0,1,0,8.005064
1160,5,1,0,16,28,784,0,3139.763,0,0,0,0,1,8.051903
1161,1,1,0,14,43,1849,0,4212.011,1,0,0,0,0,8.345695
1161,2,1,0,14,43,1849,0,4527.714,0,1,0,0,0,8.417973
1161,3,1,0,14,43,1849,0,2643.371,0,0,1,0,0,7.87981
1161,4,1,0,14,43,1849,0,2575.459,0,0,0,1,0,7.853783
1161,5,1,0,14,43,1849,0,4324.634,0,0,0,0,1,8.372083
1162,1,0,0,12,36,1296,4,1650.253,1,0,0,0,0,7.408684
1162,2,0,0,12,36,1296,4,2185.016,0,1,0,0,0,7.689378
1162,3,0,0,12,36,1296,4,2168.565,0,0,1,0,0,7.681821
1162,4,0,0,12,36,1296,4,773.7925,0,0,0,1,0,6.651304
1162,5,0,0,12,36,1296,4,612.2365,0,0,0,0,1,6.417119
1163,1,1,0,18,33,1089,0,4254.899,1,0,0,0,0,8.355826
1163,2,1,0,18,33,1089,0,4278.186,0,1,0,0,0,8.361284
1163,3,1,0,18,33,1089,0,4462.155,0,0,1,0,0,8.403387
1163,4,1,0,18,33,1089,0,3884.155,0,0,0,1,0,8.264661
1163,5,1,0,18,33,1089,0,3888.325,0,0,0,0,1,8.265734
1164,1,1,0,12,30,900,2,2234.187,1,0,0,0,0,7.711633
1164,2,1,0,12,30,900,2,1555.069,0,1,0,0,0,7.349275
1164,3,1,0,12,30,900,2,1562.929,0,0,1,0,0,7.354317
1164,4,1,0,12,30,900,2,1936.295,0,0,0,1,0,7.568532
1164,5,1,0,12,30,900,2,2145.226,0,0,0,0,1,7.671
1165,1,0,0,7,44,1936,1,3022.374,1,0,0,0,0,8.013798
1165,2,0,0,7,44,1936,1,2882.651,0,1,0,0,0,7.966465
1165,3,0,0,7,44,1936,1,3157.606,0,0,1,0,0,8.05757
1165,4,0,0,7,44,1936,1,2404.706,0,0,0,1,0,7.785183
1165,5,0,0,7,44,1936,1,3186.171,0,0,0,0,1,8.066575
1166,1,0,0,14,36,1296,2,2779.927,1,0,0,0,0,7.93018
1166,2,1,0,14,36,1296,2,2439.935,0,1,0,0,0,7.799726
1166,3,1,0,14,36,1296,2,2511.202,0,0,1,0,0,7.828517
1166,4,1,0,14,36,1296,2,2846.943,0,0,0,1,0,7.954001
1166,5,1,0,14,36,1296,2,3083.222,0,0,0,0,1,8.033731
1167,1,1,0,18,42,1764,2,2132.634,1,0,0,0,0,7.665113
1167,2,1,0,18,42,1764,2,2205.062,0,1,0,0,0,7.698511
1167,3,1,0,18,42,1764,2,2149.028,0,0,1,0,0,7.672771
1167,4,1,0,18,42,1764,2,2129.926,0,0,0,1,0,7.663843
1167,5,1,0,18,42,1764,2,2039.189,0,0,0,0,1,7.620307
1168,1,0,0,13,52,2704,0,8331.236,1,0,0,0,0,9.027767
1168,2,0,0,13,52,2704,0,8276.01,0,1,0,0,0,9.021116
1168,3,0,0,13,52,2704,0,7983.394,0,0,1,0,0,8.985119
1168,4,0,0,13,52,2704,0,8055.644,0,0,0,1,0,8.994128
1168,5,0,0,13,52,2704,0,7813.772,0,0,0,0,1,8.963643
1169,1,1,0,14,33,1089,0,6083.788,1,0,0,0,0,8.713383
1169,2,1,0,14,33,1089,0,5958.963,0,1,0,0,0,8.692652
1169,3,1,0,14,33,1089,0,5860.986,0,0,1,0,0,8.676073
1169,4,1,0,14,33,1089,0,5800.298,0,0,0,1,0,8.665665
1169,5,1,0,14,33,1089,0,5740.848,0,0,0,0,1,8.655362
1170,1,1,1,12,38,1444,2,2230.723,1,0,0,0,0,7.710081
1170,2,1,1,12,38,1444,2,1608.922,0,1,0,0,0,7.383319
1170,3,1,1,12,38,1444,2,3028.178,0,0,1,0,0,8.015717
1170,4,1,1,12,38,1444,2,657.3671,0,0,0,1,0,6.488243
1170,5,1,1,12,38,1444,2,835.2939,0,0,0,0,1,6.727784
1171,1,1,0,17,38,1444,2,2693.345,1,0,0,0,0,7.898539
1171,2,1,0,17,38,1444,2,2979.484,0,1,0,0,0,7.999506
1171,3,1,0,17,38,1444,2,2767.853,0,0,1,0,0,7.925827
1171,4,1,0,17,38,1444,2,2739.19,0,0,0,1,0,7.915418
1171,5,1,0,17,38,1444,2,2870.425,0,0,0,0,1,7.962215
1172,1,1,1,12,39,1521,2,2208.293,1,0,0,0,0,7.699975
1172,2,1,1,12,39,1521,2,2402.516,0,1,0,0,0,7.784272
1172,3,1,1,12,39,1521,2,773.6505,0,0,1,0,0,6.65112
1172,4,1,1,12,39,1521,6,4377.969,0,0,0,1,0,8.38434
1172,5,1,1,12,39,1521,6,5703.015,0,0,0,0,1,8.64875
1173,1,1,0,18,40,1600,2,5828.267,1,0,0,0,0,8.670475
1173,2,1,0,18,40,1600,2,5921.72,0,1,0,0,0,8.686382
1173,3,1,0,18,40,1600,2,5500.78,0,0,1,0,0,8.612645
1173,4,1,0,18,40,1600,2,5341.106,0,0,0,1,0,8.583188
1173,5,1,0,18,40,1600,2,5597.33,0,0,0,0,1,8.630045
1174,1,1,0,14,39,1521,0,5742.332,1,0,0,0,0,8.655621
1174,2,1,0,14,39,1521,0,3508.343,0,1,0,0,0,8.162899
1174,3,1,0,14,39,1521,0,5532.04,0,0,1,0,0,8.618312
1174,4,1,0,14,39,1521,0,5652.631,0,0,0,1,0,8.639876
1174,5,1,0,14,39,1521,0,5640.386,0,0,0,0,1,8.637708
1175,1,1,0,13,28,784,2,1689.145,1,0,0,0,0,7.431978
1175,2,1,0,13,28,784,2,1453.397,0,1,0,0,0,7.281659
1175,3,1,0,13,28,784,2,1298.19,0,0,1,0,0,7.168726
1175,4,1,0,13,28,784,3,1973.348,0,0,0,1,0,7.587487
1175,5,1,0,13,28,784,3,2144.298,0,0,0,0,1,7.670568
1176,1,1,0,16,34,1156,2,5069.823,1,0,0,0,0,8.531061
1176,2,0,0,16,34,1156,2,4379.84,0,1,0,0,0,8.384768
1176,3,0,0,16,34,1156,2,4884.155,0,0,1,0,0,8.493752
1176,4,0,0,16,34,1156,2,5437.777,0,0,0,1,0,8.601126
1176,5,0,0,16,34,1156,2,6219.252,0,0,0,0,1,8.735405
1177,1,0,0,14,39,1521,2,8111.712,1,0,0,0,0,9.001064
1177,2,0,0,14,39,1521,2,6952.125,0,1,0,0,0,8.846803
1177,3,0,0,14,39,1521,2,7814.651,0,0,1,0,0,8.963756
1177,4,0,0,14,39,1521,2,8055.644,0,0,0,1,0,8.994128
1177,5,0,0,14,39,1521,2,7973.084,0,0,0,0,1,8.983827
1178,1,0,0,12,32,1024,1,2051.806,1,0,0,0,0,7.626476
1178,2,0,0,12,32,1024,1,2048.511,0,1,0,0,0,7.624868
1178,3,0,0,12,32,1024,1,1930.461,0,0,1,0,0,7.565514
1178,4,0,0,12,32,1024,1,2097.416,0,0,0,1,0,7.648461
1178,5,0,0,12,32,1024,1,1850.621,0,0,0,0,1,7.523276
1179,1,1,1,18,45,2025,2,5103.426,1,0,0,0,0,8.537667
1179,2,1,1,18,45,2025,1,8346.339,0,1,0,0,0,9.029578
1179,3,1,1,18,45,2025,1,11867.51,0,0,1,0,0,9.381559
1179,4,1,1,18,45,2025,0,12113.26,0,0,0,1,0,9.402056
1179,5,1,1,18,45,2025,0,8074.812,0,0,0,0,1,8.996505
1180,1,0,1,6,63,3969,1,2161.772,1,0,0,0,0,7.678684
1180,2,0,1,6,63,3969,1,1652.124,0,1,0,0,0,7.409817
1180,3,0,1,6,63,3969,1,506.7314,0,0,1,0,0,6.227981
1180,4,0,1,6,63,3969,1,821.7085,0,0,0,1,0,6.711386
1180,5,0,1,6,63,3969,1,2329.828,0,0,0,0,1,7.75355
1181,1,1,0,14,27,729,1,2248.406,1,0,0,0,0,7.717977
1181,2,1,0,14,27,729,1,2342.878,0,1,0,0,0,7.759135
1181,3,1,0,14,27,729,1,2197.87,0,0,1,0,0,7.695244
1181,4,1,0,14,27,729,1,2160.18,0,0,0,1,0,7.677947
1181,5,1,0,14,27,729,1,2071.816,0,0,0,0,1,7.636181
1182,1,0,0,14,26,676,3,2559.16,1,0,0,0,0,7.847435
1182,2,0,0,14,26,676,3,1854.256,0,1,0,0,0,7.525239
1182,3,0,0,14,26,676,4,2483.105,0,0,1,0,0,7.817265
1182,4,0,0,14,26,676,4,2539.453,0,0,0,1,0,7.839704
1182,5,0,0,14,26,676,4,2193.208,0,0,0,0,1,7.69312
1183,1,1,0,12,56,3136,0,1523.31,1,0,0,0,0,7.328641
1183,2,1,0,12,56,3136,0,1398.209,0,1,0,0,0,7.242948
1183,3,1,0,12,56,3136,0,1978.083,0,0,1,0,0,7.589883
1183,4,1,0,12,56,3136,0,1960.5,0,0,0,1,0,7.580955
1183,5,1,0,12,56,3136,0,1871.255,0,0,0,0,1,7.534365
1184,1,0,0,16,25,625,1,1421.756,1,0,0,0,0,7.259648
1184,2,0,0,16,25,625,1,1603.682,0,1,0,0,0,7.380057
1184,3,0,0,16,25,625,2,1660.613,0,0,1,0,0,7.414942
1184,4,0,0,16,25,625,2,1912.094,0,0,0,1,0,7.555954
1184,5,0,0,16,25,625,2,4060.15,0,0,0,0,1,8.308975
1185,1,1,0,11,31,961,5,1378.476,1,0,0,0,0,7.228734
1185,2,0,0,11,31,961,5,1710.469,0,1,0,0,0,7.444523
1185,3,1,0,11,31,961,5,2122.038,0,0,1,0,0,7.660132
1185,4,1,0,11,31,961,5,1066.543,0,0,0,1,0,6.972178
1185,5,0,0,11,31,961,5,1633.75,0,0,0,0,1,7.398633
1186,1,1,0,12,53,2809,1,2527.208,1,0,0,0,0,7.83487
1186,2,1,0,12,53,2809,1,2616.014,0,1,0,0,0,7.869407
1186,3,1,0,12,53,2809,1,3057.257,0,0,1,0,0,8.025273
1186,4,1,0,12,53,2809,1,2916.27,0,0,0,1,0,7.978061
1186,5,1,0,12,53,2809,1,3466.438,0,0,0,0,1,8.150883
1187,1,1,0,6,26,676,2,918.9846,1,0,0,0,0,6.823269
1187,2,1,0,6,26,676,2,855.2353,0,1,0,0,0,6.751377
1187,3,1,0,6,26,676,2,881.1241,0,0,1,0,0,6.781199
1187,4,0,0,6,26,676,2,906.5621,0,0,0,1,0,6.809659
1187,5,0,0,6,26,676,2,951.4194,0,0,0,0,1,6.857955
1188,1,1,0,12,34,1156,1,1837.392,1,0,0,0,0,7.516102
1188,2,1,0,12,34,1156,1,1474.675,0,1,0,0,0,7.296193
1188,3,1,0,12,34,1156,1,1799.956,0,0,1,0,0,7.495518
1188,4,1,0,12,34,1156,1,2097.414,0,0,0,1,0,7.64846
1188,5,1,0,12,34,1156,1,2133.031,0,0,0,0,1,7.665299
1189,1,1,0,12,34,1156,1,2154.674,1,0,0,0,0,7.675395
1189,2,1,0,12,34,1156,1,2234.611,0,1,0,0,0,7.711823
1189,3,1,0,12,34,1156,1,2075.765,0,0,1,0,0,7.638085
1189,4,1,0,12,34,1156,2,2054.27,0,0,0,1,0,7.627676
1189,5,1,0,12,34,1156,2,2152.817,0,0,0,0,1,7.674532
1190,1,0,0,12,27,729,3,4430.873,1,0,0,0,0,8.396352
1190,2,0,0,12,27,729,3,4979.142,0,1,0,0,0,8.513013
1190,3,0,0,12,27,729,3,5540.223,0,0,1,0,0,8.61979
1190,4,0,0,12,27,729,3,5462.018,0,0,0,1,0,8.605574
1190,5,0,0,12,27,729,3,6054.275,0,0,0,0,1,8.70852
1191,1,1,0,13,27,729,1,1026.928,1,0,0,0,0,6.934327
1191,2,1,0,13,27,729,1,2493.616,0,1,0,0,0,7.821489
1191,3,1,0,13,27,729,1,2427.847,0,0,1,0,0,7.79476
1191,4,1,0,13,27,729,1,1621.612,0,0,0,1,0,7.391176
1191,5,1,0,13,27,729,1,1606.761,0,0,0,0,1,7.381976
1192,1,1,0,12,37,1369,2,4545.097,1,0,0,0,0,8.421804
1192,2,1,0,12,37,1369,2,3994.989,0,1,0,0,0,8.292796
1192,3,1,0,12,37,1369,2,4102.689,0,0,1,0,0,8.319398
1192,4,1,0,12,37,1369,2,4214.88,0,0,0,1,0,8.346376
1192,5,1,0,12,37,1369,2,3850.196,0,0,0,0,1,8.255879
1193,1,1,0,12,22,484,1,304.1891,1,0,0,0,0,5.717649
1193,2,1,0,12,22,484,1,434.5076,0,1,0,0,0,6.074214
1193,3,1,0,12,22,484,1,162.6424,0,0,1,0,0,5.091554
1193,4,1,0,12,22,484,2,478.7659,0,0,0,1,0,6.171212
1193,5,1,0,12,22,484,2,602.7889,0,0,0,0,1,6.401567
1194,1,1,1,16,39,1521,2,3346.082,1,0,0,0,0,8.115545
1194,2,1,1,16,39,1521,2,2979.483,0,1,0,0,0,7.999505
1194,3,1,1,16,39,1521,2,3907.324,0,0,1,0,0,8.270608
1194,4,1,1,16,39,1521,2,2320.118,0,0,0,1,0,7.749373
1194,5,1,1,16,39,1521,2,4768.73,0,0,0,0,1,8.469835
1195,1,0,0,13,46,2116,0,4103.613,1,0,0,0,0,8.319623
1195,2,0,0,13,46,2116,0,4046.439,0,1,0,0,0,8.305593
1195,3,0,0,13,46,2116,0,5454.039,0,0,1,0,0,8.604112
1195,4,0,0,13,46,2116,0,5050.303,0,0,0,1,0,8.527204
1195,5,0,0,13,46,2116,0,5826.561,0,0,0,0,1,8.670182
1196,1,0,0,11,44,1936,0,2449.738,1,0,0,0,0,7.803736
1196,2,0,0,11,44,1936,0,2110.964,0,1,0,0,0,7.6549
1196,3,1,0,11,44,1936,0,2015.691,0,0,1,0,0,7.608717
1196,4,1,0,11,44,1936,0,994.2674,0,0,0,1,0,6.902006
1196,5,1,0,11,44,1936,0,2583.383,0,0,0,0,1,7.856855
1197,1,1,0,18,32,1024,2,2369.578,1,0,0,0,0,7.770467
1197,2,1,0,18,32,1024,2,1681.801,0,1,0,0,0,7.42762
1197,3,1,0,18,32,1024,2,1883.674,0,0,1,0,0,7.540979
1197,4,1,0,18,32,1024,2,1844.947,0,0,0,1,0,7.520206
1197,5,1,0,18,32,1024,2,1638.568,0,0,0,0,1,7.401578
1198,1,1,0,16,27,729,0,3520.878,1,0,0,0,0,8.166466
1198,2,1,0,16,27,729,0,3684.708,0,1,0,0,0,8.211946
1198,3,1,0,16,27,729,0,3484.355,0,0,1,0,0,8.156038
1198,4,1,0,16,27,729,0,3355.601,0,0,0,1,0,8.118386
1198,5,1,0,16,27,729,0,3326.996,0,0,0,0,1,8.109825
1199,1,1,0,10,32,1024,3,1142.483,1,0,0,0,0,7.040959
1199,2,1,0,10,32,1024,3,1403.221,0,1,0,0,0,7.246526
1199,3,1,0,10,32,1024,3,1401.753,0,0,1,0,0,7.245479
1199,4,1,0,10,32,1024,3,1394.134,0,0,0,1,0,7.240028
1199,5,0,0,10,32,1024,3,1189.927,0,0,0,0,1,7.081647
1200,1,0,0,12,32,1024,2,2256.618,1,0,0,0,0,7.721622
1200,2,0,0,12,32,1024,2,641.4265,0,1,0,0,0,6.463695
1200,3,0,0,12,32,1024,2,1184.622,0,0,1,0,0,7.077179
1200,4,0,0,12,32,1024,2,1163.502,0,0,0,1,0,7.05919
1200,5,0,0,12,32,1024,2,1433.616,0,0,0,0,1,7.267955
1201,1,0,0,18,43,1849,4,5898.943,1,0,0,0,0,8.682528
1201,2,0,0,18,43,1849,4,6470.003,0,1,0,0,0,8.774932
1201,3,0,0,18,43,1849,4,5663.336,0,0,1,0,0,8.641768
1201,4,0,0,18,43,1849,4,5583.394,0,0,0,1,0,8.627552
1201,5,0,0,18,43,1849,4,5742.704,0,0,0,0,1,8.655685
1202,1,1,0,12,35,1225,1,1367.932,1,0,0,0,0,7.221056
1202,2,1,0,12,35,1225,1,1350.099,0,1,0,0,0,7.207933
1202,3,1,0,12,35,1225,1,1385.146,0,0,1,0,0,7.233561
1202,4,1,0,12,35,1225,1,1936.297,0,0,0,1,0,7.568532
1202,5,1,0,12,35,1225,1,2159.141,0,0,0,0,1,7.677466
1203,1,1,0,12,58,3364,0,1537.315,1,0,0,0,0,7.337793
1203,2,1,0,12,58,3364,0,909.4374,0,1,0,0,0,6.812826
1203,3,1,0,12,58,3364,0,1088.346,0,0,1,0,0,6.992414
1203,4,1,0,12,58,3364,0,1573.061,0,0,0,1,0,7.360779
1203,5,1,0,12,58,3364,0,2549.903,0,0,0,0,1,7.843811
1204,1,0,0,18,40,1600,2,2400.848,1,0,0,0,0,7.783577
1204,2,0,0,18,40,1600,2,2514.392,0,1,0,0,0,7.829786
1204,3,0,0,18,40,1600,2,1223.784,0,0,1,0,0,7.109703
1204,4,0,0,18,40,1600,2,2423.963,0,0,0,1,0,7.793159
1204,5,0,0,18,40,1600,2,3363.605,0,0,0,0,1,8.120769
1205,1,0,0,15,55,3025,0,5374.01,1,0,0,0,0,8.58933
1205,2,0,0,15,55,3025,0,5859.65,0,1,0,0,0,8.675845
1205,3,0,0,15,55,3025,0,7023.417,0,0,1,0,0,8.857005
1205,4,0,0,15,55,3025,0,6863.684,0,0,0,1,0,8.834
1205,5,0,0,15,55,3025,0,7367.423,0,0,0,0,1,8.904823
1206,1,0,0,10,40,1600,1,1678.168,1,0,0,0,0,7.425458
1206,2,0,0,10,40,1600,1,1803.036,0,1,0,0,0,7.497227
1206,3,1,0,10,40,1600,1,2127.424,0,0,1,0,0,7.662667
1206,4,1,0,10,40,1600,1,1240.099,0,0,0,1,0,7.122946
1206,5,1,0,10,40,1600,1,1669.308,0,0,0,0,1,7.420165
1207,1,1,0,12,33,1089,3,1951.01,1,0,0,0,0,7.576102
1207,2,1,0,12,33,1089,3,1893.227,0,1,0,0,0,7.546038
1207,3,1,0,12,33,1089,3,1983.645,0,0,1,0,0,7.592691
1207,4,1,0,12,33,1089,3,2136.254,0,0,0,1,0,7.666809
1207,5,1,0,12,33,1089,3,1715.677,0,0,0,0,1,7.447563
1208,1,1,0,15,30,900,1,4294.14,1,0,0,0,0,8.365006
1208,2,1,0,15,30,900,1,3158.254,0,1,0,0,0,8.057775
1208,3,1,0,15,30,900,2,2846.242,0,0,1,0,0,7.953755
1208,4,1,0,15,30,900,2,2701.005,0,0,0,1,0,7.901379
1208,5,1,0,15,30,900,2,2870.425,0,0,0,0,1,7.962215
1209,1,0,0,16,36,1296,3,5182.053,1,0,0,0,0,8.552957
1209,2,0,0,16,36,1296,3,3024.513,0,1,0,0,0,8.014505
1209,3,0,0,16,36,1296,3,2615.958,0,0,1,0,0,7.869386
1209,4,0,0,16,36,1296,3,2914.571,0,0,0,1,0,7.977478
1209,5,0,0,16,36,1296,3,3050.308,0,0,0,0,1,8.022998
1210,1,1,0,14,36,1296,0,3590.66,1,0,0,0,0,8.186091
1210,2,1,0,14,36,1296,0,8429.748,0,1,0,0,0,9.039522
1210,3,1,0,14,36,1296,0,8207.409,0,0,1,0,0,9.012793
1210,4,1,0,14,36,1296,0,4356.99,0,0,0,1,0,8.379537
1210,5,1,0,14,36,1296,0,2601.47,0,0,0,0,1,7.863832
1211,1,1,1,16,48,2304,2,3554.752,1,0,0,0,0,8.176041
1211,2,1,1,16,48,2304,2,3158.248,0,1,0,0,0,8.057773
1211,3,1,1,16,48,2304,2,4182.499,0,0,1,0,0,8.338664
1211,4,1,1,16,48,2304,2,3614.642,0,0,0,1,0,8.192748
1211,5,1,1,16,48,2304,2,4026.061,0,0,0,0,1,8.300544
1212,1,0,0,7,46,2116,0,3143.095,1,0,0,0,0,8.052963
1212,2,0,0,7,46,2116,0,3112.393,0,1,0,0,0,8.043147
1212,3,0,0,7,46,2116,0,3120.486,0,0,1,0,0,8.045744
1212,4,0,0,7,46,2116,0,3726.887,0,0,0,1,0,8.223329
1212,5,0,0,7,46,2116,0,3926.756,0,0,0,0,1,8.275569
1213,1,0,0,12,25,625,0,1885.096,1,0,0,0,0,7.541734
1213,2,0,0,12,25,625,0,2023.394,0,1,0,0,0,7.612532
1213,3,0,0,12,25,625,0,1971.977,0,0,1,0,0,7.586792
1213,4,0,0,12,25,625,0,1954.449,0,0,0,1,0,7.577864
1213,5,0,0,12,25,625,0,1937.229,0,0,0,0,1,7.569014
1214,1,1,0,12,48,2304,0,2235.031,1,0,0,0,0,7.71201
1214,2,1,0,12,48,2304,0,2859.311,0,1,0,0,0,7.958336
1214,3,1,0,12,48,2304,0,2321.683,0,0,1,0,0,7.750048
1214,4,1,0,12,48,2304,0,2956.942,0,0,0,1,0,7.991911
1214,5,1,0,12,48,2304,0,2475.024,0,0,0,0,1,7.814005
1215,1,1,1,14,37,1369,2,2773.801,1,0,0,0,0,7.927974
1215,2,1,1,14,37,1369,2,2842.399,0,1,0,0,0,7.952404
1215,3,1,1,14,37,1369,2,2715.819,0,0,1,0,0,7.906849
1215,4,1,1,14,37,1369,2,2743.924,0,0,0,1,0,7.917144
1215,5,1,1,14,37,1369,2,2851.615,0,0,0,0,1,7.955641
1216,1,1,0,14,44,1936,2,4154.064,1,0,0,0,0,8.331842
1216,2,1,0,14,44,1936,2,3153.989,0,1,0,0,0,8.056423
1216,3,1,0,14,44,1936,2,5089.044,0,0,1,0,0,8.534845
1216,4,1,0,14,44,1936,2,1214.057,0,0,0,1,0,7.101723
1216,5,1,0,14,44,1936,0,2137.069,0,0,0,0,1,7.667191
1217,1,0,0,12,22,484,2,1441.529,1,0,0,0,0,7.273459
1217,2,0,0,12,22,484,2,1508.232,0,1,0,0,0,7.318693
1217,3,0,0,12,22,484,2,1466.582,0,0,1,0,0,7.290689
1217,4,0,0,12,22,484,2,1465.285,0,0,0,1,0,7.289805
1217,5,0,0,12,22,484,2,1614.53,0,0,0,0,1,7.386799
1218,1,1,0,16,38,1444,1,2928.953,1,0,0,0,0,7.9824
1218,2,1,0,16,38,1444,1,2407.633,0,1,0,0,0,7.786399
1218,3,1,0,16,38,1444,1,2304.733,0,0,1,0,0,7.74272
1218,4,1,0,16,38,1444,1,2476.116,0,0,0,1,0,7.814446
1218,5,1,0,16,38,1444,1,2428.939,0,0,0,0,1,7.79521
1219,1,1,0,18,47,2209,2,2614,1,0,0,0,0,7.868637
1219,2,1,0,18,47,2209,2,3688.579,0,1,0,0,0,8.212996
1219,3,1,0,18,47,2209,2,2447.566,0,0,1,0,0,7.802849
1219,4,1,0,18,47,2209,2,2775.436,0,0,0,1,0,7.928563
1219,5,1,0,18,47,2209,2,3844.117,0,0,0,0,1,8.254299
1220,1,1,0,12,38,1444,2,2993.593,1,0,0,0,0,8.00423
1220,2,1,0,12,38,1444,2,2621.042,0,1,0,0,0,7.871327
1220,3,1,0,12,38,1444,2,2880.783,0,0,1,0,0,7.965817
1220,4,1,0,12,38,1444,2,2842.579,0,0,0,1,0,7.952467
1220,5,1,0,12,38,1444,2,2503.48,0,0,0,0,1,7.825437
1221,1,0,1,15,36,1296,4,2384.488,1,0,0,0,0,7.77674
1221,2,0,1,15,36,1296,4,2405.521,0,1,0,0,0,7.785522
1221,3,1,1,15,36,1296,4,2730.732,0,0,1,0,0,7.912325
1221,4,1,1,15,36,1296,4,2323.556,0,0,0,1,0,7.750854
1221,5,1,1,15,36,1296,4,2803.285,0,0,0,0,1,7.938547
1222,1,1,0,16,25,625,0,1828.014,1,0,0,0,0,7.510985
