x,z,w,y,x_5,zx_5,wx_5
2.836418,0,0,2.179293,-2.163582,0,0
2.841421,0,0,2.642543,-2.158579,0,0
2.846423,0,0,1.784847,-2.153577,0,0
2.851426,0,0,2.494406,-2.148574,0,0
2.856428,0,0,1.599085,-2.143572,0,0
2.861431,0,1,3.292959,-2.138569,0,-2.138569
2.866433,0,0,.932901,-2.133567,0,0
2.871436,0,1,4.556756,-2.128564,0,-2.128564
2.876438,0,0,.4598502,-2.123562,0,0
2.881441,0,0,2.500712,-2.118559,0,0
2.886443,0,0,2.189313,-2.113557,0,0
2.891446,0,0,1.604083,-2.108554,0,0
2.896448,0,1,4.781336,-2.103552,0,-2.103552
2.901451,0,0,2.420918,-2.098549,0,0
2.906453,0,1,3.313982,-2.093547,0,-2.093547
2.911456,0,0,1.734098,-2.088544,0,0
2.916458,0,1,3.690894,-2.083542,0,-2.083542
2.921461,0,1,4.306119,-2.078539,0,-2.078539
2.926463,0,0,1.011478,-2.073537,0,0
2.931466,0,1,2.512851,-2.068534,0,-2.068534
2.936468,0,0,1.999354,-2.063532,0,0
2.941471,0,0,1.17753,-2.058529,0,0
2.946473,0,0,1.262674,-2.053527,0,0
2.951476,0,0,1.791474,-2.048524,0,0
2.956478,0,1,3.330248,-2.043522,0,-2.043522
2.961481,0,0,2.880643,-2.038519,0,0
2.966483,0,0,1.124112,-2.033517,0,0
2.971486,0,0,1.038967,-2.028514,0,0
2.976488,0,0,1.460981,-2.023512,0,0
2.981491,0,0,1.057857,-2.018509,0,0
2.986493,0,1,5.200868,-2.013507,0,-2.013507
2.991496,0,0,2.910422,-2.008504,0,0
2.996498,0,0,1.062037,-2.003502,0,0
3.001501,0,1,4.027533,-1.998499,0,-1.998499
3.006503,0,1,3.912995,-1.993497,0,-1.993497
3.011506,0,0,2.187331,-1.988494,0,0
3.016508,0,1,4.035598,-1.983492,0,-1.983492
3.021511,0,0,1.299027,-1.978489,0,0
3.026513,0,0,.9241714,-1.973487,0,0
3.031516,0,0,1.59432,-1.968484,0,0
3.036518,0,0,1.233852,-1.963482,0,0
3.041521,0,0,2.567927,-1.958479,0,0
3.046523,0,1,4.030572,-1.953477,0,-1.953477
3.051526,0,0,2.01398,-1.948474,0,0
3.056528,0,1,4.454889,-1.943472,0,-1.943472
3.061531,0,1,3.216173,-1.938469,0,-1.938469
3.066533,0,0,2.690376,-1.933467,0,0
3.071536,0,0,1.633081,-1.928464,0,0
3.076538,0,0,.9622342,-1.923462,0,0
3.081541,0,0,1.891514,-1.918459,0,0
3.086543,0,1,3.567319,-1.913457,0,-1.913457
3.091546,0,1,3.408615,-1.908454,0,-1.908454
3.096548,0,0,2.416366,-1.903452,0,0
3.101551,0,0,1.589561,-1.898449,0,0
3.106553,0,0,2.268273,-1.893447,0,0
3.111556,0,0,2.998079,-1.888444,0,0
3.116558,0,0,1.411301,-1.883442,0,0
3.121561,0,0,1.054101,-1.878439,0,0
3.126563,0,0,1.904432,-1.873437,0,0
3.131566,0,0,2.051538,-1.868434,0,0
3.136568,0,0,2.430197,-1.863432,0,0
3.141571,0,0,2.523787,-1.858429,0,0
3.146573,0,1,3.939959,-1.853427,0,-1.853427
3.151576,0,1,3.766804,-1.848424,0,-1.848424
3.156578,0,0,1.394195,-1.843422,0,0
3.161581,0,0,1.704924,-1.838419,0,0
3.166583,0,1,3.427021,-1.833417,0,-1.833417
3.171586,0,1,3.287032,-1.828414,0,-1.828414
3.176588,0,1,4.032449,-1.823412,0,-1.823412
3.181591,0,0,1.245934,-1.818409,0,0
3.186593,0,1,4.165544,-1.813407,0,-1.813407
3.191596,0,1,3.157012,-1.808404,0,-1.808404
3.196598,0,1,3.913452,-1.803402,0,-1.803402
3.201601,0,0,2.410718,-1.798399,0,0
3.206603,0,0,1.617829,-1.793397,0,0
3.211606,0,0,2.225027,-1.788394,0,0
3.216608,0,1,3.699098,-1.783392,0,-1.783392
3.221611,0,0,1.262795,-1.778389,0,0
3.226613,0,0,1.394108,-1.773387,0,0
3.231616,0,0,1.103022,-1.768384,0,0
3.236618,0,1,3.000567,-1.763382,0,-1.763382
3.241621,0,0,1.166121,-1.758379,0,0
3.246623,0,0,2.03102,-1.753377,0,0
3.251626,0,0,2.455454,-1.748374,0,0
3.256628,0,1,3.835959,-1.743372,0,-1.743372
3.261631,0,0,1.23173,-1.738369,0,0
3.266633,0,1,2.852061,-1.733367,0,-1.733367
3.271636,0,1,3.247401,-1.728364,0,-1.728364
3.276638,0,0,1.726388,-1.723362,0,0
3.281641,0,1,3.522855,-1.718359,0,-1.718359
3.286643,0,1,4.532445,-1.713357,0,-1.713357
3.291646,0,0,1.817159,-1.708354,0,0
3.296648,0,1,3.535759,-1.703352,0,-1.703352
3.301651,0,0,2.391357,-1.698349,0,0
3.306653,0,1,3.666067,-1.693347,0,-1.693347
3.311656,0,0,1.706586,-1.688344,0,0
3.316658,0,0,2.268714,-1.683342,0,0
3.321661,0,0,2.262676,-1.678339,0,0
3.326663,0,0,2.365669,-1.673337,0,0
3.331666,0,1,3.650721,-1.668334,0,-1.668334
3.336668,0,0,2.355565,-1.663332,0,0
3.341671,0,0,1.988623,-1.658329,0,0
3.346673,0,0,1.761375,-1.653327,0,0
3.351676,0,0,1.52928,-1.648324,0,0
3.356678,0,0,1.075591,-1.643322,0,0
3.361681,0,0,1.693348,-1.638319,0,0
3.366683,0,1,4.087225,-1.633317,0,-1.633317
3.371686,0,0,1.793545,-1.628314,0,0
3.376688,0,0,1.835357,-1.623312,0,0
3.381691,0,0,.9082326,-1.618309,0,0
3.386693,0,0,1.884806,-1.613307,0,0
3.391696,0,0,1.724397,-1.608304,0,0
3.396698,0,1,3.411723,-1.603302,0,-1.603302
3.401701,0,1,4.434707,-1.598299,0,-1.598299
3.406703,0,0,1.265184,-1.593297,0,0
3.411706,0,0,1.804111,-1.588294,0,0
3.416708,0,1,2.568222,-1.583292,0,-1.583292
3.421711,0,1,4.077705,-1.578289,0,-1.578289
3.426713,0,1,4.039901,-1.573287,0,-1.573287
3.431716,0,0,2.130288,-1.568284,0,0
3.436718,0,1,3.045352,-1.563282,0,-1.563282
3.441721,0,0,1.566641,-1.558279,0,0
3.446723,0,0,3.168037,-1.553277,0,0
3.451726,0,0,2.637091,-1.548274,0,0
3.456728,0,0,2.009343,-1.543272,0,0
3.461731,0,0,1.676002,-1.538269,0,0
3.466733,0,1,4.175682,-1.533267,0,-1.533267
3.471736,0,1,3.364868,-1.528264,0,-1.528264
3.476738,0,0,1.429997,-1.523262,0,0
3.481741,0,0,1.648224,-1.518259,0,0
3.486743,0,1,3.329936,-1.513257,0,-1.513257
3.491746,0,0,.707738,-1.508254,0,0
3.496748,0,0,.7080284,-1.503252,0,0
3.501751,0,0,2.844151,-1.498249,0,0
3.506753,0,1,5.086107,-1.493247,0,-1.493247
3.511756,0,0,2.751239,-1.488244,0,0
3.516758,0,1,3.794088,-1.483242,0,-1.483242
3.521761,0,0,1.569375,-1.478239,0,0
3.526763,0,0,2.558772,-1.473237,0,0
3.531766,0,0,2.841631,-1.468234,0,0
3.536768,0,0,2.099977,-1.463232,0,0
3.541771,0,0,1.616896,-1.458229,0,0
3.546773,0,1,5.490275,-1.453227,0,-1.453227
3.551776,0,0,2.136539,-1.448224,0,0
3.556778,0,0,1.145577,-1.443222,0,0
3.561781,0,0,1.811628,-1.438219,0,0
3.566783,0,0,1.394329,-1.433217,0,0
3.571786,0,0,1.939175,-1.428214,0,0
3.576788,0,0,2.448968,-1.423212,0,0
3.581791,0,0,2.078884,-1.418209,0,0
3.586793,0,1,3.238962,-1.413207,0,-1.413207
3.591796,0,1,3.21105,-1.408204,0,-1.408204
3.596798,0,1,3.891883,-1.403202,0,-1.403202
3.601801,0,0,1.460842,-1.398199,0,0
3.606803,0,0,2.413491,-1.393197,0,0
3.611806,0,1,3.419696,-1.388194,0,-1.388194
3.616808,0,1,3.327512,-1.383192,0,-1.383192
3.621811,0,1,2.535078,-1.378189,0,-1.378189
3.626813,0,0,2.726781,-1.373187,0,0
3.631816,0,0,2.525547,-1.368184,0,0
3.636818,0,1,3.69824,-1.363182,0,-1.363182
3.641821,0,1,4.238548,-1.358179,0,-1.358179
3.646823,0,1,2.949476,-1.353177,0,-1.353177
3.651826,0,1,3.874027,-1.348174,0,-1.348174
3.656828,0,0,1.972219,-1.343172,0,0
3.661831,0,0,2.383264,-1.338169,0,0
3.666833,0,1,4.248057,-1.333167,0,-1.333167
3.671836,0,1,4.939227,-1.328164,0,-1.328164
3.676838,0,0,1.079199,-1.323162,0,0
3.681841,0,0,1.096723,-1.318159,0,0
3.686843,0,0,1.646347,-1.313157,0,0
3.691846,0,1,4.747689,-1.308154,0,-1.308154
3.696848,0,1,3.764635,-1.303152,0,-1.303152
3.701851,0,0,1.271154,-1.298149,0,0
3.706853,0,0,1.833848,-1.293147,0,0
3.711856,0,0,2.369262,-1.288144,0,0
3.716858,0,0,1.631721,-1.283142,0,0
3.721861,0,0,1.627575,-1.278139,0,0
3.726863,0,1,3.950587,-1.273137,0,-1.273137
3.731866,0,1,2.982371,-1.268134,0,-1.268134
3.736868,0,0,1.450985,-1.263132,0,0
3.741871,0,0,1.744482,-1.258129,0,0
3.746873,0,1,3.995756,-1.253127,0,-1.253127
3.751876,0,1,4.156098,-1.248124,0,-1.248124
3.756878,0,0,1.331513,-1.243122,0,0
3.761881,0,0,2.624596,-1.238119,0,0
3.766883,0,1,3.362028,-1.233117,0,-1.233117
3.771886,0,0,.8138087,-1.228114,0,0
3.776888,0,0,2.444984,-1.223112,0,0
3.781891,0,0,2.550384,-1.218109,0,0
3.786893,0,0,1.711872,-1.213107,0,0
3.791896,0,1,4.686252,-1.208104,0,-1.208104
3.796898,0,0,1.817305,-1.203102,0,0
3.801901,0,0,1.324154,-1.198099,0,0
3.806903,0,1,5.534062,-1.193097,0,-1.193097
3.811906,0,0,1.670331,-1.188094,0,0
3.816908,0,1,4.705377,-1.183092,0,-1.183092
3.821911,0,1,3.155495,-1.178089,0,-1.178089
3.826913,0,1,4.400418,-1.173087,0,-1.173087
3.831916,0,1,3.307851,-1.168084,0,-1.168084
3.836918,0,0,1.913281,-1.163082,0,0
3.841921,0,0,1.785805,-1.158079,0,0
3.846923,0,0,2.023177,-1.153077,0,0
3.851926,0,1,5.214492,-1.148074,0,-1.148074
3.856928,0,0,2.516606,-1.143072,0,0
3.861931,0,0,2.045739,-1.138069,0,0
3.866934,0,0,1.705225,-1.133066,0,0
3.871936,0,1,3.578823,-1.128064,0,-1.128064
3.876939,0,0,1.040399,-1.123061,0,0
3.881941,0,1,4.120482,-1.118059,0,-1.118059
3.886944,0,0,1.665903,-1.113056,0,0
3.891946,0,0,2.402037,-1.108054,0,0
3.896949,0,0,2.765539,-1.103051,0,0
3.901951,0,1,4.714066,-1.098049,0,-1.098049
3.906954,0,1,4.346153,-1.093046,0,-1.093046
3.911956,0,0,1.709163,-1.088044,0,0
3.916959,0,0,.8626903,-1.083041,0,0
3.921961,0,0,1.889,-1.078039,0,0
3.926964,0,1,2.765354,-1.073036,0,-1.073036
3.931966,0,1,4.346029,-1.068034,0,-1.068034
3.936969,0,0,2.262803,-1.063031,0,0
3.941971,0,0,1.404246,-1.058029,0,0
3.946974,0,1,3.771678,-1.053026,0,-1.053026
3.951976,0,1,3.853494,-1.048024,0,-1.048024
3.956979,0,0,1.44656,-1.043021,0,0
3.961981,0,1,4.089697,-1.038019,0,-1.038019
3.966984,0,0,2.781442,-1.033016,0,0
3.971986,0,1,4.090431,-1.028014,0,-1.028014
3.976989,0,1,3.457607,-1.023011,0,-1.023011
3.981991,0,1,3.380841,-1.018009,0,-1.018009
3.986994,0,0,1.471074,-1.013006,0,0
3.991996,0,0,1.880902,-1.008004,0,0
3.996999,0,0,2.334319,-1.003001,0,0
4.002001,0,0,1.046972,-.9979992,0,0
4.007003,0,1,3.593219,-.9929967,0,-.9929967
4.012006,0,1,3.474969,-.9879942,0,-.9879942
4.017008,0,0,1.755544,-.9829917,0,0
4.022011,0,0,1.8715,-.9779892,0,0
4.027013,0,0,2.459074,-.9729867,0,0
4.032016,0,0,.7774884,-.9679842,0,0
4.037018,0,0,1.936617,-.9629817,0,0
4.042021,0,1,2.994983,-.9579792,0,-.9579792
4.047023,0,0,1.933275,-.9529767,0,0
4.052026,0,0,.1390875,-.9479742,0,0
4.057028,0,0,2.110678,-.9429717,0,0
4.062031,0,0,1.81492,-.9379692,0,0
4.067033,0,1,4.256239,-.9329667,0,-.9329667
4.072036,0,1,3.514413,-.9279642,0,-.9279642
4.077038,0,0,1.734437,-.9229617,0,0
4.082041,0,1,4.084444,-.9179592,0,-.9179592
4.087043,0,0,2.450263,-.9129567,0,0
4.092046,0,1,3.800676,-.9079537,0,-.9079537
4.097049,0,0,2.419583,-.9029512,0,0
4.102051,0,0,1.696754,-.8979487,0,0
4.107054,0,1,3.529683,-.8929462,0,-.8929462
4.112056,0,0,2.176833,-.8879437,0,0
4.117059,0,0,1.287253,-.8829412,0,0
4.122061,0,1,3.26613,-.8779387,0,-.8779387
4.127064,0,0,.8681255,-.8729362,0,0
4.132066,0,1,3.307068,-.8679338,0,-.8679338
4.137069,0,0,2.005919,-.8629313,0,0
4.142071,0,1,3.538884,-.8579288,0,-.8579288
4.147074,0,1,3.460621,-.8529263,0,-.8529263
4.152076,0,1,2.814682,-.8479238,0,-.8479238
4.157079,0,0,1.938781,-.8429213,0,0
4.162081,0,1,3.026909,-.8379188,0,-.8379188
4.167084,0,0,3.021186,-.8329163,0,0
4.172086,0,1,4.670368,-.8279138,0,-.8279138
4.177089,0,1,4.092964,-.8229113,0,-.8229113
4.182091,0,1,4.957095,-.8179088,0,-.8179088
4.187094,0,0,1.855486,-.8129063,0,0
4.192096,0,1,4.358983,-.8079038,0,-.8079038
4.197099,0,1,4.240945,-.8029013,0,-.8029013
4.202101,0,0,2.282052,-.7978988,0,0
4.207104,0,0,2.272116,-.7928963,0,0
4.212106,0,1,3.994076,-.7878938,0,-.7878938
4.217109,0,0,2.713157,-.7828913,0,0
4.222111,0,0,2.56108,-.7778888,0,0
4.227114,0,0,1.435292,-.7728863,0,0
4.232116,0,1,2.977998,-.7678838,0,-.7678838
4.237119,0,0,1.423933,-.7628813,0,0
4.242121,0,0,1.936098,-.7578788,0,0
4.247124,0,1,3.621924,-.7528763,0,-.7528763
4.252126,0,0,3.052431,-.7478738,0,0
4.257129,0,1,4.220798,-.7428713,0,-.7428713
4.262131,0,1,4.4257,-.7378688,0,-.7378688
4.267134,0,1,4.574229,-.7328663,0,-.7328663
4.272136,0,0,2.607239,-.7278638,0,0
4.277139,0,1,3.496241,-.7228613,0,-.7228613
4.282141,0,1,4.463478,-.7178588,0,-.7178588
4.287144,0,1,5.140016,-.7128563,0,-.7128563
4.292146,0,1,4.104537,-.7078538,0,-.7078538
4.297149,0,0,1.18879,-.7028513,0,0
4.302151,0,1,4.23198,-.6978488,0,-.6978488
4.307154,0,0,2.418547,-.6928463,0,0
4.312156,0,0,2.256673,-.6878438,0,0
4.317159,0,1,4.100854,-.6828413,0,-.6828413
4.322161,0,0,1.770032,-.6778388,0,0
4.327164,0,1,4.635278,-.6728363,0,-.6728363
4.332166,0,0,3.461991,-.6678338,0,0
4.337169,0,0,2.386655,-.6628313,0,0
4.342171,0,0,2.806046,-.6578288,0,0
4.347174,0,0,1.458962,-.6528263,0,0
4.352176,0,1,2.518989,-.6478238,0,-.6478238
4.357179,0,0,1.477571,-.6428213,0,0
4.362181,0,0,1.237831,-.6378188,0,0
4.367184,0,0,2.930927,-.6328163,0,0
4.372186,0,0,2.268402,-.6278138,0,0
4.377189,0,1,4.067953,-.6228113,0,-.6228113
4.382191,0,1,4.466924,-.6178088,0,-.6178088
4.387194,0,0,2.21879,-.6128063,0,0
4.392196,0,1,3.869301,-.6078038,0,-.6078038
4.397199,0,0,2.698865,-.6028013,0,0
4.402201,0,1,4.006335,-.5977988,0,-.5977988
4.407204,0,1,3.605744,-.5927963,0,-.5927963
4.412206,0,0,2.593214,-.5877938,0,0
4.417209,0,1,4.951897,-.5827913,0,-.5827913
4.422211,0,1,4.711231,-.5777888,0,-.5777888
4.427214,0,0,2.066149,-.5727863,0,0
4.432216,0,0,2.293195,-.5677838,0,0
4.437219,0,0,2.455176,-.5627813,0,0
4.442221,0,1,3.15848,-.5577788,0,-.5577788
4.447224,0,1,4.178684,-.5527763,0,-.5527763
4.452226,0,0,1.813745,-.5477738,0,0
4.457229,0,1,3.263637,-.5427713,0,-.5427713
4.462231,0,0,3.144543,-.5377688,0,0
4.467234,0,0,1.964892,-.5327663,0,0
4.472236,0,1,4.660592,-.5277638,0,-.5277638
4.477239,0,0,3.04762,-.5227613,0,0
4.482241,0,0,2.475687,-.5177588,0,0
4.487244,0,1,5.023131,-.5127563,0,-.5127563
4.492246,0,1,4.14957,-.5077538,0,-.5077538
4.497249,0,0,3.594059,-.5027514,0,0
4.502251,0,0,1.642618,-.4977489,0,0
4.507254,0,1,4.576249,-.4927464,0,-.4927464
4.512256,0,1,5.48529,-.4877439,0,-.4877439
4.517259,0,1,4.055408,-.4827414,0,-.4827414
4.522261,0,0,1.433182,-.4777389,0,0
4.527264,0,0,3.577408,-.4727364,0,0
4.532266,0,1,4.635822,-.4677339,0,-.4677339
4.537269,0,1,4.885888,-.4627314,0,-.4627314
4.542271,0,1,4.915791,-.4577289,0,-.4577289
4.547274,0,0,1.421871,-.4527264,0,0
4.552276,0,0,1.964031,-.4477239,0,0
4.557279,0,0,3.337399,-.4427214,0,0
4.562281,0,0,2.625237,-.4377189,0,0
4.567284,0,1,4.2956,-.4327164,0,-.4327164
4.572286,0,1,3.639745,-.4277139,0,-.4277139
4.577289,0,0,1.009875,-.4227114,0,0
4.582291,0,0,2.738203,-.4177089,0,0
4.587294,0,0,3.1667,-.4127064,0,0
4.592296,0,1,4.778583,-.4077039,0,-.4077039
4.597299,0,0,1.277481,-.4027014,0,0
4.602301,0,1,4.102019,-.3976989,0,-.3976989
4.607304,0,0,3.204932,-.3926964,0,0
4.612306,0,1,4.24877,-.3876939,0,-.3876939
4.617309,0,0,2.7413,-.3826914,0,0
4.622311,0,1,4.020453,-.3776889,0,-.3776889
4.627314,0,1,4.102189,-.3726864,0,-.3726864
4.632316,0,0,1.506118,-.3676839,0,0
4.637319,0,0,2.691134,-.3626814,0,0
4.642321,0,0,2.216961,-.3576789,0,0
4.647324,0,0,3.043684,-.3526764,0,0
4.652326,0,1,3.231012,-.3476739,0,-.3476739
4.657329,0,0,3.120698,-.3426714,0,0
4.662331,0,1,4.767945,-.3376689,0,-.3376689
4.667334,0,1,3.424204,-.3326664,0,-.3326664
4.672336,0,1,4.68433,-.3276639,0,-.3276639
4.677339,0,1,4.675649,-.3226614,0,-.3226614
4.682341,0,0,2.809877,-.3176589,0,0
4.687344,0,1,3.1961,-.3126564,0,-.3126564
4.692346,0,1,4.84295,-.3076539,0,-.3076539
4.697349,0,1,4.66076,-.3026514,0,-.3026514
4.702351,0,1,3.473768,-.2976489,0,-.2976489
4.707354,0,0,1.425497,-.2926464,0,0
4.712356,0,0,2.420181,-.2876439,0,0
4.717359,0,0,3.016235,-.2826414,0,0
4.722361,0,0,3.197646,-.2776389,0,0
4.727364,0,0,1.034325,-.2726364,0,0
4.732366,0,1,5.238545,-.2676339,0,-.2676339
4.737369,0,0,1.339239,-.2626314,0,0
4.742371,0,0,2.136297,-.2576289,0,0
4.747374,0,1,3.88629,-.2526264,0,-.2526264
4.752376,0,0,.9561957,-.2476239,0,0
4.757379,0,1,3.284065,-.2426214,0,-.2426214
4.762381,0,0,2.422327,-.2376189,0,0
4.767384,0,0,2.426645,-.2326164,0,0
4.772386,0,1,5.183371,-.2276139,0,-.2276139
4.777389,0,0,1.509691,-.2226114,0,0
4.782391,0,0,3.49879,-.2176089,0,0
4.787394,0,1,4.25364,-.2126064,0,-.2126064
4.792396,0,1,4.110845,-.2076039,0,-.2076039
4.797399,0,0,2.027712,-.2026014,0,0
4.802401,0,1,3.13899,-.1975989,0,-.1975989
4.807404,0,0,2.663538,-.1925964,0,0
4.812406,0,1,3.784803,-.1875939,0,-.1875939
4.817409,0,1,3.991703,-.1825914,0,-.1825914
4.822411,0,0,3.216848,-.1775889,0,0
4.827414,0,1,3.384414,-.1725864,0,-.1725864
4.832416,0,0,2.369286,-.1675839,0,0
4.837419,0,1,3.84806,-.1625814,0,-.1625814
4.842421,0,1,4.497065,-.1575789,0,-.1575789
4.847424,0,1,5.352227,-.1525764,0,-.1525764
4.852426,0,1,4.75883,-.1475739,0,-.1475739
4.857429,0,0,2.893561,-.1425714,0,0
4.862431,0,0,1.863503,-.137569,0,0
4.867434,0,0,2.080127,-.1325665,0,0
4.872436,0,0,2.48652,-.127564,0,0
4.877439,0,1,4.339263,-.1225615,0,-.1225615
4.882441,0,0,3.383731,-.117559,0,0
4.887444,0,0,2.73295,-.1125565,0,0
4.892446,0,1,2.699946,-.107554,0,-.107554
4.897449,0,0,2.004318,-.1025515,0,0
4.902451,0,0,1.733553,-.097549,0,0
4.907454,0,0,1.890501,-.0925465,0,0
4.912456,0,0,1.956564,-.087544,0,0
4.917459,0,0,2.174996,-.0825415,0,0
4.922461,0,1,4.076551,-.077539,0,-.077539
4.927464,0,1,3.827891,-.0725365,0,-.0725365
4.932466,0,0,3.141749,-.067534,0,0
4.937469,0,1,4.376979,-.0625315,0,-.0625315
4.942471,0,1,5.385276,-.057529,0,-.057529
4.947474,0,1,3.916121,-.0525265,0,-.0525265
4.952476,0,0,1.923735,-.047524,0,0
4.957479,0,0,1.158442,-.0425215,0,0
4.962481,0,1,4.942369,-.037519,0,-.037519
4.967484,0,1,3.819136,-.0325165,0,-.0325165
4.972486,0,1,4.307403,-.027514,0,-.027514
4.977489,0,1,4.162219,-.0225115,0,-.0225115
4.982491,0,0,2.386717,-.017509,0,0
4.987494,0,1,4.213467,-.0125065,0,-.0125065
4.992496,0,0,2.219324,-.007504,0,0
4.997499,0,0,3.31619,-.0025015,0,0
5.002501,1,0,2.147082,.0025015,.0025015,0
5.007504,1,1,3.646937,.007504,.007504,.007504
5.012506,1,1,4.458004,.0125065,.0125065,.0125065
5.017509,1,1,2.678443,.017509,.017509,.017509
5.022511,1,1,5.327831,.0225115,.0225115,.0225115
5.027514,1,1,4.055934,.027514,.027514,.027514
5.032516,1,1,4.457635,.0325165,.0325165,.0325165
5.037519,1,1,4.842276,.037519,.037519,.037519
5.042521,1,1,3.828456,.0425215,.0425215,.0425215
5.047524,1,1,4.372899,.047524,.047524,.047524
5.052526,1,1,4.710669,.0525265,.0525265,.0525265
5.057529,1,1,4.402157,.057529,.057529,.057529
5.062531,1,0,2.243682,.0625315,.0625315,0
5.067534,1,1,4.219878,.067534,.067534,.067534
5.072536,1,1,3.974474,.0725365,.0725365,.0725365
5.077539,1,1,4.282074,.077539,.077539,.077539
5.082541,1,1,5.438328,.0825415,.0825415,.0825415
5.087544,1,1,4.04618,.087544,.087544,.087544
5.092546,1,0,1.774845,.0925465,.0925465,0
5.097549,1,1,3.256041,.097549,.097549,.097549
5.102551,1,1,4.246937,.1025515,.1025515,.1025515
5.107554,1,1,5.088286,.107554,.107554,.107554
5.112556,1,1,3.783448,.1125565,.1125565,.1125565
5.117559,1,1,3.967818,.117559,.117559,.117559
5.122561,1,0,2.645479,.1225615,.1225615,0
5.127564,1,0,2.685692,.127564,.127564,0
5.132566,1,1,3.322607,.1325665,.1325665,.1325665
5.137569,1,1,4.197876,.137569,.137569,.137569
5.142571,1,1,4.502948,.1425714,.1425714,.1425714
5.147574,1,1,4.63478,.1475739,.1475739,.1475739
5.152576,1,0,2.066782,.1525764,.1525764,0
5.157579,1,0,2.625891,.1575789,.1575789,0
5.162581,1,1,3.590738,.1625814,.1625814,.1625814
5.167584,1,1,4.948365,.1675839,.1675839,.1675839
5.172586,1,0,1.812111,.1725864,.1725864,0
5.177589,1,1,5.67928,.1775889,.1775889,.1775889
5.182591,1,1,5.09855,.1825914,.1825914,.1825914
5.187594,1,1,4.705951,.1875939,.1875939,.1875939
5.192596,1,1,4.703293,.1925964,.1925964,.1925964
5.197599,1,1,4.679807,.1975989,.1975989,.1975989
5.202601,1,0,1.96855,.2026014,.2026014,0
5.207604,1,1,3.731481,.2076039,.2076039,.2076039
5.212606,1,1,4.170775,.2126064,.2126064,.2126064
5.217609,1,1,4.649715,.2176089,.2176089,.2176089
5.222611,1,1,5.033185,.2226114,.2226114,.2226114
5.227614,1,0,2.881809,.2276139,.2276139,0
5.232616,1,1,4.522748,.2326164,.2326164,.2326164
5.237619,1,1,5.434804,.2376189,.2376189,.2376189
5.242621,1,1,4.890621,.2426214,.2426214,.2426214
5.247624,1,1,4.101573,.2476239,.2476239,.2476239
5.252626,1,1,5.185177,.2526264,.2526264,.2526264
5.257629,1,1,4.465017,.2576289,.2576289,.2576289
5.262631,1,0,1.932896,.2626314,.2626314,0
5.267634,1,1,4.01353,.2676339,.2676339,.2676339
5.272636,1,1,4.132243,.2726364,.2726364,.2726364
5.277639,1,1,4.940429,.2776389,.2776389,.2776389
5.282641,1,1,5.161064,.2826414,.2826414,.2826414
5.287644,1,1,4.354682,.2876439,.2876439,.2876439
5.292646,1,1,5.327827,.2926464,.2926464,.2926464
5.297649,1,1,4.239202,.2976489,.2976489,.2976489
5.302651,1,1,5.035663,.3026514,.3026514,.3026514
5.307654,1,1,4.512089,.3076539,.3076539,.3076539
5.312656,1,1,4.269947,.3126564,.3126564,.3126564
5.317659,1,1,4.385947,.3176589,.3176589,.3176589
5.322661,1,1,4.254458,.3226614,.3226614,.3226614
5.327664,1,0,2.068635,.3276639,.3276639,0
5.332666,1,1,4.86554,.3326664,.3326664,.3326664
5.337669,1,1,3.764687,.3376689,.3376689,.3376689
5.342671,1,0,2.24965,.3426714,.3426714,0
5.347674,1,0,2.541179,.3476739,.3476739,0
5.352676,1,1,3.923694,.3526764,.3526764,.3526764
5.357679,1,1,3.00869,.3576789,.3576789,.3576789
5.362681,1,1,4.4349,.3626814,.3626814,.3626814
5.367684,1,1,3.600783,.3676839,.3676839,.3676839
5.372686,1,1,3.997282,.3726864,.3726864,.3726864
5.377689,1,1,4.683443,.3776889,.3776889,.3776889
5.382691,1,0,.7309514,.3826914,.3826914,0
5.387694,1,1,3.180813,.3876939,.3876939,.3876939
5.392696,1,1,4.30522,.3926964,.3926964,.3926964
5.397699,1,1,5.521426,.3976989,.3976989,.3976989
5.402701,1,1,4.290281,.4027014,.4027014,.4027014
5.407704,1,0,2.239548,.4077039,.4077039,0
5.412706,1,0,2.838063,.4127064,.4127064,0
5.417709,1,0,2.730829,.4177089,.4177089,0
5.422711,1,1,5.044034,.4227114,.4227114,.4227114
5.427714,1,1,4.605266,.4277139,.4277139,.4277139
5.432716,1,0,1.617274,.4327164,.4327164,0
5.437719,1,1,4.339419,.4377189,.4377189,.4377189
5.442721,1,1,3.293239,.4427214,.4427214,.4427214
5.447724,1,1,3.746277,.4477239,.4477239,.4477239
5.452726,1,0,2.404103,.4527264,.4527264,0
5.457729,1,1,4.40793,.4577289,.4577289,.4577289
5.462731,1,1,5.279874,.4627314,.4627314,.4627314
5.467734,1,0,2.431065,.4677339,.4677339,0
5.472736,1,0,1.478362,.4727364,.4727364,0
5.477739,1,1,5.296571,.4777389,.4777389,.4777389
5.482741,1,1,4.680502,.4827414,.4827414,.4827414
5.487744,1,0,1.909615,.4877439,.4877439,0
5.492746,1,1,4.214314,.4927464,.4927464,.4927464
5.497749,1,1,3.897853,.4977489,.4977489,.4977489
5.502751,1,1,3.11364,.5027514,.5027514,.5027514
5.507754,1,1,4.204867,.5077538,.5077538,.5077538
5.512756,1,1,4.663765,.5127563,.5127563,.5127563
