respond,gift,resplast,weekslast,propresp,mailsyear,giftlast,avggift,lgift,lavggift
0,0,0,77.14286,.555556,2.25,10,10,,2.302585
1,10,0,51.28571,.5,2,10,10,2.302585,2.302585
1,10,0,51.28571,.5,2,10,10,2.302585,2.302585
0,0,1,13.14286,.5,2,10,12.5,,2.525729
0,0,0,65.42857,.222222,2.25,25,25,,3.218876
1,10,0,26.14286,.5,2,10,10,2.302585,2.302585
0,0,0,195,.222222,2.25,25,25,,3.218876
1,10,0,51.28571,.333333,2.25,10,10,2.302585,2.302585
1,10,0,103.8571,.375,2,10,10,2.302585,2.302585
0,0,0,65.42857,.444444,2.25,15,12.5,,2.525729
0,0,0,143,.222222,2.25,25,25,,3.218876
1,10,0,26.14286,.444444,2.25,10,10,2.302585,2.302585
0,0,0,65.42857,.333333,2.25,25,16.66667,,2.813411
1,10,0,103.8571,.5,2,10,10,2.302585,2.302585
0,0,0,129.1429,.111111,2.25,50,50,,3.912023
0,0,0,51.28571,.25,2,25,25,,3.218876
0,0,0,26.14286,.5,2,10,10,,2.302585
0,0,0,51.28571,.444444,2.25,15,13.75,,2.621039
1,10,0,51.28571,.5,2,10,10,2.302585,2.302585
0,0,0,65.42857,.555556,2.25,10,10,,2.302585
1,10,0,51.28571,.444444,2.25,10,10,2.302585,2.302585
1,15,0,51.28571,.375,2,15,13.33333,2.70805,2.590267
0,0,0,103.8571,.375,2,10,13.33333,,2.590267
1,10,0,26.14286,.555556,2.25,10,9,2.302585,2.197225
1,15,0,168.4286,.25,2,10,12.5,2.70805,2.525729
1,10,0,26.14286,.75,2,10,7,2.302585,1.94591
1,10,0,77.14286,.5,2,10,10,2.302585,2.302585
0,0,0,51.28571,.5,2,10,10,,2.302585
0,0,0,51.28571,.5,2,10,10,,2.302585
1,20,0,103.8571,.222222,2.25,20,15,2.995732,2.70805
0,0,0,39.28571,.625,2,10,10,,2.302585
0,0,0,143,.222222,2.25,25,25,,3.218876
1,10,0,77.14286,.444444,2.25,10,10,2.302585,2.302585
0,0,0,77.14286,.555556,2.25,10,10,,2.302585
0,0,1,13.14286,.333333,2.25,25,18.33333,,2.908721
0,0,1,13.14286,.5,2,10,10,,2.302585
0,0,0,51.28571,.333333,2.25,10,8.333333,,2.120264
0,0,0,51.28571,.333333,2.25,10,10,,2.302585
0,0,0,26.14286,.333333,2.25,10,10,,2.302585
1,10,0,103.8571,.222222,2.25,10,10,2.302585,2.302585
0,0,0,51.28571,.333333,2.25,10,10,,2.302585
0,0,0,51.28571,.333333,2.25,10,10,,2.302585
1,10,0,143,.222222,2.25,10,10,2.302585,2.302585
0,0,0,26.14286,.75,2,5,5,,1.609438
0,0,0,129.1429,.333333,2.25,10,10,,2.302585
0,0,0,65.42857,.333333,2.25,10,10,,2.302585
0,0,0,120.1429,.222222,2.25,15,15,,2.70805
0,0,0,65.42857,.333333,2.25,10,10,,2.302585
0,0,0,129.1429,.333333,2.25,10,10,,2.302585
0,0,0,51.28571,.444444,2.25,10,7.5,,2.014903
1,10,0,103.8571,.25,2,10,10,2.302585,2.302585
0,0,0,103.8571,.333333,2.25,10,10,,2.302585
0,0,0,143,.25,2,10,10,,2.302585
0,0,0,129.1429,.222222,2.25,15,15,,2.70805
0,0,0,51.28571,.333333,2.25,10,10,,2.302585
0,0,0,103.8571,.333333,2.25,10,10,,2.302585
0,0,0,168.4286,.222222,2.25,15,15,,2.70805
0,0,0,26.14286,.375,2,10,10,,2.302585
0,0,0,77.14286,.333333,2.25,10,10,,2.302585
0,0,0,103.8571,.333333,2.25,10,10,,2.302585
1,10,1,13.14286,.25,2,10,10,2.302585,2.302585
0,0,1,13.14286,.375,2,10,10,,2.302585
0,0,1,13.14286,.375,2,10,10,,2.302585
0,0,0,103.8571,.333333,2.25,10,10,,2.302585
0,0,0,103.8571,.333333,2.25,10,10,,2.302585
1,10,0,129.1429,.222222,2.25,10,10,2.302585,2.302585
0,0,0,51.28571,.555556,2.25,5,6,,1.791759
0,0,0,65.42857,.333333,2.25,10,10,,2.302585
0,0,0,65.42857,.333333,2.25,10,10,,2.302585
0,0,0,143,.333333,2.25,10,10,,2.302585
0,0,0,103.8571,.333333,2.25,10,10,,2.302585
0,0,0,26.14286,.333333,2.25,10,10,,2.302585
0,0,0,65.42857,.333333,2.25,10,10,,2.302585
0,0,0,26.14286,.25,2,10,15,,2.70805
1,10,1,13.14286,.625,2,10,10,2.302585,2.302585
0,0,0,103.8571,.222222,2.25,10,12.5,,2.525729
0,0,0,103.8571,.111111,2.25,25,25,,3.218876
0,0,0,129.1429,.333333,2.25,5,8.333333,,2.120264
0,0,0,51.28571,.333333,2.25,10,8.333333,,2.120264
1,5,0,26.14286,.444444,2.25,5,5,1.609438,1.609438
0,0,0,26.14286,.444444,2.25,10,6.25,,1.832582
0,0,0,103.8571,.222222,2.25,10,12.5,,2.525729
0,0,0,129.1429,.111111,2.25,25,25,,3.218876
0,0,0,143,.333333,2.25,10,10,,2.302585
0,0,0,143,.333333,2.25,10,8.333333,,2.120264
0,0,0,26.14286,.625,2,5,5,,1.609438
1,5,0,26.14286,.444444,2.25,5,5,1.609438,1.609438
1,5,1,13.14286,.444444,2.25,5,5,1.609438,1.609438
0,0,0,103.8571,.111111,2.25,25,25,,3.218876
0,0,0,120.1429,.111111,2.25,25,25,,3.218876
0,0,0,103.8571,.111111,2.25,25,25,,3.218876
0,0,0,129.1429,.222222,2.25,10,12.5,,2.525729
1,10,0,129.1429,.222222,2.25,10,7.5,2.302585,2.014903
0,0,0,143,.333333,2.25,10,10,,2.302585
1,2,1,13.14286,.875,2,2,3.5,.6931472,1.252763
0,0,0,26.14286,.5,2,7,7,,1.94591
0,0,0,143,.333333,2.25,10,10,,2.302585
0,0,0,143,.333333,2.25,10,10,,2.302585
1,5,0,26.14286,.555556,2.25,5,5,1.609438,1.609438
0,0,0,143,.333333,2.25,10,10,,2.302585
0,0,1,13.14286,.666667,2.25,5,5,,1.609438
0,0,0,51.28571,.333333,2.25,10,10,,2.302585
0,0,0,51.28571,.333333,2.25,10,8.333333,,2.120264
0,0,0,51.28571,.444444,2.25,7,7,,1.94591
0,0,0,26.14286,.625,2,5,5,,1.609438
0,0,0,65.42857,.444444,2.25,10,6.75,,1.909543
1,5,0,51.28571,.555556,2.25,5,4.4,1.609438,1.481605
0,0,1,13.14286,.5,2,5,6.25,,1.832582
0,0,0,51.28571,.222222,2.25,10,12.5,,2.525729
0,0,0,103.8571,.222222,2.25,15,12.5,,2.525729
0,0,0,103.8571,.444444,2.25,5,7.5,,2.014903
1,5,1,13.14286,.555556,2.25,5,5,1.609438,1.609438
0,0,0,26.14286,.5,2,10,10,,2.302585
0,0,0,65.42857,.333333,2.25,10,10,,2.302585
0,0,0,26.14286,.777778,2.25,5,5,,1.609438
0,0,0,143,.222222,2.25,10,17.5,,2.862201
0,0,0,51.28571,.25,2,15,12.5,,2.525729
1,10,0,51.28571,.444444,2.25,7,7.25,2.302585,1.981001
0,0,0,103.8571,.555556,2.25,7,7.599998,,2.028148
0,0,1,13.14286,.5,2,7,9.25,,2.224623
1,10,0,51.28571,.555556,2.25,5,5.4,2.302585,1.686399
0,0,1,13.14286,.875,2,2,4.833333,,1.575536
1,10,0,26.14286,.375,2,10,8.333333,2.302585,2.120264
0,0,1,13.14286,.444444,2.25,10,8.75,,2.169054
1,5,1,39.28571,.777778,2.25,5,5,1.609438,1.609438
0,0,0,143,.222222,2.25,25,17.5,,2.862201
0,0,0,77.14286,.3,2.5,10,11.66667,,2.456736
0,0,1,13.14286,.375,2,10,11.66667,,2.456736
0,0,0,120.1429,.333333,2.25,10,11.66667,,2.456736
0,0,0,103.8571,.222222,2.25,15,17.5,,2.862201
1,10,0,51.28571,.375,2,10,10,2.302585,2.302585
0,0,0,51.28571,.444444,2.25,10,10,,2.302585
0,0,0,129.1429,.111111,2.25,25,25,,3.218876
0,0,0,77.14286,.5,2,10,10,,2.302585
1,10,0,77.14286,.333333,2.25,10,10,2.302585,2.302585
1,10,0,26.14286,.333333,2.25,10,8.333333,2.302585,2.120264
0,0,1,13.14286,.5,2,10,10,,2.302585
1,5,1,13.14286,.875,2,5,5,1.609438,1.609438
0,0,0,51.28571,.444444,2.25,10,10,,2.302585
0,0,0,129.1429,.333333,2.25,10,13.33333,,2.590267
1,10,0,65.42857,.375,2,10,10,2.302585,2.302585
1,10,0,51.28571,.375,2,10,10,2.302585,2.302585
0,0,0,26.14286,.25,2,25,20,,2.995732
1,10,1,13.14286,.333333,2.25,10,10,2.302585,2.302585
1,10,0,51.28571,.375,2,10,10,2.302585,2.302585
1,10,0,51.28571,.375,2,10,10,2.302585,2.302585
1,10,0,65.42857,.375,2,10,10,2.302585,2.302585
1,10,0,129.1429,.333333,2.25,10,10,2.302585,2.302585
1,10,0,77.14286,.333333,2.25,10,10,2.302585,2.302585
0,0,0,103.8571,.333333,2.25,10,11.66667,,2.456736
0,0,0,143,.222222,2.25,10,17.5,,2.862201
0,0,0,51.28571,.555556,2.25,5,6,,1.791759
1,5,0,103.8571,.444444,2.25,5,6.75,1.609438,1.909543
0,0,0,51.28571,.444444,2.25,10,7.5,,2.014903
0,0,1,13.14286,.444444,2.25,10,8.75,,2.169054
0,0,1,13.14286,.5,2,10,8.5,,2.140066
1,3,0,26.14286,.5,2,10,7.5,1.098612,2.014903
1,5,0,51.28571,.555556,2.25,5,5.4,1.609438,1.686399
1,5,1,13.14286,.75,2,3,3.666667,1.609438,1.299283
1,10,1,13.14286,.555556,2.25,5,4.4,2.302585,1.481605
1,10,0,65.42857,.333333,2.25,10,10,2.302585,2.302585
1,5,0,26.14286,.75,2,5,4.333333,1.609438,1.466337
0,0,0,26.14286,.444444,2.25,10,8.75,,2.169054
0,0,0,120.1429,.333333,2.25,10,10,,2.302585
0,0,0,65.42857,.375,2,5,8.333333,,2.120264
0,0,0,103.8571,.222222,2.25,15,15,,2.70805
0,0,0,51.28571,.333333,2.25,10,10,,2.302585
0,0,0,26.14286,.333333,2.25,10,10,,2.302585
0,0,0,103.8571,.222222,2.25,15,17.5,,2.862201
1,10,1,13.14286,.555556,2.25,5,5,2.302585,1.609438
1,10,1,13.14286,.333333,2.25,10,8.333333,2.302585,2.120264
0,0,0,65.42857,.333333,2.25,15,11.66667,,2.456736
0,0,0,26.14286,.75,2,5,5,,1.609438
0,0,0,26.14286,.333333,2.25,10,10,,2.302585
0,0,1,13.14286,.777778,2.25,5,5,,1.609438
0,0,0,143,.222222,2.25,25,17.5,,2.862201
0,0,0,26.14286,.375,2,10,8.333333,,2.120264
0,0,1,13.14286,.25,2,20,17.5,,2.862201
1,15,0,143,.222222,2.25,10,10,2.70805,2.302585
0,0,0,65.42857,.444444,2.25,10,8.75,,2.169054
1,10,0,103.8571,.111111,2.25,25,25,2.302585,3.218876
0,0,0,120.1429,.222222,2.25,10,17.5,,2.862201
1,5,1,13.14286,.666667,2.25,5,5,1.609438,1.609438
0,0,0,51.28571,.333333,2.25,15,11.66667,,2.456736
0,0,0,26.14286,.375,2,15,11.66667,,2.456736
0,0,1,13.14286,.555556,2.25,5,7,,1.94591
0,0,0,129.1429,.333333,2.25,10,11.66667,,2.456736
1,10,1,13.14286,.5,2,10,6.25,2.302585,1.832582
1,5,0,51.28571,.4,2.5,5,5,1.609438,1.609438
0,0,0,26.14286,.5,3.5,20,20.75,,3.032546
0,0,1,13.14286,.3,2.5,10,10,,2.302585
1,25,1,13.14286,.727273,2.75,25,25,3.218876,3.218876
0,0,0,77.14286,.272727,2.75,50,83.33334,,4.422849
1,25,0,39.28571,.833333,3,25,26.5,3.218876,3.277145
0,0,1,13.14286,.5,3,50,45.83333,,3.825011
1,25,1,13.14286,.818182,2.75,25,25,3.218876,3.218876
1,25,0,26.14286,.833333,3,25,24,3.218876,3.178054
1,25,1,13.14286,.818182,2.75,25,23.33333,3.218876,3.149883
1,25,1,13.14286,1,3,25,19.16667,3.218876,2.953173
1,20,1,13.14286,1,2.75,20,18.16667,2.995732,2.899588
1,30,1,13.14286,.727273,2.75,25,25,3.401197,3.218876
1,25,1,13.14286,.909091,2.75,25,25,3.218876,3.218876
1,50,1,26.14286,.909091,2.75,15,20,3.912023,2.995732
0,0,1,13.14286,.363636,2.75,50,62.5,,4.135167
1,25,1,13.14286,.727273,2.75,25,25,3.218876,3.218876
1,25,1,13.14286,.727273,2.75,25,28.16667,3.218876,3.338139
1,25,1,26.14286,.727273,2.75,25,25,3.218876,3.218876
1,25,1,13.14286,.818182,2.75,25,27.75,3.218876,3.323236
1,15,1,13.14286,1,2.75,20,23.66667,2.70805,3.164068
1,100,0,51.28571,.545455,2.75,100,66.66666,4.60517,4.199705
1,25,1,13.14286,1,2.75,20,29.09092,3.218876,3.370426
1,50,0,39.28571,.454545,2.75,50,50,3.912023,3.912023
1,25,1,13.14286,.818182,2.75,25,20.5,3.218876,3.020425
0,0,1,13.14286,.545455,2.75,100,58.33333,,4.066174
1,50,0,26.14286,.545455,2.75,50,50,3.912023,3.912023
1,30,1,13.14286,.818182,2.75,40,33.33333,3.401197,3.506558
0,0,0,39.28571,.363636,2.75,25,93.75,,4.540632
1,50,1,13.14286,.818182,2.75,50,36.11111,3.912023,3.586601
0,0,0,26.14286,.818182,2.75,25,35.5,,3.569533
1,50,1,13.14286,.363636,2.75,50,62.5,3.912023,4.135167
0,0,0,51.28571,.363636,2.75,100,53.75,,3.984344
1,25,1,13.14286,1,2.75,25,25,3.218876,3.218876
1,25,1,13.14286,1,2.75,25,25.5,3.218876,3.238678
1,25,1,13.14286,1,2.75,25,25,3.218876,3.218876
1,25,1,13.14286,1,2.75,25,25,3.218876,3.218876
1,25,0,26.14286,.818182,2.75,25,30,3.218876,3.401197
1,100,0,51.28571,.636364,2.75,15,18.5,4.60517,2.917771
0,0,1,13.14286,.727273,2.75,35,30,,3.401197
1,25,0,39.28571,.5,3,25,25.83333,3.218876,3.251666
0,0,1,26.14286,.909091,2.75,20,17.5,,2.862201
1,25,0,26.14286,.833333,3,10,17,3.218876,2.833213
1,50,0,51.28571,.272727,2.75,50,50,3.912023,3.912023
1,25,0,39.28571,.636364,2.75,25,25,3.218876,3.218876
0,0,0,51.28571,.363636,2.75,50,50,,3.912023
1,25,0,26.14286,.636364,2.75,25,25,3.218876,3.218876
1,30,1,13.14286,.818182,2.75,10,18.83333,3.401197,2.935628
1,15,1,13.14286,1,2.75,15,15,2.70805,2.70805
1,50,1,13.14286,.727273,2.75,50,53.16667,3.912023,3.973432
1,25,1,13.14286,.833333,3,10,17,3.218876,2.833213
0,0,1,13.14286,.636364,2.75,50,28.5,,3.349904
1,25,0,39.28571,.636364,2.75,25,23.5,3.218876,3.157
0,0,0,26.14286,.727273,2.75,25,23.75,,3.167583
1,25,0,26.14286,.454545,2.75,10,27,3.218876,3.295837
1,25,1,13.14286,.818182,2.75,25,15,3.218876,2.70805
1,10,0,143,.181818,2.75,50,75,2.302585,4.317488
0,0,1,13.14286,.636364,2.75,25,25,,3.218876
0,0,1,13.14286,.363636,2.75,50,37.5,,3.624341
1,20,0,26.14286,.727273,2.75,25,24.375,2.995732,3.193558
0,0,1,13.14286,.909091,2.75,25,21.5,,3.068053
0,0,0,65.42857,.583333,3,25,30,,3.401197
1,100,0,51.28571,.363636,2.75,100,100,4.60517,4.60517
1,30,1,13.14286,.545455,2.75,30,28.33333,3.401197,3.344039
1,50,1,13.14286,.363636,2.75,25,31.25,3.912023,3.442019
0,0,1,13.14286,.454545,2.75,25,40,,3.688879
0,0,1,13.14286,.909091,2.75,20,20,,2.995732
1,15,1,13.14286,1,2.75,15,17.75,2.70805,2.876385
1,25,0,39.28571,.545455,2.75,25,25,3.218876,3.218876
0,0,1,13.14286,.545455,2.75,25,30.83333,,3.428596
1,30,0,39.28571,.727273,2.75,10,19.37501,3.401197,2.963984
1,55,0,51.28571,.272727,2.75,50,50,4.007333,3.912023
1,25,0,26.14286,.75,3,25,20,3.218876,2.995732
1,50,0,51.28571,.363636,2.75,50,38.75,3.912023,3.657131
0,0,0,158,.090909,2.75,200,200,,5.298317
0,0,1,13.14286,.727273,2.75,25,25,,3.218876
0,0,1,13.14286,.909091,2.75,25,23,,3.135494
0,0,0,26.14286,.916667,3,50,47.75,,3.865979
1,25,0,51.28571,.333333,3,25,25,3.218876,3.218876
1,100,0,51.28571,.636364,2.75,100,64.25,4.60517,4.162782
1,10,0,39.28571,.666667,3,10,11.83333,2.302585,2.47092
1,25,0,51.28571,.307692,3.25,25,20,3.218876,2.995732
0,0,1,13.14286,.833333,3,10,10,,2.302585
1,10,0,26.14286,.75,3,15,11.11111,2.302585,2.407946
1,20,1,13.14286,.5,3,15,15,2.995732,2.70805
0,0,0,51.28571,.416667,3,20,18,,2.890372
0,0,1,13.14286,.666667,3,10,12.5,,2.525729
1,25,0,51.28571,.416667,3,25,17,3.218876,2.833213
1,20,1,13.14286,.666667,3,10,10,2.995732,2.302585
1,10,0,39.28571,.583333,3,20,12.16667,2.302585,2.4987
0,0,0,26.14286,.833333,3,10,10,,2.302585
1,20,0,51.28571,.333333,3,20,21.25,2.995732,3.056357
0,0,0,26.14286,.583333,3,15,15,,2.70805
0,0,1,13.14286,.583333,3,10,13.5,,2.60269
1,15,0,39.28571,.583333,3,10,12.83333,2.70805,2.552046
0,0,0,120.1429,.25,3,50,33.33333,,3.506558
0,0,1,13.14286,.666667,3,15,13.75,,2.621039
0,0,0,120.1429,.333333,3,25,27.5,,3.314186
1,25,0,51.28571,.545455,2.75,25,25,3.218876,3.218876
1,10,0,26.14286,.75,3,15,10.5,2.302585,2.351375
1,10,1,13.14286,.75,3,10,12.25,2.302585,2.505526
0,0,0,90,.333333,3,25,25,,3.218876
1,10,1,13.14286,.75,3,10,11.66667,2.302585,2.456736
1,25,0,51.28571,.333333,3,25,25,3.218876,3.218876
1,10,0,39.28571,.75,3,10,11.66667,2.302585,2.456736
1,10,0,77.14286,.5,3,10,18.33333,2.302585,2.908721
0,0,0,90,.416667,3,10,24,,3.178054
1,20,0,51.28571,.333333,3,20,23.75,2.995732,3.167583
0,0,1,13.14286,.333333,3,30,30,,3.401197
0,0,0,26.14286,.5,3,20,19.16667,,2.953173
0,0,0,51.28571,.333333,3,35,30,,3.401197
0,0,0,51.28571,.333333,3,25,23.75,,3.167583
1,10,1,13.14286,.666667,3,10,13.16667,2.302585,2.577688
0,0,0,39.28571,.666667,3,10,14.37501,,2.665491
1,10,1,13.14286,.75,3,10,11.66667,2.302585,2.456736
1,10,0,39.28571,.75,3,10,10,2.302585,2.302585
0,0,0,143,.333333,3,25,25,,3.218876
0,0,1,13.14286,.818182,2.75,100,77.75,,4.353498
0,0,0,77.14286,.363636,3.25,20,16.25,,2.788093
0,0,0,51.28571,.333333,3,10,10,,2.302585
1,10,0,26.14286,.454545,2.75,10,11,2.302585,2.397895
0,0,0,103.8571,.25,3,25,25,,3.218876
1,7,0,26.14286,.75,3,5,7.25,1.94591,1.981001
0,0,0,39.28571,.75,3,10,7.75,,2.047693
0,0,0,77.14286,.583333,3,10,10,,2.302585
0,0,1,13.14286,.583333,3,10,10,,2.302585
0,0,0,39.28571,.454545,2.75,25,30,,3.401197
0,0,0,90,.333333,3,10,13.75,,2.621039
0,0,0,51.28571,.416667,3,15,16,,2.772589
1,100,0,26.14286,.818182,2.75,100,100,4.60517,4.60517
1,200,0,51.28571,.454545,2.75,200,140,5.298317,4.941642
0,0,0,65.42857,.545455,2.75,100,141.6667,,4.953477
0,0,1,13.14286,.454545,2.75,10,157.4,,5.05879
0,0,0,158,.090909,2.75,750,750,,6.620073
0,0,0,129.1429,.25,3,25,25,,3.218876
0,0,0,120.1429,.25,3,25,25,,3.218876
0,0,0,51.28571,.333333,3,25,25,,3.218876
0,0,1,13.14286,.666667,3,12,12.375,,2.515678
0,0,0,51.28571,.416667,3,15,16,,2.772589
1,100,1,13.14286,.818182,2.75,50,66.66666,4.60517,4.199705
1,15,0,39.28571,.5,3,15,14.16667,2.70805,2.650892
1,20,0,51.28571,.416667,3,20,16,2.995732,2.772589
0,0,0,90,.333333,3,25,25,,3.218876
0,0,1,13.14286,.416667,3,25,20,,2.995732
0,0,0,51.28571,.333333,3,25,25,,3.218876
0,0,0,65.42857,.5,3,10,14.16667,,2.650892
1,5,1,13.14286,1,3,5,7.083336,1.609438,1.957745
0,0,0,90,.461538,3.25,15,13.33333,,2.590267
1,25,0,65.42857,.25,3,25,21.66667,3.218876,3.075775
0,0,1,13.14286,.666667,3,10,10,,2.302585
1,10,0,51.28571,.5,3,15,13.33333,2.302585,2.590267
1,10,1,13.14286,.916667,3,5,6.833333,2.302585,1.921813
0,0,1,13.14286,.666667,3,10,10.66667,,2.367124
0,0,0,51.28571,.416667,3,20,20,,2.995732
0,0,0,26.14286,.454545,2.75,25,25,,3.218876
0,0,0,26.14286,.545455,2.75,15,15.83333,,2.762117
1,10,0,39.28571,.833333,3,10,11,2.302585,2.397895
1,10,1,13.14286,.909091,2.75,10,10,2.302585,2.302585
0,0,0,65.42857,.454545,2.75,25,25,,3.218876
1,20,1,13.14286,.454545,2.75,20,21,2.995732,3.044523
1,10,1,13.14286,1,2.75,10,9.5,2.302585,2.251292
1,10,1,13.14286,.909091,2.75,10,10,2.302585,2.302585
0,0,0,39.28571,.545455,2.75,25,20,,2.995732
1,10,1,13.14286,.833333,3,10,11,2.302585,2.397895
0,0,0,26.14286,.727273,2.75,10,15,,2.70805
1,10,1,13.14286,.909091,2.75,10,10,2.302585,2.302585
0,0,0,26.14286,.363636,2.75,50,31.25,,3.442019
0,0,0,51.28571,.363636,2.75,25,23.75,,3.167583
0,0,0,39.28571,.454545,2.75,25,24,,3.178054
1,10,1,13.14286,.909091,2.75,10,10,2.302585,2.302585
0,0,0,26.14286,.909091,2.75,10,10,,2.302585
1,10,1,13.14286,1,2.75,10,9.09091,2.302585,2.207275
1,25,0,51.28571,.363636,2.75,25,25,3.218876,3.218876
1,10,1,13.14286,1,2.75,10,9.5,2.302585,2.251292
1,25,0,120.1429,.333333,3,25,25,3.218876,3.218876
0,0,1,13.14286,.454545,2.75,25,25,,3.218876
1,15,1,13.14286,1,2.75,10,10,2.70805,2.302585
1,25,1,13.14286,.636364,2.75,25,13.5,3.218876,2.60269
1,25,0,51.28571,.363636,2.75,25,25,3.218876,3.218876
1,10,1,13.14286,1,2.75,5,9.5,2.302585,2.251292
0,0,0,77.14286,.272727,2.75,50,41.66667,,3.729702
0,0,0,143,.181818,2.75,25,62.5,,4.135167
0,0,0,143,.272727,2.75,50,41.66667,,3.729702
0,0,1,13.14286,.909091,2.75,10,11.5,,2.442347
0,0,0,103.8571,.363636,2.75,25,25,,3.218876
0,0,0,26.14286,.363636,2.75,25,25,,3.218876
0,0,0,51.28571,.333333,3,50,31.25,,3.442019
0,0,0,26.14286,.5,3,20,20.83333,,3.036554
1,50,0,39.28571,.181818,2.75,25,37.5,3.912023,3.624341
0,0,0,103.8571,.416667,3,25,25,,3.218876
1,10,1,13.14286,.833333,3,10,11.5,2.302585,2.442347
1,10,0,26.14286,.833333,3,10,10.6,2.302585,2.360854
1,10,1,13.14286,.909091,2.75,10,10,2.302585,2.302585
1,25,0,51.28571,.333333,3,25,25,3.218876,3.218876
1,10,1,13.14286,.818182,2.75,10,10,2.302585,2.302585
0,0,0,51.28571,.454545,2.75,25,22,,3.091043
1,10,1,13.14286,.818182,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.818182,2.75,10,10,2.302585,2.302585
0,0,0,65.42857,.454545,2.75,25,22,,3.091043
1,10,1,13.14286,.818182,2.75,10,10,2.302585,2.302585
0,0,1,13.14286,.363636,2.75,35,27.5,,3.314186
0,0,1,13.14286,.454545,2.75,20,22,,3.091043
1,20,0,26.14286,.545455,2.75,20,17.5,2.995732,2.862201
0,0,1,13.14286,.909091,2.75,10,10,,2.302585
0,0,1,13.14286,.916667,3,10,10,,2.302585
0,0,1,13.14286,.454545,2.75,25,22,,3.091043
1,10,1,13.14286,1,2.75,10,8.166667,2.302585,2.100061
1,10,1,13.14286,.818182,2.75,10,10,2.302585,2.302585
1,10,0,26.14286,.818182,2.75,10,10,2.302585,2.302585
1,15,0,26.14286,.636364,2.75,15,11.5,2.70805,2.442347
1,10,1,13.14286,.833333,3,10,10,2.302585,2.302585
1,10,1,13.14286,.909091,2.75,5,9.5,2.302585,2.251292
0,0,0,77.14286,.363636,2.75,25,28.75,,3.358638
0,0,1,13.14286,.636364,2.75,15,16.5,,2.80336
1,15,1,13.14286,.727273,2.75,10,11.25,2.70805,2.420368
0,0,1,13.14286,.727273,2.75,10,14.37501,,2.665491
1,25,0,51.28571,.727273,2.75,15,11.25,3.218876,2.420368
1,10,1,13.14286,.727273,2.75,10,11.83333,2.302585,2.47092
1,10,0,39.28571,.636364,2.75,10,13.5,2.302585,2.60269
0,0,0,65.42857,.454545,2.75,25,23,,3.135494
1,10,1,13.14286,.727273,2.75,15,13.16667,2.302585,2.577688
1,10,1,13.14286,.833333,3,10,10,2.302585,2.302585
0,0,1,13.14286,.909091,2.75,10,11.5,,2.442347
0,0,1,13.14286,.272727,2.75,30,36.66667,,3.601868
1,25,0,51.28571,.363636,2.75,25,22.5,3.218876,3.113515
1,10,0,26.14286,.727273,2.75,10,11.25,2.302585,2.420368
1,10,1,13.14286,.727273,2.75,10,12.5,2.302585,2.525729
1,10,1,13.14286,.818182,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.818182,2.75,10,10,2.302585,2.302585
1,25,1,13.14286,.666667,3,10,11.25,3.218876,2.420368
0,0,0,65.42857,.272727,2.75,25,41.66667,,3.729702
1,25,1,13.14286,.545455,2.75,25,25,3.218876,3.218876
1,25,1,13.14286,.363636,2.75,25,25,3.218876,3.218876
1,25,0,26.14286,.454545,2.75,25,25,3.218876,3.218876
1,25,0,51.28571,.416667,3,25,25,3.218876,3.218876
1,25,0,26.14286,.636364,2.75,25,18.5,3.218876,2.917771
0,0,0,26.14286,.636364,2.75,25,18.5,,2.917771
1,15,1,13.14286,1,2.75,10,11.83333,2.70805,2.47092
0,0,1,13.14286,.272727,2.75,50,50,,3.912023
0,0,0,26.14286,.727273,2.75,15,16.83333,,2.823361
0,0,0,26.14286,.5,3,25,25,,3.218876
1,25,0,51.28571,.416667,3,25,25,3.218876,3.218876
1,25,1,13.14286,.545455,2.75,25,16.66667,3.218876,2.813411
1,12,1,13.14286,1,2.75,10,12.25,2.484907,2.505526
0,0,0,51.28571,.272727,2.75,25,25,,3.218876
1,25,0,39.28571,.454545,2.75,25,25,3.218876,3.218876
0,0,0,26.14286,.454545,2.75,30,30,,3.401197
1,25,0,143,.272727,2.75,25,41.66667,3.218876,3.729702
0,0,0,65.42857,.181818,2.75,50,75,,4.317488
0,0,0,26.14286,.454545,2.75,50,28,,3.332205
1,25,0,39.28571,.636364,2.75,25,18.5,3.218876,2.917771
0,0,1,13.14286,.5,3,15,18.33333,,2.908721
1,20,0,26.14286,.727273,2.75,15,15.66667,2.995732,2.751535
0,0,0,26.14286,.636364,2.75,25,20.75,,3.032546
0,0,0,103.8571,.363636,2.75,25,36.25,,3.590439
0,0,1,13.14286,.454545,2.75,25,32,,3.465736
1,25,0,51.28571,.5,3,25,25,3.218876,3.218876
1,15,1,13.14286,.818182,2.75,15,15.5,2.70805,2.74084
0,0,0,39.28571,.636364,2.75,25,24.25,,3.188417
1,25,0,26.14286,.545455,2.75,50,24.16667,3.218876,3.184974
1,25,1,13.14286,.454545,2.75,25,23,3.218876,3.135494
1,25,1,13.14286,1,2.75,20,10.90909,3.218876,2.389596
1,10,1,13.14286,.916667,3,10,13.66667,2.302585,2.61496
0,0,0,39.28571,.727273,2.75,20,20.66667,,3.028522
0,0,1,13.14286,.75,3,10,18.33333,,2.908721
