id,year,wage,educ,exper,manuf,black,lwage,y81,y82,y83,y84,y85,y86,y87,inlf,expersq,lwage_1,inlf_1,inlfp1
449,86,12222.2,14,5,0,1,9.411009,0,0,0,0,0,1,0,1,25,9.354583,1,0
449,87,29834.26,14,6,0,1,10.30341,0,0,0,0,0,0,1,1,36,9.411009,1,
458,81,,7,0,0,1,,1,0,0,0,0,0,0,0,0,,,1
458,82,,7,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0
458,83,,7,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
458,84,,7,0,0,1,,0,0,0,1,0,0,0,0,0,9.041655,0,0
458,85,6113.84,7,0,0,1,8.71831,0,0,0,0,1,0,0,1,0,,0,0
458,86,,7,1,0,1,,0,0,0,0,0,1,0,0,1,,0,0
458,87,,7,1,0,1,,0,0,0,0,0,0,1,0,1,,1,
459,81,8413.27,9,0,0,1,9.037565,1,0,0,0,0,0,0,1,0,,,0
459,82,,9,1,0,1,,0,1,0,0,0,0,0,0,1,8.71831,1,0
459,83,,9,1,0,1,,0,0,1,0,0,0,0,0,1,,1,1
459,84,10725.64,9,1,0,1,9.280393,0,0,0,1,0,0,0,1,1,9.270019,0,1
459,85,10614.95,9,2,0,1,9.270019,0,0,0,0,1,0,0,1,4,9.565145,1,1
459,86,7043.5,9,3,0,1,8.85986,0,0,0,0,0,1,0,1,9,9.037565,1,1
459,87,14259.02,9,4,0,1,9.565145,0,0,0,0,0,0,1,1,16,,0,
460,81,10231.37,11,0,0,1,9.233213,1,0,0,0,0,0,0,1,0,,,1
460,82,10081.86,11,1,0,1,9.218493,0,1,0,0,0,0,0,1,1,9.503451,1,1
460,83,10129.86,11,2,0,1,9.223243,0,0,1,0,0,0,0,1,4,9.164991,0,1
460,84,9556.64,11,3,0,1,9.164991,0,0,0,1,0,0,0,1,9,9.233213,1,1
460,85,,11,4,0,1,,0,0,0,0,1,0,0,0,16,,1,1
460,86,,11,4,0,1,,0,0,0,0,0,1,0,0,16,8.85986,1,0
460,87,13405.92,11,4,0,1,9.503451,0,0,0,0,0,0,1,1,16,9.223243,1,
462,81,,11,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
462,82,,11,0,0,1,,0,1,0,0,0,0,0,0,0,9.218493,0,1
462,83,,11,0,,1,,0,0,1,0,0,0,0,0,0,,0,0
462,84,11055.19,11,0,1,1,9.310656,0,0,0,1,0,0,0,1,0,9.408141,1,1
462,85,,11,1,0,1,,0,0,0,0,1,0,0,0,1,,1,0
462,86,,11,1,0,1,,0,0,0,0,0,1,0,0,1,,0,0
462,87,12187.2,11,1,0,1,9.408141,0,0,0,0,0,0,1,1,1,,0,
464,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
464,82,,12,0,0,1,,0,1,0,0,0,0,0,0,0,,1,0
464,83,,12,0,0,1,,0,0,1,0,0,0,0,0,0,9.310656,0,1
464,84,18533.95,12,0,0,1,9.827359,0,0,0,1,0,0,0,1,0,9.072448,1,1
464,85,8578.23,12,1,0,1,9.056983,0,0,0,0,1,0,0,1,1,9.827359,1,1
464,86,8711.92,12,2,0,1,9.072448,0,0,0,0,0,1,0,1,4,9.715626,0,0
464,87,16574.59,12,3,0,1,9.715626,0,0,0,0,0,0,1,1,9,,0,
465,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
465,82,,12,0,0,1,,0,1,0,0,0,0,0,0,0,,1,0
465,83,,12,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
465,84,,12,0,0,1,,0,0,0,1,0,0,0,0,0,,0,0
465,85,,12,0,0,1,,0,0,0,0,1,0,0,0,0,,0,0
465,86,,12,0,0,1,,0,0,0,0,0,1,0,0,0,,0,0
465,87,,12,0,0,1,,0,0,0,0,0,0,1,0,0,,0,
470,81,10739.96,10,3,1,1,9.281727,1,0,0,0,0,0,0,1,9,,,1
470,82,,10,4,0,1,,0,1,0,0,0,0,0,0,16,,0,1
470,83,9626.09,10,4,1,1,9.172233,0,0,1,0,0,0,0,1,16,9.1232,1,1
470,84,8447.98,10,5,1,1,9.041682,0,0,0,1,0,0,0,1,25,9.200483,1,0
470,85,7542.78,10,6,1,1,8.928346,0,0,0,0,1,0,0,1,36,9.281727,1,1
470,86,9165.49,10,7,1,1,9.1232,0,0,0,0,0,1,0,1,49,,0,1
470,87,9901.91,10,8,1,1,9.200483,0,0,0,0,0,0,1,1,64,9.172233,1,
471,81,8109.68,12,2,0,1,9.000813,1,0,0,0,0,0,0,1,4,,,1
471,82,7758.81,12,3,0,1,8.956584,0,1,0,0,0,0,0,1,9,9.215658,1,0
471,83,,12,4,0,1,,0,0,1,0,0,0,0,0,16,,1,1
471,84,,12,4,0,1,,0,0,0,1,0,0,0,0,16,8.928346,0,0
471,85,9300.56,12,4,1,1,9.13783,0,0,0,0,1,0,0,1,16,8.956584,1,1
471,86,10053.32,12,5,1,1,9.215658,0,0,0,0,0,1,0,1,25,9.277095,0,1
471,87,10690.33,12,6,1,1,9.277095,0,0,0,0,0,0,1,1,36,,1,
472,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
472,82,8953.95,12,0,0,1,9.09985,0,1,0,0,0,0,0,1,0,9.184998,1,1
472,83,,12,1,0,1,,0,0,1,0,0,0,0,0,1,,0,1
472,84,,12,1,0,1,,0,0,0,1,0,0,0,0,1,9.000813,0,0
472,85,9082.39,12,1,1,1,9.114093,0,0,0,0,1,0,0,1,1,9.075442,1,1
472,86,8738.05,12,2,1,1,9.075442,0,0,0,0,0,1,0,1,4,9.09985,1,1
472,87,9749.76,12,3,1,1,9.184998,0,0,0,0,0,0,1,1,9,,0,
478,81,4900.31,12,0,0,1,8.497054,1,0,0,0,0,0,0,1,0,,,1
478,82,26058.15,12,1,0,1,10.16809,0,1,0,0,0,0,0,1,1,9.114093,1,1
478,83,30062.78,12,2,0,1,10.31104,0,0,1,0,0,0,0,1,4,9.667039,1,1
478,84,19624.52,12,3,0,1,9.884535,0,0,0,1,0,0,0,1,9,9.64842,1,1
478,85,15788.53,12,4,0,1,9.667039,0,0,0,0,1,0,0,1,16,8.497054,1,0
478,86,15497.29,12,5,0,1,9.64842,0,0,0,0,0,1,0,1,25,10.24383,1,1
478,87,28108.56,12,6,0,1,10.24383,0,0,0,0,0,0,1,1,36,10.16809,1,
481,81,9438.34,7,2,0,1,9.152535,1,0,0,0,0,0,0,1,4,,,1
481,82,7409.8,7,3,0,1,8.910559,0,1,0,0,0,0,0,1,9,9.152535,1,1
481,83,,7,4,0,1,,0,0,1,0,0,0,0,0,16,10.31104,1,1
481,84,8610.28,7,4,0,1,9.060712,0,0,0,1,0,0,0,1,16,,1,1
481,85,10199.91,7,5,0,1,9.230134,0,0,0,0,1,0,0,1,25,9.060712,1,1
481,86,8843.31,7,6,0,1,9.087417,0,0,0,0,0,1,0,1,36,8.92042,1,1
481,87,7483.23,7,7,0,1,8.92042,0,0,0,0,0,0,1,1,49,9.230134,1,
483,81,,8,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
483,82,,8,0,0,1,,0,1,0,0,0,0,0,0,0,,1,1
483,83,,8,0,0,1,,0,0,1,0,0,0,0,0,0,8.910559,0,0
483,84,,8,0,0,1,,0,0,0,1,0,0,0,0,0,,0,0
483,85,8676.97,8,0,0,1,9.068428,0,0,0,0,1,0,0,1,0,,1,0
483,86,14553.56,8,1,0,1,9.585591,0,0,0,0,0,1,0,1,1,9.348143,0,1
483,87,11477.49,8,2,0,1,9.348143,0,0,0,0,0,0,1,1,4,9.068428,1,
484,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
484,82,,12,0,0,1,,0,1,0,0,0,0,0,0,0,,1,0
484,83,,12,0,0,1,,0,0,1,0,0,0,0,0,0,9.585591,0,1
484,84,6518.48,12,0,1,1,8.782396,0,0,0,1,0,0,0,1,0,8.963228,1,0
484,85,7810.53,12,1,0,1,8.963228,0,0,0,0,1,0,0,1,1,8.878472,0,1
484,86,,12,2,0,1,,0,0,0,0,0,1,0,0,4,,0,0
484,87,7175.82,12,2,0,1,8.878472,0,0,0,0,0,0,1,1,4,,1,
485,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,1
485,82,13763.74,12,0,1,1,9.529793,0,1,0,0,0,0,0,1,0,9.470313,0,1
485,83,14598.33,12,1,1,1,9.588662,0,0,1,0,0,0,0,1,1,9.529793,1,1
485,84,12968.95,12,2,1,1,9.470313,0,0,0,1,0,0,0,1,4,9.604849,1,1
485,85,13140,12,3,1,1,9.483417,0,0,0,0,1,0,0,1,9,9.568899,1,1
485,86,14836.55,12,4,0,1,9.604849,0,0,0,0,0,1,0,1,16,,1,1
485,87,14312.65,12,5,1,1,9.568899,0,0,0,0,0,0,1,1,25,9.588662,1,
488,81,6266.31,11,0,1,1,8.742943,1,0,0,0,0,0,0,1,0,,,1
488,82,6303.14,11,1,1,1,8.748803,0,1,0,0,0,0,0,1,1,9.659139,1,1
488,83,14940.16,11,2,1,1,9.611808,0,0,1,0,0,0,0,1,4,9.483417,1,1
488,84,15667.17,11,3,1,1,9.659323,0,0,0,1,0,0,0,1,9,9.937357,1,1
488,85,15664.28,11,4,1,1,9.659139,0,0,0,0,1,0,0,1,16,9.611808,1,0
488,86,12407.58,11,5,1,1,9.426063,0,0,0,0,0,1,0,1,25,8.748803,1,1
488,87,20688.99,11,6,1,1,9.937357,0,0,0,0,0,0,1,1,36,9.426063,1,
496,81,,11,1,0,1,,1,0,0,0,0,0,0,0,1,,,0
496,82,13054.94,11,1,0,1,9.476922,0,1,0,0,0,0,0,1,1,,0,0
496,83,,11,2,0,1,,0,0,1,0,0,0,0,0,4,,0,0
496,84,11887.07,11,2,0,1,9.383206,0,0,0,1,0,0,0,1,4,9.476922,0,1
496,85,,11,3,0,1,,0,0,0,0,1,0,0,0,9,,1,0
496,86,,11,3,0,1,,0,0,0,0,0,1,0,0,9,8.742943,0,1
496,87,,11,3,0,1,,0,0,0,0,0,0,1,0,9,,1,
497,81,,9,0,0,1,,1,0,0,0,0,0,0,0,0,,,1
497,82,,9,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0
497,83,,9,0,0,1,,0,0,1,0,0,0,0,0,0,9.383206,0,0
497,84,12097.79,9,0,0,1,9.400778,0,0,0,1,0,0,0,1,0,9.427976,1,0
497,85,12431.33,9,1,0,1,9.427976,0,0,0,0,1,0,0,1,1,9.535655,1,1
497,86,13643.96,9,2,0,1,9.521052,0,0,0,0,0,1,0,1,4,,0,1
497,87,13844.66,9,3,0,1,9.535655,0,0,0,0,0,0,1,1,9,9.521052,1,
498,81,8928.86,12,2,1,1,9.097044,1,0,0,0,0,0,0,1,4,,,1
498,82,9672.9,12,3,1,1,9.177083,0,1,0,0,0,0,0,1,9,,1,1
498,83,9789.57,12,4,1,1,9.189073,0,0,1,0,0,0,0,1,16,9.532004,1,1
498,84,9398.86,12,5,1,1,9.148344,0,0,0,1,0,0,0,1,25,9.727012,1,1
498,85,,12,6,0,1,,0,0,0,0,1,0,0,0,36,9.400778,1,1
498,86,13794.21,12,6,1,1,9.532004,0,0,0,0,0,1,0,1,36,9.097044,1,1
498,87,16764.38,12,7,0,1,9.727012,0,0,0,0,0,0,1,1,49,9.189073,1,
503,81,9078.08,8,1,0,1,9.113618,1,0,0,0,0,0,0,1,1,,,0
503,82,9553.23,8,2,0,1,9.164635,0,1,0,0,0,0,0,1,4,9.148344,1,1
503,83,11429.94,8,3,1,1,9.343991,0,0,1,0,0,0,0,1,9,9.113618,1,1
503,84,16311.67,8,4,1,1,9.699636,0,0,0,1,0,0,0,1,16,9.848222,1,1
503,85,20146.96,8,5,1,1,9.910809,0,0,0,0,1,0,0,1,25,9.878145,1,1
503,86,18924.68,8,6,0,1,9.848222,0,0,0,0,0,1,0,1,36,9.164635,1,1
503,87,19499.52,8,7,1,1,9.878145,0,0,0,0,0,0,1,1,49,9.699636,1,
506,81,,9,0,0,1,,1,0,0,0,0,0,0,0,0,,,1
506,82,,9,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0
506,83,,9,0,0,1,,0,0,1,0,0,0,0,0,0,,1,0
506,84,5360.15,9,0,0,1,8.586747,0,0,0,1,0,0,0,1,0,,0,0
506,85,,9,1,0,1,,0,0,0,0,1,0,0,0,1,,0,0
506,86,,9,1,0,1,,0,0,0,0,0,1,0,0,1,,0,0
506,87,,9,1,0,1,,0,0,0,0,0,0,1,0,1,,0,
512,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
512,82,,12,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0
512,83,9025.05,12,0,1,1,9.107759,0,0,1,0,0,0,0,1,0,9.082296,0,1
512,84,,12,1,0,1,,0,0,0,1,0,0,0,0,1,,1,1
512,85,8798.15,12,1,0,1,9.082296,0,0,0,0,1,0,0,1,1,,0,1
512,86,8968.92,12,2,0,1,9.101521,0,0,0,0,0,1,0,1,4,8.972068,1,0
512,87,7879.88,12,3,0,1,8.972068,0,0,0,0,0,0,1,1,9,9.107759,1,
516,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
516,82,,12,0,0,1,,0,1,0,0,0,0,0,0,0,,1,1
516,83,,12,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
516,84,10933.94,12,0,0,1,9.299627,0,0,0,1,0,0,0,1,0,9.153063,1,1
516,85,9443.32,12,1,0,1,9.153063,0,0,0,0,1,0,0,1,1,9.335594,1,1
516,86,11334.36,12,2,0,1,9.335594,0,0,0,0,0,1,0,1,4,,0,1
516,87,12187.2,12,3,0,1,9.408141,0,0,0,0,0,0,1,1,9,9.299627,1,
518,81,7973.65,10,0,0,1,8.983897,1,0,0,0,0,0,0,1,0,,,1
518,82,7898.86,10,1,0,1,8.974474,0,1,0,0,0,0,0,1,1,8.616521,1,1
518,83,8108.9,10,2,0,1,9.000717,0,0,1,0,0,0,0,1,4,8.983897,1,0
518,84,,10,3,0,1,,0,0,0,1,0,0,0,0,9,9.408141,1,1
518,85,7590.34,10,3,0,1,8.934631,0,0,0,0,1,0,0,1,9,8.974474,1,1
518,86,8833.2,10,4,0,1,9.086272,0,0,0,0,0,1,0,1,16,8.934631,1,1
518,87,5522.14,10,5,0,1,8.616521,0,0,0,0,0,0,1,1,25,9.000717,1,
532,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,1
532,82,,12,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0
532,83,,12,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
532,84,12395.36,12,0,0,1,9.425077,0,0,0,1,0,0,0,1,0,,0,0
532,85,,12,1,0,1,,0,0,0,0,1,0,0,0,1,,1,0
532,86,,12,1,0,1,,0,0,0,0,0,1,0,0,1,9.086272,1,0
532,87,,12,1,0,1,,0,0,0,0,0,0,1,0,1,,0,
542,81,,10,0,0,1,,1,0,0,0,0,0,0,0,0,,,1
542,82,,10,0,0,1,,0,1,0,0,0,0,0,0,0,9.425077,0,0
542,83,,10,0,0,1,,0,0,1,0,0,0,0,0,0,,1,0
542,84,8007.64,10,0,0,1,8.988152,0,0,0,1,0,0,0,1,0,,0,1
542,85,10188.21,10,1,0,1,9.228987,0,0,0,0,1,0,0,1,1,8.988152,1,0
542,86,7048.87,10,2,0,1,8.860622,0,0,0,0,0,1,0,1,4,9.228987,1,1
542,87,12241.94,10,3,1,1,9.412623,0,0,0,0,0,0,1,1,9,8.860622,0,
543,81,,10,1,0,1,,1,0,0,0,0,0,0,0,1,,,1
543,82,9794.13,10,1,0,1,9.189539,0,1,0,0,0,0,0,1,1,,0,1
543,83,,10,2,0,1,,0,0,1,0,0,0,0,0,4,,0,0
543,84,,10,2,0,1,,0,0,0,1,0,0,0,0,4,9.412623,0,0
543,85,,10,2,0,1,,0,0,0,0,1,0,0,0,4,,1,0
543,86,,10,2,0,1,,0,0,0,0,0,1,0,0,4,,0,0
543,87,6947.71,10,2,0,1,8.846168,0,0,0,0,0,0,1,1,4,9.189539,1,
545,81,,11,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
545,82,,11,0,0,1,,0,1,0,0,0,0,0,0,0,8.846168,0,0
545,83,,11,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
545,84,,11,0,0,1,,0,0,0,1,0,0,0,0,0,,1,0
545,85,,11,0,0,1,,0,0,0,0,1,0,0,0,0,,0,0
545,86,,11,0,0,1,,0,0,0,0,0,1,0,0,0,,0,0
545,87,,11,0,0,1,,0,0,0,0,0,0,1,0,0,,0,
550,81,,11,0,0,1,,1,0,0,0,0,0,0,0,0,,,1
550,82,,11,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0
550,83,,11,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
550,84,7362.4,11,0,0,1,8.904141,0,0,0,1,0,0,0,1,0,9.407741,1,1
550,85,7338.73,11,1,0,1,8.900921,0,0,0,0,1,0,0,1,1,9.40327,0,1
550,86,12127.97,11,2,0,1,9.40327,0,0,0,0,0,1,0,1,4,8.904141,1,0
550,87,12182.32,11,3,0,1,9.407741,0,0,0,0,0,0,1,1,9,,0,
551,81,,9,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
551,82,,9,0,0,1,,0,1,0,0,0,0,0,0,0,8.900921,0,0
551,83,,9,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
551,84,,9,0,0,1,,0,0,0,1,0,0,0,0,0,,0,0
551,85,,9,0,0,1,,0,0,0,0,1,0,0,0,0,,0,0
551,86,,9,0,0,1,,0,0,0,0,0,1,0,0,0,,0,0
551,87,,9,0,0,1,,0,0,0,0,0,0,1,0,0,,1,
555,81,,9,0,0,1,,1,0,0,0,0,0,0,0,0,,,1
555,82,,9,0,,1,,0,1,0,0,0,0,0,0,0,,1,0
555,83,,9,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
555,84,10659.43,9,0,0,1,9.2742,0,0,0,1,0,0,0,1,0,9.521347,1,1
555,85,7590.88,9,1,0,1,8.934703,0,0,0,0,1,0,0,1,1,,0,1
555,86,13647.98,9,2,0,1,9.521347,0,0,0,0,0,1,0,1,4,8.934703,1,1
555,87,8737.22,9,3,0,1,9.075347,0,0,0,0,0,0,1,1,9,9.2742,0,
562,81,14287.25,10,4,1,1,9.567122,1,0,0,0,0,0,0,1,16,,,1
562,82,12778.93,10,5,1,1,9.455553,0,1,0,0,0,0,0,1,25,,0,0
562,83,,10,6,0,1,,0,0,1,0,0,0,0,0,36,,0,1
562,84,,10,6,0,1,,0,0,0,1,0,0,0,0,36,9.075347,1,0
562,85,14318.64,10,6,0,1,9.569318,0,0,0,0,1,0,0,1,36,9.455553,1,1
562,86,11718.16,10,7,0,1,9.368896,0,0,0,0,0,1,0,1,49,9.567122,1,1
562,87,17522.41,10,8,0,1,9.771235,0,0,0,0,0,0,1,1,64,9.368896,1,
564,81,9544.92,11,0,0,1,9.163764,1,0,0,0,0,0,0,1,0,,,1
564,82,,11,1,0,1,,0,1,0,0,0,0,0,0,1,9.317503,0,0
564,83,,11,1,0,1,,0,0,1,0,0,0,0,0,1,9.771235,1,0
564,84,,11,1,0,1,,0,0,0,1,0,0,0,0,1,,1,0
564,85,9718.47,11,1,0,1,9.181784,0,0,0,0,1,0,0,1,1,,1,0
564,86,,11,2,0,1,,0,0,0,0,0,1,0,0,4,,1,1
564,87,11131.15,11,2,,1,9.317503,0,0,0,0,0,0,1,1,4,,0,
565,81,,10,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
565,82,,10,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0
565,83,,10,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
565,84,,10,0,0,1,,0,0,0,1,0,0,0,0,0,9.163764,0,0
565,85,,10,0,0,1,,0,0,0,0,1,0,0,0,0,,0,0
565,86,,10,0,0,1,,0,0,0,0,0,1,0,0,0,,0,0
565,87,,10,0,0,1,,0,0,0,0,0,0,1,0,0,,0,
570,81,22281.8,12,1,1,1,10.01153,1,0,0,0,0,0,0,1,1,,,1
570,82,22595.38,12,2,1,1,10.0255,0,1,0,0,0,0,0,1,4,9.917688,1,1
570,83,20286.04,12,3,1,1,9.917688,0,0,1,0,0,0,0,1,9,,1,1
570,84,18370.92,12,4,1,1,9.818524,0,0,0,1,0,0,0,1,16,10.01153,1,1
570,85,23950.28,12,5,1,1,10.08374,0,0,0,0,1,0,0,1,25,9.818524,1,1
570,86,31185.98,12,6,1,1,10.34772,0,0,0,0,0,1,0,1,36,10.0255,1,1
570,87,33066.31,12,7,1,1,10.40627,0,0,0,0,0,0,1,1,49,10.34772,1,
572,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
572,82,,12,0,0,1,,0,1,0,0,0,0,0,0,0,10.08374,1,0
572,83,13626.62,12,0,0,1,9.51978,0,0,1,0,0,0,0,1,0,,0,0
572,84,,12,1,0,1,,0,0,0,1,0,0,0,0,1,,0,0
572,85,,12,1,0,1,,0,0,0,0,1,0,0,0,1,,0,0
572,86,,12,1,0,1,,0,0,0,0,0,1,0,0,1,,0,1
572,87,,12,1,0,1,,0,0,0,0,0,0,1,0,1,,1,
574,81,,11,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
574,82,,11,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0
574,83,,11,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
574,84,,11,0,0,1,,0,0,0,1,0,0,0,0,0,,0,0
574,85,,11,0,0,1,,0,0,0,0,1,0,0,0,0,,0,0
574,86,,11,0,0,1,,0,0,0,0,0,1,0,0,0,,0,0
574,87,,11,0,0,1,,0,0,0,0,0,0,1,0,0,,0,
575,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
575,82,,12,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0
575,83,,12,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
575,84,,12,0,0,1,,0,0,0,1,0,0,0,0,0,,0,0
575,85,,12,0,0,1,,0,0,0,0,1,0,0,0,0,,0,0
575,86,,12,0,0,1,,0,0,0,0,0,1,0,0,0,,0,1
575,87,,12,0,0,1,,0,0,0,0,0,0,1,0,0,,0,
578,81,22630.01,11,1,0,1,10.02703,1,0,0,0,0,0,0,1,1,,,1
578,82,21703.74,11,2,0,1,9.98524,0,1,0,0,0,0,0,1,4,,1,1
578,83,17250.06,11,3,0,1,9.755571,0,0,1,0,0,0,0,1,9,10.61188,1,1
578,84,19413.58,11,4,0,1,9.873728,0,0,0,1,0,0,0,1,16,9.98524,1,1
578,85,27414.9,11,5,0,1,10.21884,0,0,0,0,1,0,0,1,25,9.873728,1,0
578,86,40614.6,11,6,0,1,10.61188,0,0,0,0,0,1,0,1,36,10.21884,1,1
578,87,20718.24,11,7,0,1,9.938769,0,0,0,0,0,0,1,1,49,9.755571,1,
579,81,,12,1,0,1,,1,0,0,0,0,0,0,0,1,,,1
579,82,13068.11,12,1,1,1,9.47793,0,1,0,0,0,0,0,1,1,9.59467,1,1
579,83,14686.3,12,2,0,1,9.59467,0,0,1,0,0,0,0,1,4,,1,1
579,84,41845.49,12,3,0,1,10.64174,0,0,0,1,0,0,0,1,9,10.23595,0,1
579,85,27888.08,12,4,1,1,10.23595,0,0,0,0,1,0,0,1,16,9.630001,1,1
579,86,27729.63,12,5,1,1,10.23026,0,0,0,0,0,1,0,1,25,10.64174,1,1
579,87,15214.45,12,6,1,1,9.630001,0,0,0,0,0,0,1,1,36,9.47793,1,
580,81,,9,1,0,1,,1,0,0,0,0,0,0,0,1,,,0
580,82,,9,1,0,1,,0,1,0,0,0,0,0,0,1,,0,0
580,83,,9,1,0,1,,0,0,1,0,0,0,0,0,1,,0,0
580,84,,9,1,0,1,,0,0,0,1,0,0,0,0,1,,0,0
580,85,,9,1,0,1,,0,0,0,0,1,0,0,0,1,,0,0
580,86,,9,1,0,1,,0,0,0,0,0,1,0,0,1,,1,1
580,87,,9,1,0,1,,0,0,0,0,0,0,1,0,1,,0,
587,81,16161.8,12,1,0,1,9.690406,1,0,0,0,0,0,0,1,1,,,1
587,82,16907.61,12,2,0,1,9.735519,0,1,0,0,0,0,0,1,4,9.5577,1,1
587,83,15261.24,12,3,0,1,9.633072,0,0,1,0,0,0,0,1,9,9.690406,1,1
587,84,16772.63,12,4,0,1,9.727504,0,0,0,1,0,0,0,1,16,9.729645,1,1
587,85,14153.26,12,5,0,1,9.5577,0,0,0,0,1,0,0,1,25,9.727504,1,1
587,86,15058.52,12,6,0,1,9.619699,0,0,0,0,0,1,0,1,36,9.735519,1,0
587,87,16808.58,12,7,0,1,9.729645,0,0,0,0,0,0,1,1,49,,0,
588,81,15195.25,12,1,0,1,9.628738,1,0,0,0,0,0,0,1,1,,,1
588,82,,12,2,0,1,,0,1,0,0,0,0,0,0,4,9.633072,1,1
588,83,21608.35,12,2,0,1,9.980835,0,0,1,0,0,0,0,1,4,10.0128,1,1
588,84,23177.69,12,3,0,1,10.05095,0,0,0,1,0,0,0,1,9,9.980835,1,1
588,85,22310.23,12,4,1,1,10.0128,0,0,0,0,1,0,0,1,16,9.884735,1,0
588,86,22335.67,12,5,1,1,10.01394,0,0,0,0,0,1,0,1,25,9.628738,0,1
588,87,19628.45,12,6,1,1,9.884735,0,0,0,0,0,0,1,1,36,,1,
593,81,,7,1,0,1,,1,0,0,0,0,0,0,0,1,,,1
593,82,,7,1,0,1,,0,1,0,0,0,0,0,0,1,,0,0
593,83,4980.74,7,1,1,1,8.513334,0,0,1,0,0,0,0,1,1,9.306345,1,0
593,84,11007.64,7,2,1,1,9.306345,0,0,0,1,0,0,0,1,4,9.34961,1,1
593,85,11494.34,7,3,1,1,9.34961,0,0,0,0,1,0,0,1,9,,0,1
593,86,,7,4,0,1,,0,0,0,0,0,1,0,0,16,,0,0
593,87,,7,4,0,1,,0,0,0,0,0,0,1,0,16,,1,
597,81,10848.99,12,0,0,1,9.291827,1,0,0,0,0,0,0,1,0,,,1
597,82,11578.96,12,1,0,1,9.356945,0,1,0,0,0,0,0,1,1,9.291827,1,1
597,83,,12,2,0,1,,0,0,1,0,0,0,0,0,4,8.513334,0,1
597,84,8462.31,12,2,1,1,9.043378,0,0,0,1,0,0,0,1,4,9.312511,1,1
597,85,10641.79,12,3,1,1,9.272544,0,0,0,0,1,0,0,1,9,9.356945,1,0
597,86,,12,4,0,1,,0,0,0,0,0,1,0,0,16,,1,0
597,87,11075.73,12,4,0,1,9.312511,0,0,0,0,0,0,1,1,16,,1,
598,81,,12,0,0,1,,1,0,0,0,0,0,0,0,0,,,1
598,82,,12,0,0,1,,0,1,0,0,0,0,0,0,0,,1,0
598,83,,12,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0
598,84,,12,0,0,1,,0,0,0,1,0,0,0,0,0,9.272544,0,0
598,85,3507.29,12,0,1,1,8.162599,0,0,0,0,1,0,0,1,0,8.620926,1,0
598,86,5546.52,12,1,0,1,8.620926,0,0,0,0,0,1,0,1,1,8.923633,0,1
598,87,7507.31,12,2,0,1,8.923633,0,0,0,0,0,0,1,1,4,,1,
602,81,,8,0,0,1,,1,0,0,0,0,0,0,0,0,,,0
602,82,,8,0,0,1,,0,1,0,0,0,0,0,0,0,,1,1
602,83,9810.41,8,0,1,1,9.191199,0,0,1,0,0,0,0,1,0,9.293733,1,1
602,84,10303.96,8,1,1,1,9.240284,0,0,0,1,0,0,0,1,1,9.191199,1,0
602,85,10869.68,8,2,1,1,9.293733,0,0,0,0,1,0,0,1,4,,0,1
602,86,11117.3,8,3,1,1,9.316257,0,0,0,0,0,1,0,1,9,9.240284,1,1
602,87,10551.68,8,4,1,1,9.26404,0,0,0,0,0,0,1,1,16,9.316257,1,
610,81,,11,0,0,1,,1,0,0,0,0,0,0,0,0,,,1
