kids,morekids,boys2,girls2,boy1st,boy2nd,samesex,multi2nd,age,agefstm,black,hispan,worked,weeks,hours,labinc,faminc,nonmomi,educ,agesq
2,0,0,0,0,1,0,0,27,19,1,0,1,50,40,24.15098,70.34325,46.19231,13,729
2,0,0,0,1,0,0,0,30,22,1,0,1,52,40,22.21975,64.21372,41.99394,12,900
3,1,1,0,1,1,1,0,35,25,1,0,0,0,0,0,46.19231,46.19231,16,1225
2,0,0,0,1,0,0,0,31,26,1,0,1,52,40,30.59545,86.67488,56.07941,18,961
2,0,1,0,1,1,1,0,28,18,1,0,0,0,0,0,1.10207,1.10207,12,784
2,0,0,1,0,0,1,0,34,23,1,0,1,52,40,46.19231,130.1698,83.97744,18,1156
3,1,1,0,1,1,1,0,34,20,1,0,0,0,0,0,42.64469,42.64469,12,1156
5,1,1,0,1,1,1,0,30,21,1,0,1,52,22,6.55991,40.16766,33.60775,12,900
2,0,0,0,0,1,0,0,28,19,1,0,1,52,40,18.90305,44.10363,25.20058,11,784
2,0,1,0,1,1,1,0,34,17,1,0,1,40,40,56.68816,130.6211,73.93288,18,1156
2,0,0,0,0,1,0,0,29,16,1,0,1,52,40,21.79991,32.42173,10.62181,10,841
2,0,1,0,1,1,1,0,29,19,1,0,1,20,40,15.37645,29.57734,14.20091,12,841
2,0,0,0,1,0,0,0,27,21,1,0,1,20,40,8.41768,75.68568,68.95781,18,729
4,1,0,1,0,0,1,0,33,19,1,0,0,0,0,0,31.49809,31.49809,12,1089
4,1,0,0,1,0,0,0,27,17,1,0,0,0,0,0,56.04791,56.04791,9,729
3,1,0,1,0,0,1,0,29,19,1,0,0,0,0,0,0,0,12,841
3,1,1,0,1,1,1,0,34,24,1,0,0,0,0,0,0,0,12,1156
2,0,1,0,1,1,1,0,31,24,1,0,1,52,40,35.25559,80.23038,44.97478,19,961
3,1,0,0,1,0,0,0,33,24,1,0,1,48,40,20.51941,34.42644,13.90702,15,1089
2,0,0,0,0,1,0,0,34,23,1,0,1,52,50,52.61578,111.9489,59.33313,12,1156
2,0,0,0,0,1,0,0,29,15,1,0,1,50,25,8.40719,24.8647,16.45752,10,841
2,0,0,0,0,1,0,0,31,24,1,0,1,52,40,47.18941,91.59743,45.04825,17,961
3,1,1,0,1,1,1,0,34,21,1,0,1,12,20,3.15926,66.15544,62.99619,20,1156
3,1,0,1,0,0,1,0,32,24,1,0,1,6,10,0,13.60264,13.60264,9,1024
2,0,0,0,0,1,0,0,28,21,1,0,1,40,40,18.90305,48.30197,29.39892,15,784
3,1,0,1,0,0,1,0,25,18,0,1,0,0,0,0,20.91825,20.91825,10,625
5,1,0,0,0,1,0,0,35,20,1,0,1,46,40,18.69313,42.84413,24.15098,12,1225
2,0,0,1,0,0,1,0,33,23,1,0,0,0,0,0,49.34106,49.34106,12,1089
2,0,0,1,0,0,1,0,30,16,1,0,1,25,24,7.88239,65.74606,65.74606,12,900
2,0,1,0,1,1,1,0,29,18,1,0,0,0,0,0,27.29975,27.29975,15,841
2,0,0,0,0,1,0,0,29,16,1,0,1,52,70,31.49809,69.40913,37.91106,12,841
2,0,1,0,1,1,1,0,31,18,1,0,1,52,45,44.09313,86.08706,41.99394,13,961
3,1,1,0,1,1,1,0,29,20,1,0,0,0,0,0,13.58165,13.58165,12,841
4,1,0,1,0,0,1,0,30,20,1,0,1,52,40,9.58273,107.824,98.24131,8,900
3,1,0,0,0,1,0,0,35,19,1,0,1,52,40,30.12313,61.78916,46.72759,12,1225
2,0,0,0,1,0,0,0,28,23,1,0,1,52,40,42.18288,79.54813,37.36528,15,784
2,0,0,0,0,1,0,0,32,23,1,0,1,52,40,27.29975,52.50031,25.20058,12,1024
2,0,0,0,1,0,0,0,34,24,1,0,1,52,40,11.55595,41.03881,29.48289,12,1156
2,0,0,1,0,0,1,0,35,22,1,0,1,35,40,4.20884,46.20278,41.99394,12,1225
2,0,0,0,1,0,0,0,23,17,1,0,1,25,40,12.60553,35.70694,23.10139,11,529
2,0,1,0,1,1,1,0,29,22,1,0,0,0,0,0,35.69644,35.69644,14,841
2,0,1,0,1,1,1,0,24,15,1,0,1,52,40,10.50636,23.11189,12.60553,9,576
4,1,0,0,0,1,0,0,31,17,1,0,1,52,40,25.20058,35.70694,10.50636,15,961
2,0,0,1,0,0,1,0,31,23,0,1,1,40,40,4.20884,24.79123,20.58239,14,961
3,1,0,1,0,0,1,0,28,22,1,0,0,0,0,0,0,0,12,784
3,1,0,0,0,1,0,0,28,21,0,1,0,0,0,0,25.20058,25.20058,11,784
2,0,0,0,0,1,0,0,35,18,1,0,1,52,40,44.65991,87.15763,42.49775,12,1225
2,0,0,0,0,1,0,0,26,20,1,0,0,0,0,0,33.59725,33.59725,12,676
2,0,0,0,0,1,0,0,27,23,1,0,1,39,40,13.65512,51.45072,37.79559,16,729
3,1,0,1,0,0,1,0,34,26,1,0,1,52,45,56.68816,136.3728,79.68463,17,1156
2,0,0,0,1,0,0,0,33,17,1,0,1,52,37,27.74058,54.63097,26.89041,12,1089
4,1,0,1,0,0,1,0,34,21,1,0,0,0,0,0,.83967,.83967,11,1156
2,0,0,0,1,0,0,0,31,19,1,0,0,0,0,0,46.948,46.948,11,961
2,0,1,0,1,1,1,0,26,18,1,0,1,48,40,10.50636,11.98627,1.47992,11,676
2,0,0,1,0,0,1,0,32,20,1,0,1,45,40,27.29975,52.41634,25.11661,12,1024
3,1,1,0,1,1,1,0,35,20,1,0,0,0,0,0,11.57694,11.57694,8,1225
3,1,1,0,1,1,1,0,35,21,1,0,0,0,0,0,38.81372,38.81372,12,1225
2,0,0,0,0,1,0,0,35,23,1,0,1,52,40,29.81875,40.32509,10.50636,12,1225
2,0,1,0,1,1,1,0,34,25,1,0,1,50,40,33.59725,65.09534,31.49809,12,1156
2,0,0,1,0,0,1,0,30,21,1,0,0,0,0,0,21.00222,21.00222,10,900
3,1,0,1,0,0,1,0,35,18,1,0,1,8,4,1.08107,34.11156,33.03047,12,1225
2,0,0,1,0,0,1,0,30,22,0,1,1,52,40,63.19559,157.438,94.24239,16,900
2,0,1,0,1,1,1,0,24,17,1,0,1,52,40,14.7047,47.88213,33.17744,12,576
4,1,0,1,0,0,1,0,29,20,1,0,0,0,0,0,4.20884,4.20884,16,841
3,1,0,0,0,1,0,0,29,20,1,0,1,48,35,13.65512,40.95488,27.29975,12,841
2,0,0,0,1,0,0,0,26,16,1,0,0,0,0,0,.32537,.32537,6,676
2,0,0,0,0,1,0,0,26,20,1,0,1,52,40,31.49809,67.1945,35.69644,12,676
3,1,1,0,1,1,1,0,33,18,1,0,1,52,40,27.29975,67.1945,39.89478,12,1089
3,1,0,1,0,0,1,0,32,23,1,0,1,52,40,33.59725,79.78957,46.19231,13,1024
4,1,0,0,1,0,0,0,26,17,1,0,1,52,20,7.3576,30.459,23.10139,12,676
2,0,0,0,1,0,0,0,30,25,1,0,1,52,40,33.59725,81.88875,48.29147,14,900
3,1,0,0,0,1,0,0,32,25,1,0,1,32,40,17.64355,57.53834,39.89478,16,1024
2,0,1,0,1,1,1,0,26,20,1,0,1,12,35,2.5295,10.99966,8.47016,13,676
2,0,0,0,1,0,0,0,32,20,1,0,1,52,40,33.59725,42.00444,8.40719,14,1024
4,1,0,0,0,1,0,0,34,17,1,0,1,52,40,23.10139,34.57338,11.47198,10,1156
3,1,0,0,1,0,0,0,24,20,1,0,0,0,0,0,21.00222,21.00222,12,576
2,0,0,0,1,0,0,0,34,21,1,0,1,52,37,26.90091,63.18509,36.28419,12,1156
2,0,1,0,1,1,1,0,29,20,1,0,1,52,38,35.15066,79.07581,43.92519,12,841
2,0,0,1,0,0,1,0,26,20,1,0,1,52,40,25.95627,40.66097,14.7047,12,676
2,0,0,0,0,1,0,0,31,24,1,0,0,0,0,0,35.69644,35.69644,17,961
2,0,1,0,1,1,1,0,28,22,1,0,1,16,40,2.36157,19.16545,16.80388,12,784
3,1,0,1,0,0,1,1,33,22,1,0,1,36,40,16.80388,89.23581,72.43194,16,1089
2,0,1,0,1,1,1,0,27,21,1,0,1,48,40,18.90305,71.39288,52.48981,12,729
2,0,0,0,1,0,0,0,34,26,0,1,0,0,0,0,16.17413,16.17413,6,1156
2,0,0,0,1,0,0,0,25,17,1,0,1,52,40,12.01777,40.34609,28.32834,12,625
2,0,0,0,0,1,0,0,30,23,0,1,0,0,0,0,39.05509,39.05509,12,900
2,0,0,0,1,0,0,0,27,22,0,1,1,27,8,3.00182,20.03661,17.82197,12,729
3,1,0,1,0,0,1,0,33,23,1,0,1,52,40,12.01777,50.23322,38.21544,12,1089
2,0,0,0,1,0,0,0,27,18,1,0,1,50,40,13.65512,22.73405,9.07892,12,729
4,1,0,1,0,0,1,0,34,22,0,1,0,0,0,0,20.16255,20.16255,8,1156
4,1,0,1,0,0,1,0,35,26,0,1,0,0,0,0,41.99394,41.99394,20,1225
4,1,0,0,1,0,0,0,32,16,1,0,0,0,0,0,22.59759,22.59759,10,1024
3,1,0,1,0,0,1,0,23,18,1,0,1,10,40,3.15926,26.26066,23.10139,12,529
2,0,0,0,0,1,0,0,27,20,1,0,1,40,35,19.74272,36.54659,16.80388,16,729
2,0,0,0,1,0,0,0,31,23,1,0,1,52,40,23.73116,64.04578,40.31463,12,961
2,0,0,1,0,0,1,0,34,22,1,0,0,0,0,0,52.83619,52.83619,12,1156
2,0,0,0,0,1,0,0,27,18,1,0,0,0,0,0,43.22197,43.22197,13,729
3,1,0,0,0,1,0,0,30,22,1,0,0,0,0,0,27.29975,27.29975,12,900
2,0,0,0,0,1,0,0,28,20,1,0,0,0,0,0,41.99394,41.99394,12,784
2,0,1,0,1,1,1,0,35,20,0,1,0,0,0,0,25.20058,25.20058,12,1225
2,0,0,0,0,1,0,0,24,15,1,0,0,0,0,0,21.00222,21.00222,11,576
3,1,0,1,0,0,1,0,32,18,0,1,1,1,2,.32537,42.31931,41.99394,16,1024
2,0,0,0,1,0,0,0,29,17,1,0,1,50,40,10.50636,31.50859,21.00222,12,841
5,1,0,0,1,0,0,0,32,18,1,0,1,52,40,21.00222,39.90528,18.90305,12,1024
3,1,0,0,1,0,0,0,30,21,1,0,0,0,0,0,33.36634,33.36634,12,900
3,1,0,0,0,1,0,0,24,16,1,0,1,52,20,5.80421,6.46545,.66124,12,576
2,0,0,0,0,1,0,0,34,22,0,1,0,0,0,0,48.29147,48.29147,14,1156
2,0,0,0,0,1,0,0,30,26,1,0,0,0,0,0,51.86006,51.86006,12,900
4,1,0,0,1,0,0,0,33,17,1,0,1,12,40,2.5295,23.53173,21.00222,12,1089
3,1,0,0,1,0,0,0,32,18,1,0,1,52,20,8.40719,27.31023,18.90305,11,1024
2,0,0,0,0,1,0,0,29,25,1,0,0,0,0,0,21.17016,21.17016,12,841
3,1,0,0,1,0,0,0,35,19,0,1,0,0,0,0,32.54767,32.54767,12,1225
2,0,0,0,0,1,0,0,33,22,1,0,1,52,40,13.29826,27.62511,14.32686,14,1089
3,1,1,0,1,1,1,0,27,21,0,1,1,52,40,16.97181,39.43297,22.46116,12,729
2,0,1,0,1,1,1,0,33,22,1,0,1,36,40,23.10139,73.49207,50.39066,17,1089
2,0,1,0,1,1,1,0,35,22,1,0,1,48,8,13.48719,37.34428,23.85709,13,1225
3,1,0,0,1,0,0,0,35,18,1,0,1,52,40,13.65512,29.83975,16.18463,9,1225
2,0,0,1,0,0,1,0,27,20,1,0,1,39,35,13.92802,43.32694,29.39892,12,729
2,0,0,0,0,1,0,0,30,21,1,0,0,0,0,0,10.50636,10.50636,12,900
2,0,0,1,0,0,1,0,25,18,1,0,1,52,40,13.80206,43.30594,29.50388,13,625
3,1,1,0,1,1,1,0,29,19,1,0,0,0,0,0,10.50636,10.50636,14,841
3,1,0,0,1,0,0,0,33,16,1,0,1,50,5,10.08652,26.18719,16.10066,10,1089
4,1,0,1,0,0,1,0,29,20,1,0,1,20,35,2.31959,30.49048,28.17091,12,841
2,0,0,0,1,0,0,0,27,19,0,1,0,0,0,0,21.00222,21.00222,12,729
2,0,1,0,1,1,1,0,30,18,1,0,1,16,30,.7452101,22.96495,22.21975,12,900
3,1,1,0,1,1,1,0,30,18,1,0,1,52,40,13.65512,32.22231,18.56719,10,900
3,1,0,1,0,0,1,0,30,19,1,0,1,52,26,9.036941,48.93172,39.89478,12,900
3,1,0,1,0,0,1,0,32,21,1,0,0,0,0,0,10.50636,10.50636,11,1024
6,1,1,0,1,1,1,0,33,21,1,0,1,25,40,6.30802,32.55817,26.25016,12,1089
2,0,1,0,1,1,1,0,30,22,1,0,1,52,12,4.22983,4.22983,0,12,900
3,1,0,1,0,0,1,0,35,25,1,0,1,52,40,12.89941,37.76413,24.8647,13,1225
2,0,0,0,1,0,0,0,32,20,1,0,1,52,40,18.69313,31.89694,13.2038,13,1024
2,0,1,0,1,1,1,0,32,26,1,0,0,0,0,0,37.37578,37.37578,12,1024
2,0,1,0,1,1,1,0,32,27,1,0,0,0,0,0,35.10866,35.10866,13,1024
2,0,0,0,1,0,0,0,24,19,1,0,1,52,40,11.87082,42.59222,30.72139,12,576
2,0,0,1,0,0,1,0,31,24,0,1,0,0,0,0,22.05181,22.05181,12,961
4,1,1,0,1,1,1,0,32,24,1,0,0,0,0,0,44.18759,44.18759,12,1024
3,1,0,0,0,1,0,0,32,22,1,0,1,30,40,6.93777,32.51619,25.57842,12,1024
5,1,1,0,1,1,1,0,33,18,1,0,1,52,45,15.7543,38.33091,22.57661,8,1089
4,1,1,0,1,1,1,0,29,18,1,0,1,52,40,14.11694,20.17305,6.05611,11,841
4,1,0,1,0,0,1,0,25,15,1,0,0,0,0,0,21.00222,21.00222,9,625
2,0,1,0,1,1,1,0,34,25,1,0,1,21,40,10.96818,59.33313,48.36494,12,1156
3,1,0,0,1,0,0,0,35,19,1,0,1,52,40,15.7543,57.75875,42.00444,16,1225
2,0,1,0,1,1,1,0,34,25,0,1,0,0,0,0,60.05734,60.05734,17,1156
2,0,0,0,0,1,0,0,29,19,1,0,1,52,80,30.4485,89.23581,58.78734,18,841
4,1,1,0,1,1,1,0,31,21,1,0,0,0,0,0,0,0,13,961
4,1,0,1,0,0,1,0,34,18,1,0,1,52,35,20.98123,20.98123,0,12,1156
5,1,1,0,1,1,1,0,30,17,1,0,0,0,0,0,13.94901,13.94901,13,900
3,1,1,0,1,1,1,0,34,17,1,0,1,36,50,9.45677,35.02469,25.56792,12,1156
3,1,0,0,1,0,0,0,23,17,1,0,1,20,40,6.30802,18.91355,12.60553,14,529
3,1,0,1,0,0,1,0,27,16,1,0,1,20,40,6.30802,21.53752,15.2295,12,729
3,1,1,0,1,1,1,0,33,18,1,0,1,48,36,8.40719,35.16116,26.75395,12,1089
2,0,0,0,1,0,0,0,30,21,1,0,1,50,40,10.75826,23.32181,12.56355,12,900
2,0,0,1,0,0,1,0,25,19,1,0,1,52,40,14.91463,30.20709,15.29248,12,625
4,1,1,0,1,1,1,0,33,18,1,0,1,48,40,21.00222,46.20278,25.20058,12,1089
2,0,1,0,1,1,1,0,34,25,0,1,1,52,40,29.39892,67.83475,38.43584,11,1156
3,1,0,0,0,1,0,0,33,28,1,0,1,52,40,7.65148,39.3175,31.66603,17,1089
3,1,1,0,1,1,1,0,34,18,1,0,0,0,0,0,.22041,.22041,11,1156
2,0,0,0,1,0,0,0,21,16,0,1,0,0,0,0,9.698179,9.698179,12,441
4,1,1,0,1,1,1,0,31,16,1,0,1,52,25,8.323219,24.65478,16.33156,10,961
2,0,0,0,1,0,0,0,29,22,1,0,1,46,40,12.60553,45.14272,32.53719,12,841
4,1,1,0,1,1,1,0,33,17,1,0,1,30,40,11.76587,33.61825,21.85239,10,1089
3,1,0,0,1,0,0,0,35,19,0,1,1,26,40,9.45677,47.06347,37.60669,12,1225
3,1,1,0,1,1,1,0,28,21,1,0,0,0,0,0,18.90305,18.90305,12,784
4,1,1,0,1,1,1,0,27,17,1,0,0,0,0,0,12.40611,12.40611,6,729
3,1,0,1,0,0,1,0,33,23,1,0,1,50,40,12.1857,24.37139,12.1857,12,1089
3,1,0,0,0,1,0,0,27,17,1,0,1,43,35,8.17628,26.61752,18.44123,14,729
2,0,0,0,1,0,0,0,30,19,1,0,1,52,40,16.80388,65.09534,48.29147,12,900
3,1,0,0,1,0,0,0,31,21,1,0,1,5,30,.64025,30.03917,29.39892,12,961
2,0,0,0,0,1,0,0,25,19,1,0,1,40,40,12.60553,27.31023,14.7047,13,625
5,1,0,0,0,1,0,0,34,18,1,0,0,0,0,0,25.20058,25.20058,10,1156
4,1,1,0,1,1,1,0,30,19,1,0,0,0,0,0,2.2776,2.2776,12,900
3,1,0,0,1,0,0,0,22,16,1,0,1,20,30,4.46074,27.14231,22.68156,10,484
3,1,0,1,0,0,1,0,26,17,1,0,0,0,0,0,52.48981,52.48981,10,676
2,0,1,0,1,1,1,0,28,19,1,0,0,0,0,0,52.48981,52.48981,14,784
3,1,0,0,1,0,0,0,33,18,1,0,1,52,40,18.90305,50.40116,31.49809,13,1089
2,0,0,1,0,0,1,0,31,23,1,0,0,0,0,0,37.79559,37.79559,14,961
2,0,0,1,0,0,1,0,34,23,1,0,1,52,55,14.05396,29.56686,15.51289,12,1156
3,1,1,0,1,1,1,0,35,21,1,0,0,0,0,0,52.42684,52.42684,12,1225
2,0,0,0,1,0,0,0,29,21,1,0,0,0,0,0,12.60553,12.60553,12,841
2,0,1,0,1,1,1,0,32,24,0,1,1,30,30,5.25843,25.63091,20.37247,12,1024
4,1,1,0,1,1,1,0,30,19,1,0,1,52,35,10.59033,26.47058,15.88024,15,900
4,1,0,0,1,0,0,0,29,16,1,0,1,52,40,18.90305,23.54222,4.63917,12,841
2,0,1,0,1,1,1,0,34,23,0,1,1,24,19,3.11727,32.51619,29.39892,12,1156
4,1,0,0,0,1,0,0,29,19,1,0,1,5,40,5.25843,43.05403,37.79559,12,841
4,1,0,1,0,0,1,0,29,16,1,0,0,0,0,0,27.50966,27.50966,12,841
2,0,0,0,1,0,0,0,35,22,1,0,0,0,0,0,39.89478,39.89478,12,1225
2,0,1,0,1,1,1,0,32,22,0,1,1,36,24,9.45677,156.4094,146.9526,16,1024
6,1,1,0,1,1,1,0,33,18,1,0,0,0,0,0,16.80388,16.80388,9,1089
2,0,0,1,0,0,1,0,23,19,1,0,1,52,40,15.46041,17.71702,2.25661,12,529
2,0,0,0,0,1,0,0,22,18,1,0,1,52,36,.53529,1.07058,.53529,12,484
2,0,0,0,1,0,0,0,26,18,1,0,1,52,40,4.92256,8.55413,3.63157,12,676
3,1,1,0,1,1,1,0,32,18,1,0,1,28,5,1.79479,26.99536,25.20058,10,1024
3,1,1,0,1,1,1,0,29,19,1,0,1,52,38,12.60553,42.08841,29.48289,12,841
5,1,0,0,1,0,0,0,30,15,1,0,0,0,0,0,50.39066,50.39066,10,900
2,0,1,0,1,1,1,0,32,23,0,1,0,0,0,0,11.13611,11.13611,12,1024
3,1,0,0,0,1,0,0,32,17,1,0,1,52,40,21.00222,42.00444,21.00222,12,1024
2,0,0,0,1,0,0,0,27,21,1,0,1,52,40,18.90305,48.30197,29.39892,14,729
2,0,0,0,1,0,0,0,30,19,1,0,1,50,35,31.49809,56.69866,25.20058,12,900
2,0,1,0,1,1,1,0,26,22,1,0,1,52,40,18.06338,55.859,37.79559,13,676
2,0,0,0,1,0,0,0,26,21,0,1,1,38,40,8.40719,25.27405,16.86686,14,676
2,0,0,1,0,0,1,0,31,23,1,0,1,52,38,41.78403,64.88544,23.10139,16,961
2,0,0,0,1,0,0,0,33,27,1,0,1,36,38,.17843,.5038,.32537,13,1089
2,0,1,0,1,1,1,0,25,19,1,0,1,15,20,1.06008,44.20859,43.1485,12,625
3,1,0,1,0,0,1,0,31,22,1,0,1,14,40,11.6819,61.51625,49.83438,14,961
2,0,1,0,1,1,1,0,29,21,1,0,1,40,35,8.40719,28.56975,20.16255,12,841
2,0,1,0,1,1,1,0,34,19,1,0,1,52,38,5.46834,19.38586,13.91752,11,1156
2,0,0,0,0,1,0,0,30,24,1,0,1,11,40,2.55049,18.11586,15.56537,4,900
2,0,0,1,0,0,1,0,21,15,1,0,1,52,40,13.23529,33.35584,20.12058,12,441
2,0,1,0,1,1,1,0,29,20,1,0,1,36,40,18.90305,48.30197,29.39892,16,841
2,0,0,0,1,0,0,0,26,22,1,0,1,16,40,8.82702,31.94941,23.12239,16,676
4,1,0,0,0,1,0,0,24,15,1,0,0,0,0,0,.43033,.43033,10,576
5,1,0,0,1,0,0,0,35,17,1,0,1,52,40,21.00222,69.08375,48.08156,13,1225
2,0,0,1,0,0,1,0,34,21,1,0,1,52,40,21.00222,50.53759,29.53536,12,1156
3,1,1,0,1,1,1,0,33,20,1,0,1,33,15,2.73942,66.33389,63.59444,12,1089
2,0,0,0,1,0,0,0,35,21,0,1,0,0,0,0,37.43875,37.43875,12,1225
3,1,0,1,0,0,1,0,29,20,1,0,1,50,40,6.28702,22.79702,16.51,12,841
2,0,1,0,1,1,1,0,31,22,1,0,0,0,0,0,11.55595,11.55595,13,961
3,1,0,0,1,0,0,0,33,17,1,0,0,0,0,0,35.81188,35.81188,13,1089
3,1,0,0,0,1,0,0,26,18,0,1,1,22,60,.64025,25.84081,25.20058,12,676
3,1,0,0,0,1,0,0,31,19,1,0,0,0,0,0,22.51363,22.51363,10,961
4,1,0,0,0,1,0,0,33,16,1,0,1,50,40,14.7047,15.82777,1.12306,10,1089
2,0,0,0,0,1,0,0,28,20,1,0,0,0,0,0,44.09313,44.09313,12,784
3,1,1,0,1,1,1,0,31,23,1,0,1,52,40,18.90305,46.20278,27.29975,12,961
2,0,0,0,1,0,0,0,31,20,1,0,1,52,40,13.10934,38.30991,25.20058,12,961
2,0,1,0,1,1,1,0,28,21,1,0,0,0,0,0,27.29975,27.29975,13,784
2,0,0,0,1,0,0,0,30,21,1,0,1,52,40,35.67544,72.65238,36.97694,12,900
3,1,0,0,0,1,0,0,30,20,1,0,1,20,40,4.20884,21.01272,16.80388,0,900
4,1,0,0,1,0,0,0,33,16,1,0,1,32,40,13.02537,34.86725,21.84189,12,1089
2,0,0,0,0,1,0,0,28,23,1,0,1,52,35,4.20884,24.95917,20.75033,13,784
3,1,1,0,1,1,1,0,27,20,0,1,1,40,40,8.40719,39.90528,31.49809,11,729
2,0,0,0,1,0,0,0,28,18,1,0,0,0,0,0,31.49809,31.49809,12,784
3,1,1,0,1,1,1,0,29,21,1,0,1,52,35,8.40719,33.60775,25.20058,12,841
4,1,0,1,0,0,1,0,30,22,1,0,0,0,0,0,9.246861,9.246861,12,900
2,0,0,0,1,0,0,0,32,18,1,0,1,52,40,19.11297,157.438,138.325,16,1024
4,1,0,1,0,0,1,0,35,25,0,1,0,0,0,0,50.56906,50.56906,16,1225
3,1,0,0,0,1,0,0,34,19,0,1,1,52,36,6.45496,43.22197,36.767,14,1156
3,1,0,0,1,0,0,0,24,16,1,0,0,0,0,0,16.12165,16.12165,7,576
3,1,0,1,0,0,1,0,29,20,0,1,0,0,0,0,83.97744,83.97744,16,841
2,0,0,0,1,0,0,0,25,19,1,0,0,0,0,0,19.63777,19.63777,10,625
5,1,0,1,0,0,1,0,22,15,1,0,0,0,0,0,36.767,36.767,8,484
3,1,0,1,0,0,1,0,35,17,1,0,1,50,40,11.89181,30.79488,18.90305,12,1225
2,0,1,0,1,1,1,0,32,27,1,0,1,52,40,18.90305,50.40116,31.49809,12,1024
3,1,1,0,1,1,1,0,35,23,1,0,1,37,40,20.16255,76.85069,56.68816,16,1225
3,1,0,0,0,1,0,0,32,17,1,0,1,20,12,2.31959,16.33156,14.01198,7,1024
2,0,0,0,1,0,0,0,28,21,1,0,1,35,43,11.55595,53.54991,41.99394,13,784
2,0,1,0,1,1,1,0,34,19,0,1,0,0,0,0,12.62652,12.62652,8,1156
2,0,1,0,1,1,1,0,29,19,1,0,1,36,20,4.62868,29.82925,25.20058,12,841
2,0,0,1,0,0,1,0,29,23,1,0,1,30,40,11.76587,34.62584,22.86,14,841
3,1,1,0,1,1,1,0,32,27,1,0,1,12,36,.2624,6.8643,6.6019,12,1024
2,0,0,0,0,1,0,0,24,18,1,0,1,30,40,5.88818,11.9443,6.05611,12,576
3,1,0,0,0,1,0,0,35,26,0,1,0,0,0,0,71.38239,71.38239,14,1225
4,1,1,0,1,1,1,0,35,18,1,0,1,40,40,10.9262,27.31023,16.38405,14,1225
2,0,0,0,0,1,0,0,30,24,1,0,0,0,0,0,27.29975,27.29975,13,900
2,0,0,0,0,1,0,0,34,23,1,0,1,38,40,29.39892,72.2535,42.85463,17,1156
2,0,0,1,0,0,1,0,26,19,0,1,0,0,0,0,18.14734,18.14734,13,676
3,1,0,0,1,0,0,0,30,18,1,0,1,52,40,14.7047,29.40941,14.7047,12,900
4,1,0,0,1,0,0,0,32,21,1,0,1,50,32,19.95264,40.95488,21.00222,12,1024
2,0,0,1,0,0,1,0,31,20,0,1,1,12,40,3.15926,24.17197,21.01272,7,961
4,1,0,1,0,0,1,0,34,18,1,0,1,52,40,19.74272,47.04247,27.29975,12,1156
2,0,0,0,1,0,0,0,31,16,1,0,1,52,40,25.20058,62.79675,37.59619,12,961
2,0,0,0,0,1,0,0,29,24,0,1,1,7,40,1.89975,2.98083,1.08107,12,841
4,1,0,0,0,1,0,0,34,17,1,0,1,25,28,15.92223,33.20891,17.28669,12,1156
2,0,1,0,1,1,1,0,25,19,1,0,1,52,40,25.20058,46.08734,20.88677,12,625
3,1,1,0,1,1,1,0,31,20,1,0,1,12,42,3.78901,56.48875,52.69975,14,961
2,0,0,0,0,1,0,0,34,23,1,0,1,36,40,6.30802,31.50859,25.20058,14,1156
2,0,0,0,0,1,0,0,28,18,1,0,1,50,40,13.42421,13.89652,.47231,12,784
2,0,0,1,0,0,1,0,33,20,0,1,1,52,40,21.00222,39.90528,18.90305,12,1089
2,0,0,0,0,1,0,0,27,16,1,0,1,52,35,10.50636,31.50859,21.00222,10,729
2,0,0,0,0,1,0,0,34,23,0,1,0,0,0,0,46.19231,46.19231,12,1156
2,0,0,0,0,1,0,0,26,18,1,0,1,36,40,8.40719,42.00444,33.59725,12,676
3,1,0,0,1,0,0,0,27,18,1,0,1,14,17,.30438,17.10825,16.80388,8,729
2,0,0,1,0,0,1,0,30,21,0,1,1,52,40,20.75033,56.44675,35.69644,12,900
2,0,0,1,0,0,1,0,25,16,1,0,1,52,40,6.30802,23.11189,16.80388,13,625
2,0,0,0,0,1,0,0,31,22,1,0,1,40,40,25.20058,50.40116,25.20058,12,961
5,1,0,0,0,1,0,0,29,20,1,0,1,2,40,.55628,25.75686,25.20058,9,841
3,1,0,1,0,0,1,0,33,19,1,0,1,52,33,11.13611,34.06956,22.93347,12,1089
4,1,0,1,0,0,1,0,22,15,1,0,0,0,0,0,17.85347,17.85347,9,484
2,0,1,0,1,1,1,0,34,29,0,1,1,52,40,5.48934,13.93851,8.44917,4,1156
3,1,0,0,1,0,0,0,30,22,1,0,0,0,0,0,100.7708,100.7708,15,900
2,0,0,1,0,0,1,0,34,23,0,1,1,52,40,.68223,27.26825,27.26825,12,1156
4,1,0,0,1,0,0,0,25,18,1,0,0,0,0,0,15.14553,15.14553,10,625
2,0,0,0,0,1,0,0,26,19,1,0,1,52,40,16.59395,35.497,18.90305,11,676
4,1,0,0,0,1,0,0,27,18,1,0,0,0,0,0,11.9128,11.9128,10,729
2,0,0,0,0,1,0,0,35,28,0,1,1,7,37,1.62686,33.13544,31.50859,13,1225
2,0,0,1,0,0,1,0,33,25,1,0,1,52,37,29.39892,67.1945,37.79559,17,1089
3,1,1,0,1,1,1,0,35,20,1,0,1,52,30,9.45677,23.51073,14.05396,12,1225
2,0,0,1,0,0,1,0,27,18,1,0,1,32,38,10.50636,23.11189,12.60553,12,729
