cusip,merger,employ,return,patents,patentsg,stckpr,rnd,rndeflt,rndstck,sales,sic,year,y72,y73,y74,y75,y76,y77,y78,y79,y80,y81,lrnd,lsales,lpat,rnd_1,rnd_2,rnd_3,rnd_4,rnd_5,lrnd_1,lrnd_2,lrnd_3,lrnd_4,lrnd_5,clpat,clrnd,clrnd_1,clrnd_2,clrnd_3,clrnd_4,clrnd_5,clsales,lrnd_6,lrnd_7,lrnd_8,lrnd_9
235811,0,36.500,8.212667,16,18,25.75,31.69257,18.44736,135.0206,2761.133,3714,79,0,0,0,0,0,0,0,1,0,0,3.487148,7.923396,2.833213,27.49654,20.5143,17.5096,14.58701,14.11995,3.349782,3.068718,2.918289,2.746438,2.716015,-.4626236,.1373653,.2810647,.1504283,.1718514,.0304229,.0818236,.2035317,2.634192,2.399477,,
235811,0,37.300,5.701956,14,27,21.375,32.33792,17.293,159.5299,2524.008,3714,80,0,0,0,0,0,0,0,0,1,0,3.506696,7.833603,2.70805,31.69257,27.49654,20.5143,17.5096,14.58701,3.487148,3.349782,3.068718,2.918289,2.746438,-.1251631,.0195477,.1373653,.2810647,.1504283,.1718514,.0304229,-.0897927,2.716015,2.634192,2.399477,
235811,0,35.200,8.669013,0,16,29.5,36.78897,18.30298,180.3849,2711.078,3714,81,0,0,0,0,0,0,0,0,0,1,3.632017,7.905102,0,32.33792,31.69257,27.49654,20.5143,17.5096,3.506696,3.487148,3.349782,3.068718,2.918289,-2.70805,.1253219,.0195477,.1373653,.2810647,.1504283,.1718514,.0714984,2.746438,2.716015,2.634192,2.399477
244199,0,45.063,10.62195,75,64,45.75,61.3992,61.3992,322.4424,1500.245,3520,72,1,0,0,0,0,0,0,0,0,0,4.133553,7.313384,4.330733,,,,,,,,,,,,,,,,,,,,,,
244199,0,50.058,11.68652,60,87,50.5,74.00171,69.55048,357.323,2002.991,3520,73,0,1,0,0,0,0,0,0,0,0,4.317511,7.602397,4.110874,61.3992,,,,,4.133553,,,,,-.2198596,.1839585,,,,,,.2890134,,,,
244199,0,55.962,8.082914,63,83,42.625,86.01746,73.51923,414.9761,2495.086,3520,74,0,0,1,0,0,0,0,0,0,0,4.466109,7.822078,4.158883,74.00171,61.3992,,,,4.317511,4.133553,,,,.0480094,.1485977,.1839585,,,,,.2196813,,,,
244199,0,53.794,9.787816,86,61,51.875,98.01788,76.2785,482.0662,2955.201,3520,75,0,0,0,1,0,0,0,0,0,0,4.595301,7.991322,4.465908,86.01746,74.00171,61.3992,,,4.466109,4.317511,4.133553,,,.307025,.1291919,.1485977,.1839585,,,,.1692438,,,,
244199,0,55.242,10.98527,68,80,31.625,108.3586,79.61682,537.6519,3133.787,3520,76,0,0,0,0,1,0,0,0,0,0,4.694632,8.049997,4.234107,98.01788,86.01746,74.00171,61.3992,,4.595301,4.466109,4.317511,4.133553,,-.2318015,.0993314,.1291919,.1485977,.1839585,,,.0586753,,,,
244199,0,58.596,10.72802,49,69,24.75,137.5752,94.29419,606.3662,3604.047,3520,77,0,0,0,0,0,1,0,0,0,0,4.931413,8.189813,3.912023,108.3586,98.01788,86.01746,74.00171,61.3992,4.694632,4.595301,4.466109,4.317511,4.133553,-.3220835,.2367811,.0993314,.1291919,.1485977,.1839585,,.1398153,,,,
244199,0,59.208,10.01599,78,48,34.625,154.983,98.52704,703.7227,4154.945,3520,78,0,0,0,0,0,0,1,0,0,0,5.049747,8.332054,4.369448,137.5752,108.3586,98.01788,86.01746,74.00171,4.931413,4.694632,4.595301,4.466109,4.317511,.4574246,.1183343,.2367811,.0993314,.1291919,.1485977,.1839585,.1422415,4.133553,,,
244199,0,65.392,9.273809,81,44,39.125,188.0908,109.4825,822.5229,4933.102,3520,79,0,0,0,0,0,0,0,1,0,0,5.242228,8.503723,4.406719,154.983,137.5752,108.3586,98.01788,86.01746,5.049747,4.931413,4.694632,4.595301,4.466109,.0372715,.1924801,.1183343,.2367811,.0993314,.1291919,.1485977,.171669,4.317511,4.133553,,
244199,0,61.039,7.024717,61,74,48,231.464,123.7775,966.4141,5469.816,3520,80,0,0,0,0,0,0,0,0,1,0,5.448735,8.607,4.127134,188.0908,154.983,137.5752,108.3586,98.01788,5.242228,5.049747,4.931413,4.694632,4.595301,-.2795849,.2065077,.1924801,.1183343,.2367811,.0993314,.1291919,.1032772,4.466109,4.317511,4.133553,
244199,0,60.857,7.947028,10,77,35.5,239.8816,119.3441,1130.915,5446.719,3520,81,0,0,0,0,0,0,0,0,0,1,5.484305,8.602769,2.397895,231.464,188.0908,154.983,137.5752,108.3586,5.448735,5.242228,5.049747,4.931413,4.694632,-1.729239,.0355701,.2065077,.1924801,.1183343,.2367811,.0993314,-.0042315,4.595301,4.466109,4.317511,4.133553
252741,0,10.184,5.736861,39,37,21,11.65771,11.65771,65.82428,617.3364,2800,72,1,0,0,0,0,0,0,0,0,0,2.538267,6.425414,3.688879,,,,,,,,,,,,,,,,,,,,,,
252741,0,9.295,6.114512,35,39,26.5,12.04378,11.31934,72.01117,651.0918,2800,73,0,1,0,0,0,0,0,0,0,0,2.568311,6.478651,3.583519,11.65771,,,,,2.538267,,,,,-.1053605,.0300443,,,,,,.0532365,,,,
252741,0,9.793,7.928997,33,33,21.5,14.26031,12.18829,80.47882,965.2456,2800,74,0,0,1,0,0,0,0,0,0,0,2.725255,6.872383,3.526361,12.04378,11.65771,,,,2.568311,2.538267,,,,-.0571585,.156944,.0300443,,,,,.3937321,,,,
252741,0,10.261,8.574253,44,39,53.375,19.56136,15.22285,90.83051,1129.348,2800,75,0,0,0,1,0,0,0,0,0,0,3.023413,7.029396,3.806663,14.26031,12.04378,11.65771,,,2.725255,2.568311,2.538267,,,.280302,.2981582,.156944,.0300443,,,,.1570129,,,,
252741,0,10.534,8.909708,41,46,34.25,24.03949,17.66312,102.4546,1356.552,2800,76,0,0,0,0,1,0,0,0,0,0,3.220454,7.212701,3.73767,19.56136,14.26031,12.04378,11.65771,,3.023413,2.725255,2.568311,2.538267,,-.0689929,.1970408,.2981582,.156944,.0300443,,,.1833057,,,,
252741,0,11.279,9.456903,55,42,29.625,29.28589,20.07259,119.1894,1530.382,2800,77,0,0,0,0,0,1,0,0,0,0,3.410682,7.333272,4.025352,24.03949,19.56136,14.26031,12.04378,11.65771,3.220454,3.023413,2.725255,2.568311,2.538267,.2876818,.1902277,.1970408,.2981582,.156944,.0300443,,.1205711,,,,
252741,0,11.644,8.055311,43,62,19.25,36.1265,22.96663,140.7437,1677.602,2800,78,0,0,0,0,0,0,1,0,0,0,3.614331,7.42512,3.78419,29.28589,24.03949,19.56136,14.26031,12.04378,3.410682,3.220454,3.023413,2.725255,2.568311,-.2411618,.2036488,.1902277,.1970408,.2981582,.156944,.0300443,.0918479,2.538267,,,
252741,0,12.441,8.940297,33,33,31.5,41.83252,24.34952,170.1063,2356.855,2800,79,0,0,0,0,0,0,0,1,0,0,3.757298,7.765084,3.526361,36.1265,29.28589,24.03949,19.56136,14.26031,3.614331,3.410682,3.220454,3.023413,2.725255,-.2578292,.1429667,.2036488,.1902277,.1970408,.2981582,.156944,.3399634,2.568311,2.538267,,
252741,0,12.654,9.350145,30,36,35.375,50.02249,26.75,203.0579,3143.039,2800,80,0,0,0,0,0,0,0,0,1,0,3.932266,8.052945,3.433987,41.83252,36.1265,29.28589,24.03949,19.56136,3.757298,3.614331,3.410682,3.220454,3.023413,-.0923734,.174969,.1429667,.2036488,.1902277,.1970408,.2981582,.2878613,2.725255,2.568311,2.538267,
252741,0,13.545,9.858841,15,43,25.375,52.6637,26.20084,239.1189,3376.213,2800,81,0,0,0,0,0,0,0,0,0,1,3.982737,8.12451,2.772589,50.02249,41.83252,36.1265,29.28589,24.03949,3.932266,3.757298,3.614331,3.410682,3.220454,-.6613984,.0504704,.174969,.1429667,.2036488,.1902277,.1970408,.0715647,3.023413,2.725255,2.568311,2.538267
266867,0,2.000,10.75436,3,4,15.57874,.9882236,.9882236,4.754906,38.23499,3640,72,1,0,0,0,0,0,0,0,0,0,.6872416,3.643751,1.386294,,,,,,,,,,,,,,,,,,,,,,
266867,0,2.000,8.245176,2,1,7.467495,.9242101,.8686185,5.357414,42.01596,3640,73,0,1,0,0,0,0,0,0,0,0,.6545155,3.73805,1.098612,.9882236,,,,,.6872416,,,,,-.2876821,-.032726,,,,,,.0942986,,,,
266867,0,2.000,4.420891,3,3,4.634995,.8665805,.7406669,6.018272,44.38397,3640,74,0,0,1,0,0,0,0,0,0,0,.6241081,3.792878,1.386294,.9242101,.9882236,,,,.6545155,.6872416,,,,.2876821,-.0304074,-.032726,,,,,.0548289,,,,
266867,0,1.900,7.653469,4,6,6.051197,.8062487,.6274304,6.572819,45.32098,3640,75,0,0,0,1,0,0,0,0,0,0,.5912521,3.81377,1.609438,.8665805,.9242101,.9882236,,,.6241081,.6545155,.6872416,,,.2231436,-.032856,-.0304074,-.032726,,,,.0208917,,,,
266867,0,1.900,6.690812,2,2,7.279999,.8397431,.6170044,6.769199,47.85199,3640,76,0,0,0,0,1,0,0,0,0,0,.6096259,3.868113,1.098612,.8062487,.8665805,.9242101,.9882236,,.5912521,.6241081,.6545155,.6872416,,-.5108256,.0183738,-.032856,-.0304074,-.032726,,,.0543427,,,,
266867,0,1.875,6.093651,2,2,10.92,.9477019,.6495557,7.071762,49.39697,3640,77,0,0,0,0,0,1,0,0,0,0,.6666502,3.899889,1.098612,.8397431,.8062487,.8665805,.9242101,.9882236,.6096259,.5912521,.6241081,.6545155,.6872416,0,.0570242,.0183738,-.032856,-.0304074,-.032726,,.0317764,,,,
266867,0,1.800,4.673848,8,1,9.619995,1.024857,.6515298,7.499359,52.79797,3640,78,0,0,0,0,0,0,1,0,0,0,.7054989,3.966473,2.197225,.9477019,.8397431,.8062487,.8665805,.9242101,.6666502,.6096259,.5912521,.6241081,.6545155,1.098612,.0388487,.0570242,.0183738,-.032856,-.0304074,-.032726,.0665836,.6872416,,,
266867,0,1.800,2.449881,2,3,15.46999,1.174728,.6837773,8.081017,56.84396,3640,79,0,0,0,0,0,0,0,1,0,0,.7769038,4.04031,1.098612,1.024857,.9477019,.8397431,.8062487,.8665805,.7054989,.6666502,.6096259,.5912521,.6241081,-1.098612,.0714049,.0388487,.0570242,.0183738,-.032856,-.0304074,.073837,.6545155,.6872416,,
266867,0,1.800,2.576983,1,4,16.50998,1.301573,.6960278,8.761467,60.67798,3640,80,0,0,0,0,0,0,0,0,1,0,.8335927,4.105581,.6931472,1.174728,1.024857,.9477019,.8397431,.8062487,.7769038,.7054989,.6666502,.6096259,.5912521,-.4054651,.0566889,.0714049,.0388487,.0570242,.0183738,-.032856,.0652709,.6241081,.6545155,.6872416,
266867,0,1.800,2.937426,1,7,11.43999,1.399611,.6963243,9.396782,63.76401,3640,81,0,0,0,0,0,0,0,0,0,1,.8753068,4.155189,.6931472,1.301573,1.174728,1.024857,.9477019,.8397431,.8335927,.7769038,.7054989,.6666502,.6096259,0,.0417141,.0566889,.0714049,.0388487,.0570242,.0183738,.0496082,.5912521,.6241081,.6545155,.6872416
268039,0,3.129,.0566374,17,21,2,.4136677,.4136677,9.596298,65.36597,3630,72,1,0,0,0,0,0,0,0,0,0,.3461875,4.180002,2.890372,,,,,,,,,,,,,,,,,,,,,,
268039,0,2.600,-1.82166,4,19,.375,.3855076,.362319,9.128685,72.85199,3630,73,0,1,0,0,0,0,0,0,0,0,.3260666,4.28843,1.609438,.4136677,,,,,.3461875,,,,,-1.280934,-.020121,,,,,,.108428,,,,
268039,0,2.500,-3.208518,1,15,.375,.5996661,.5125351,8.947922,90.58997,3630,74,0,0,1,0,0,0,0,0,0,0,.4697949,4.506343,.6931472,.3855076,.4136677,,,,.3260666,.3461875,,,,-.9162908,.1437284,-.020121,,,,,.2179136,,,,
268039,0,2.300,14.11841,5,3,3.5,.7502503,.5838523,9.015671,105.681,3630,75,0,0,0,1,0,0,0,0,0,0,.5597588,4.660425,1.791759,.5996661,.3855076,.4136677,,,.4697949,.3260666,.3461875,,,1.098612,.0899639,.1437284,-.020121,,,,.1540813,,,,
268039,0,2.200,11.79929,3,5,5.75,.9997339,.7345586,8.908508,107.115,3630,76,0,0,0,0,1,0,0,0,0,0,.6930141,4.673903,1.386294,.7502503,.5996661,.3855076,.4136677,,.5597588,.4697949,.3260666,.3461875,,-.4054651,.1332553,.0899639,.1437284,-.020121,,,.0134783,,,,
268039,0,2.000,7.763153,2,2,4.875,.9686909,.6639414,9.193596,120.033,3630,77,0,0,0,0,0,1,0,0,0,0,.6773688,4.787766,1.098612,.9997339,.7502503,.5996661,.3855076,.4136677,.6930141,.5597588,.4697949,.3260666,.3461875,-.2876821,-.0156453,.1332553,.0899639,.1437284,-.020121,,.1138635,,,,
268039,0,1.985,5.95192,3,3,5,1.08088,.6871467,9.465706,138.616,3630,78,0,0,0,0,0,0,1,0,0,0,.7327909,4.931707,1.386294,.9686909,.9997339,.7502503,.5996661,.3855076,.6773688,.6930141,.5597588,.4697949,.3260666,.2876821,.0554221,-.0156453,.1332553,.0899639,.1437284,-.020121,.1439409,.3461875,,,
268039,0,2.200,2.814363,2,2,6.375,.9447899,.5499358,9.967491,130.4729,3630,79,0,0,0,0,0,0,0,1,0,0,.6651539,4.871166,1.098612,1.08088,.9686909,.9997339,.7502503,.5996661,.7327909,.6773688,.6930141,.5597588,.4697949,-.2876821,-.067637,.0554221,-.0156453,.1332553,.0899639,.1437284,-.0605416,.3260666,.3461875,,
268039,0,2.150,12.51856,1,2,8.5,1.151349,.615695,10.25764,145.3469,3630,80,0,0,0,0,0,0,0,0,1,0,.7660951,4.979124,.6931472,.9447899,1.08088,.9686909,.9997339,.7502503,.6651539,.7327909,.6773688,.6930141,.5597588,-.4054651,.1009412,-.067637,.0554221,-.0156453,.1332553,.0899639,.1079578,.4697949,.3260666,.3461875,
268039,0,2.187,6.563192,2,2,7,1.199598,.5968156,10.60145,152.58,3630,81,0,0,0,0,0,0,0,0,0,1,.7882748,5.027689,1.098612,1.151349,.9447899,1.08088,.9686909,.9997339,.7660951,.6651539,.7327909,.6773688,.6930141,.4054651,.0221797,.1009412,-.067637,.0554221,-.0156453,.1332553,.0485654,.5597588,.4697949,.3260666,.3461875
277461,0,114.800,14.15918,387,626,148.375,214.9758,214.9758,962.0337,3477.764,3861,72,1,0,0,0,0,0,0,0,0,0,5.375166,8.154144,5.961005,,,,,,,,,,,,,,,,,,,,,,
277461,0,120.700,13.20133,264,524,116,248.3438,233.4058,1099.936,4035.52,3861,73,0,1,0,0,0,0,0,0,0,0,5.518833,8.302891,5.57973,214.9758,,,,,5.375166,,,,,-.3812752,.1436663,,,,,,.1487465,,,,
277461,0,124.100,10.36757,236,383,62.875,273.5535,233.8066,1300.026,4583.629,3861,74,0,0,1,0,0,0,0,0,0,0,5.615146,8.430246,5.46806,248.3438,214.9758,,,,5.518833,5.375166,,,,-.11167,.0963135,.1436663,,,,,.1273556,,,,
277461,0,124.000,9.534651,213,284,106.125,313.0376,243.6093,1514.669,4958.531,3861,75,0,0,0,1,0,0,0,0,0,0,5.749513,8.508864,5.365976,273.5535,248.3438,214.9758,,,5.615146,5.518833,5.375166,,,-.1020842,.1343665,.0963135,.1436663,,,,.078618,,,,
277461,0,127.000,9.555554,239,213,86,335.3853,246.4257,1694.648,5438.168,3861,76,0,0,0,0,1,0,0,0,0,0,5.818257,8.601197,5.480639,313.0376,273.5535,248.3438,214.9758,,5.749513,5.615146,5.518833,5.375166,,.1146631,.0687442,.1343665,.0963135,.1436663,,,.0923328,,,,
277461,0,123.700,8.992773,254,249,51.125,351.3362,240.8063,1904.682,5966.98,3861,77,0,0,0,0,0,1,0,0,0,0,5.864586,8.693996,5.541264,335.3853,313.0376,273.5535,248.3438,214.9758,5.818257,5.749513,5.615146,5.518833,5.375166,.0606246,.046329,.0687442,.1343665,.0963135,.1436663,,.0927992,,,,
277461,0,124.800,10.14385,256,224,58.625,388.8057,247.1747,2123.369,7012.918,3861,78,0,0,0,0,0,0,1,0,0,0,5.965648,8.855509,5.549076,351.3362,335.3853,313.0376,273.5535,248.3438,5.864586,5.818257,5.749513,5.615146,5.518833,.0078125,.1010623,.046329,.0687442,.1343665,.0963135,.1436663,.1615124,5.375166,,,
277461,0,126.300,9.077442,268,221,48.125,458.9307,267.1304,2395.789,8028.227,3861,79,0,0,0,0,0,0,0,1,0,0,6.131076,8.990719,5.594711,388.8057,351.3362,335.3853,313.0376,273.5535,5.965648,5.864586,5.818257,5.749513,5.615146,.0456352,.1654277,.1010623,.046329,.0687442,.1343665,.0963135,.13521,5.518833,5.375166,,
277461,0,129.500,9.331184,214,258,69.75,521.1099,278.6685,2718.021,9734.297,3861,80,0,0,0,0,0,0,0,0,1,0,6.257878,9.183411,5.370638,458.9307,388.8057,351.3362,335.3853,313.0376,6.131076,5.965648,5.864586,5.818257,5.749513,-.2240734,.126802,.1654277,.1010623,.046329,.0687442,.1343665,.1926918,5.615146,5.518833,5.375166,
277461,0,136.400,8.589673,97,302,71.125,614.8145,305.8777,3041.152,10337,3861,81,0,0,0,0,0,0,0,0,0,1,6.422945,9.243484,4.584968,521.1099,458.9307,388.8057,351.3362,335.3853,6.257878,6.131076,5.965648,5.864586,5.818257,-.7856703,.1650677,.126802,.1654277,.1010623,.046329,.0687442,.0600739,5.749513,5.615146,5.518833,5.375166
278058,0,45.335,9.061318,87,107,40.375,25.02521,25.02521,129.631,1223.068,3714,72,1,0,0,0,0,0,0,0,0,0,3.259066,7.109118,4.477337,,,,,,,,,,,,,,,,,,,,,,
278058,0,50.134,7.940638,114,112,25.875,30.26485,28.4444,144.0178,1550.146,3714,73,0,1,0,0,0,0,0,0,0,0,3.442494,7.346105,4.744932,25.02521,,,,,3.259066,,,,,.2675953,.1834288,,,,,,.2369866,,,,
278058,0,50.225,4.539597,105,120,19.375,29.85074,25.51343,167.7372,1759.668,3714,74,0,0,1,0,0,0,0,0,0,0,3.429161,7.47288,4.663439,30.26485,25.02521,,,,3.442494,3.259066,,,,-.0814929,-.0133338,.1834288,,,,,.1267757,,,,
278058,0,43.346,5.77538,95,113,29.75,26.0051,20.23743,189.4513,1558.294,3714,75,0,0,0,1,0,0,0,0,0,0,3.296026,7.351347,4.564348,29.85074,30.26485,25.02521,,,3.429161,3.442494,3.259066,,,-.0990911,-.1331351,-.0133338,.1834288,,,,-.1215334,,,,
278058,0,45.746,7.619947,107,86,43.875,28.44719,20.90169,198.043,1808.128,3714,76,0,0,0,0,1,0,0,0,0,0,3.382598,7.500047,4.682131,26.0051,29.85074,30.26485,25.02521,,3.296026,3.429161,3.442494,3.259066,,.1177831,.0865729,-.1331351,-.0133338,.1834288,,,.1487002,,,,
278058,0,46.942,8.418936,98,109,36.5,31.03104,21.26871,211.0547,2110.898,3714,77,0,0,0,0,0,1,0,0,0,0,3.466705,7.654869,4.59512,28.44719,26.0051,29.85074,30.26485,25.02521,3.382598,3.296026,3.429161,3.442494,3.259066,-.0870113,.0841069,.0865729,-.1331351,-.0133338,.1834288,,.1548219,,,,
278058,1,60.809,8.774072,118,86,34.75,47.04315,29.90665,226.7761,2790.52,3714,78,0,0,0,0,0,0,1,0,0,0,3.8721,7.933983,4.779123,31.03104,28.44719,26.0051,29.85074,30.26485,3.466705,3.382598,3.296026,3.429161,3.442494,.1840034,.4053943,.0841069,.0865729,-.1331351,-.0133338,.1834288,.2791138,3.259066,,,
278058,0,57.755,10.52775,94,80,25.625,67.34021,39.19684,261.8931,3359.912,3714,79,0,0,0,0,0,0,0,1,0,0,4.224498,8.11967,4.553877,47.04315,31.03104,28.44719,26.0051,29.85074,3.8721,3.466705,3.382598,3.296026,3.429161,-.2252464,.3523986,.4053943,.0841069,.0865729,-.1331351,-.0133338,.1856871,3.442494,3.259066,,
278058,0,50.358,9.265018,76,108,28.5,74.41541,39.79431,315.8289,3176.465,3714,80,0,0,0,0,0,0,0,0,1,0,4.323011,8.063524,4.343805,67.34021,47.04315,31.03104,28.44719,26.0051,4.224498,3.8721,3.466705,3.382598,3.296026,-.2100716,.0985131,.3523986,.4053943,.0841069,.0865729,-.1331351,-.0561457,3.429161,3.442494,3.259066,
278058,0,48.933,7.746017,14,98,31.875,94.06921,46.80063,368.2688,3165.316,3714,81,0,0,0,0,0,0,0,0,0,1,4.554605,8.060008,2.70805,74.41541,67.34021,47.04315,31.03104,28.44719,4.323011,4.224498,3.8721,3.466705,3.382598,-1.635755,.2315936,.0985131,.3523986,.4053943,.0841069,.0865729,-.0035162,3.296026,3.429161,3.442494,3.259066
286065,0,1.200,12.25725,5,5,28.25,1.358932,1.358932,2.442211,26.295,3622,72,1,0,0,0,0,0,0,0,0,0,.8582088,3.269379,1.791759,,,,,,,,,,,,,,,,,,,,,,
286065,0,1.200,9.131307,6,3,20.125,1.700224,1.597955,3.65851,28.85898,3622,73,0,1,0,0,0,0,0,0,0,0,.9933347,3.362421,1.94591,1.358932,,,,,.8582088,,,,,.1541506,.1351259,,,,,,.0930424,,,,
286065,0,0.900,2.547282,2,9,9.75,1.483233,1.267721,5.284332,28.493,3622,74,0,0,1,0,0,0,0,0,0,0,.9095615,3.349658,1.098612,1.700224,1.358932,,,,.9933347,.8582088,,,,-.8472978,-.0837732,.1351259,,,,,-.0127628,,,,
286065,0,0.875,7.243776,3,1,12.875,1.739487,1.353685,6.564861,27.64998,3622,75,0,0,0,1,0,0,0,0,0,0,1.007771,3.319625,1.386294,1.483233,1.700224,1.358932,,,.9095615,.9933347,.8582088,,,.2876821,.098209,-.0837732,.1351259,,,,-.0300333,,,,
286065,0,0.840,9.109694,2,4,17.25,1.265609,.9299107,7.749916,32.37198,3622,76,0,0,0,0,1,0,0,0,0,0,.8178435,3.477293,1.098612,1.739487,1.483233,1.700224,1.358932,,1.007771,.9095615,.9933347,.8582088,,-.2876821,-.189927,.098209,-.0837732,.1351259,,,.1576684,,,,
286065,0,0.875,10.42931,2,1,20.25,1.388956,.9519925,8.423042,33.06,3622,77,0,0,0,0,0,1,0,0,0,0,.8708565,3.498324,1.098612,1.265609,1.739487,1.483233,1.700224,1.358932,.8178435,1.007771,.9095615,.9933347,.8582088,0,.053013,-.189927,.098209,-.0837732,.1351259,,.0210307,,,,
286065,0,0.880,11.05222,0,3,28,1.828757,1.162592,9.212448,35.10498,3622,78,0,0,0,0,0,0,1,0,0,0,1.039837,3.558343,0,1.388956,1.265609,1.739487,1.483233,1.700224,.8708565,.8178435,1.007771,.9095615,.9933347,-1.098612,.168981,.053013,-.189927,.098209,-.0837732,.1351259,.060019,.8582088,,,
286065,0,0.880,7.045639,3,1,28.75,1.61465,.9398427,10.54903,36.62198,3622,79,0,0,0,0,0,0,0,1,0,0,.9611301,3.600649,1.386294,1.828757,1.388956,1.265609,1.739487,1.483233,1.039837,.8708565,.8178435,1.007771,.9095615,1.386294,-.0787073,.168981,.053013,-.189927,.098209,-.0837732,.0423057,.9933347,.8582088,,
286065,0,1.168,10.27283,0,0,33.875,1.75607,.9390755,11.52598,42.84396,3622,80,0,0,0,0,0,0,0,0,1,0,1.013806,3.757565,0,1.61465,1.828757,1.388956,1.265609,1.739487,.9611301,1.039837,.8708565,.8178435,1.007771,-1.386294,.0526756,-.0787073,.168981,.053013,-.189927,.098209,.1569161,.9095615,.9933347,.8582088,
286065,0,1.008,7.633579,0,4,25.25,1.791408,.8912477,12.40918,45.38098,3622,81,0,0,0,0,0,0,0,0,0,1,1.026546,3.815093,0,1.75607,1.61465,1.828757,1.388956,1.265609,1.013806,.9611301,1.039837,.8708565,.8178435,0,.0127403,.0526756,-.0787073,.168981,.053013,-.189927,.0575283,1.007771,.9095615,.9933347,.8582088
296659,0,1.150,9.695846,2,9,10,.4506385,.4506385,2.759705,63.87097,3640,72,1,0,0,0,0,0,0,0,0,0,.3720038,4.156865,1.098612,,,,,,,,,,,,,,,,,,,,,,
296659,0,1.300,8.198017,5,3,6.374996,.537724,.5053797,2.978521,72.94293,3640,73,0,1,0,0,0,0,0,0,0,0,.4303034,4.289678,1.791759,.4506385,,,,,.3720038,,,,,.6931472,.0582996,,,,,,.1328125,,,,
296659,0,1.300,5.788252,8,4,3.625,.5307317,.4536169,3.372131,78.81897,3640,74,0,0,1,0,0,0,0,0,0,0,.4257458,4.367154,2.197225,.537724,.4506385,,,,.4303034,.3720038,,,,.4054651,-.0045576,.0582996,,,,,.077476,,,,
296659,0,1.200,4.879099,3,6,5,.561173,.4367106,3.732527,71.16498,3640,75,0,0,0,1,0,0,0,0,0,0,.4454374,4.265001,1.386294,.5307317,.537724,.4506385,,,.4257458,.4303034,.3720038,,,-.8109303,.0196916,-.0045576,.0582996,,,,-.1021528,,,,
296659,0,1.200,6.417233,3,4,8.499992,.696794,.511972,3.953445,73.98096,3640,76,0,0,0,0,1,0,0,0,0,0,.5287406,4.303808,1.386294,.561173,.5307317,.537724,.4506385,,.4454374,.4257458,.4303034,.3720038,,0,.0833032,.0196916,-.0045576,.0582996,,,.0388069,,,,
296659,0,1.100,8.664876,4,4,9.499992,.6284328,.4307284,4.351463,76.73596,3640,77,0,0,0,0,0,1,0,0,0,0,.4876181,4.340371,1.609438,.696794,.561173,.5307317,.537724,.4506385,.5287406,.4454374,.4257458,.4303034,.3720038,.2231436,-.0411225,.0833032,.0196916,-.0045576,.0582996,,.0365629,,,,
296659,0,1.450,9.568787,13,2,11.25,.6649094,.4227016,4.663422,83.78296,3640,78,0,0,0,0,0,0,1,0,0,0,.5097707,4.42823,2.639057,.6284328,.696794,.561173,.5307317,.537724,.4876181,.5287406,.4454374,.4257458,.4303034,1.029619,.0221526,-.0411225,.0833032,.0196916,-.0045576,.0582996,.0878592,.3720038,,,
296659,0,1.425,11.03343,4,6,16.49997,.6578517,.3829172,5.055237,99.67798,3640,79,0,0,0,0,0,0,0,1,0,0,.5055226,4.601945,1.609438,.6649094,.6284328,.696794,.561173,.5307317,.5097707,.4876181,.5287406,.4454374,.4257458,-1.029619,-.0042481,.0221526,-.0411225,.0833032,.0196916,-.0045576,.1737151,.4303034,.3720038,,
296659,0,1.470,8.645278,2,10,15.5,.6848044,.3662057,5.396961,110.06,3640,80,0,0,0,0,0,0,0,0,1,0,.5216495,4.701025,1.098612,.6578517,.6649094,.6284328,.696794,.561173,.5055226,.5097707,.4876181,.5287406,.4454374,-.5108256,.0161269,-.0042481,.0221526,-.0411225,.0833032,.0196916,.0990806,.4257458,.4303034,.3720038,
296659,0,1.753,12.26706,1,3,18.87497,.7407751,.3685448,5.662827,147.1599,3640,81,0,0,0,0,0,0,0,0,0,1,.5543305,4.99152,.6931472,.6848044,.6578517,.6649094,.6284328,.696794,.5216495,.5055226,.5097707,.4876181,.5287406,-.4054651,.032681,.0161269,-.0042481,.0221526,-.0411225,.0833032,.2904944,.4454374,.4257458,.4303034,.3720038
296695,0,,6.813335,1,2,4.125,.9702306,.9702306,,37.491,2890,72,1,0,0,0,0,0,0,0,0,0,.6781506,3.624101,.6931472,,,,,,,,,,,,,,,,,,,,,,
296695,0,0.650,6.844229,0,1,3.125,.9983335,.9382834,5.528732,41.30496,2890,73,0,1,0,0,0,0,0,0,0,0,.6923136,3.720983,0,.9702306,,,,,.6781506,,,,,-.6931472,.014163,,,,,,.0968816,,,,
296695,0,0.625,8.063471,0,0,2.5,.8505387,.7269564,6.259621,47.50897,2890,74,0,0,1,0,0,0,0,0,0,0,.6154768,3.860919,0,.9983335,.9702306,,,,.6923136,.6781506,,,,0,-.0768368,.014163,,,,,.139936,,,,
296695,0,0.580,8.192247,0,0,6.375,1.131343,.8804226,6.780651,49.08798,2890,75,0,0,0,1,0,0,0,0,0,0,.7567523,3.893614,0,.8505387,.9983335,.9702306,,,.6154768,.6923136,.6781506,,,0,.1412755,-.0768368,.014163,,,,.0326958,,,,
