distid,schid,lunch,enrol,exppp,math4,year,cpi,rexppp,lrexpp,lenrol,avgrexp,lavgrexp,tobs,lavgrexpb,lunchb,lenrolb,y94,y95,y96,y97,y98,y95b,y96b,y97b,y98b
63280,1089,20.88,317,4404,83,1997,1.605,4404,8.390268,5.758902,4545.893,8.394762,5,8.4188168,18.22,5.7688846,0,0,0,1,0,.2,.2,.2,.2
63280,1089,19.57,326,4560,93,1998,1.63,4490.062,8.409621,5.786897,4545.893,8.399992,5,8.4188168,18.22,5.7688846,0,0,0,0,1,.2,.2,.2,.2
63250,1097,33.33,491,3866,72.6,1996,1.569,3954.704,8.282661,6.196444,4111.986,8.265861,3,8.3597364,32.366667,6.224428,0,0,1,0,0,0,.33333333,.33333333,.33333333
63250,1097,30.04,491,4597,46.8,1997,1.605,4597,8.433159,6.196444,4111.986,8.360739,3,8.3597364,32.366667,6.224428,0,0,0,1,0,0,.33333333,.33333333,.33333333
63250,1097,33.73,534,4852,71,1998,1.63,4777.583,8.47169,6.280396,4111.986,8.45261,3,8.3597364,32.366667,6.224428,0,0,0,0,1,0,.33333333,.33333333,.33333333
25010,1098,59.2,608,2694,14.7,1994,1.482,2917.591,7.978514,6.410175,3984.334,7.917542,3,8.293088,69.546668,6.2102933,1,0,0,0,0,0,0,.33333333,.33333333
25010,1098,75.71,449,4911,45.5,1997,1.605,4911,8.499233,6.107023,3984.334,8.557212,3,8.293088,69.546668,6.2102933,0,0,0,1,0,0,0,.33333333,.33333333
25010,1098,73.73,452,4086,58,1998,1.63,4023.331,8.299866,6.113682,3984.334,8.40451,3,8.293088,69.546668,6.2102933,0,0,0,0,1,0,0,.33333333,.33333333
33200,1102,26.54,262,3584,46.8,1996,1.569,3666.234,8.206921,5.568345,3560.598,8.222708,3,8.1949911,29.02,5.6479637,0,0,1,0,0,0,.33333333,.33333333,.33333333
33200,1102,30.84,308,3496,46.7,1997,1.605,3496,8.159375,5.7301,3560.598,8.18343,3,8.1949911,29.02,5.6479637,0,0,0,1,0,0,.33333333,.33333333,.33333333
33200,1102,29.68,283,3690,65,1998,1.63,3633.405,8.197926,5.645447,3560.598,8.178836,3,8.1949911,29.02,5.6479637,0,0,0,0,1,0,.33333333,.33333333,.33333333
63300,1106,38.4,324,3262,45.2,1994,1.482,3532.733,8.169827,5.780744,3961.589,8.193509,5,8.2902817,39.764001,5.7437464,1,0,0,0,0,.2,.2,.2,.2
63300,1106,38.35,314,4030,41.3,1995,1.524,4244.193,8.353307,5.749393,3961.589,8.265769,5,8.2902817,39.764001,5.7437464,0,1,0,0,0,.2,.2,.2,.2
63300,1106,44.18,305,4084,39,1996,1.569,4177.706,8.337518,5.720312,3961.589,8.345444,5,8.2902817,39.764001,5.7437464,0,0,1,0,0,.2,.2,.2,.2
63300,1106,40.83,297,4187,50,1997,1.605,4187,8.33974,5.693732,3961.589,8.33863,5,8.2902817,39.764001,5.7437464,0,0,0,1,0,.2,.2,.2,.2
63300,1106,37.06,322,3987,63,1998,1.63,3925.85,8.275338,5.774551,3961.589,8.308057,5,8.2902817,39.764001,5.7437464,0,0,0,0,1,.2,.2,.2,.2
50220,1107,60.86,327,3677,39.3,1996,1.569,3761.367,8.232538,5.78996,3457.587,8.274815,3,8.1696033,65.793332,5.8120146,0,0,1,0,0,0,.33333333,.33333333,.33333333
50220,1107,63.67,337,3112,84.4,1997,1.605,3112,8.043021,5.820083,3457.587,8.142262,3,8.1696033,65.793332,5.8120146,0,0,0,1,0,0,.33333333,.33333333,.33333333
50220,1107,72.85,339,3476,78,1998,1.63,3422.687,8.138181,5.826,3457.587,8.091733,3,8.1696033,65.793332,5.8120146,0,0,0,0,1,0,.33333333,.33333333,.33333333
32050,1108,53.8,270,3434,37,1994,1.482,3719.008,8.221212,5.598422,4090.254,8.185448,5,8.3200451,51.992001,5.5869184,1,0,0,0,0,.2,.2,.2,.2
32050,1108,53.31,257,4051,62.8,1995,1.524,4266.309,8.358504,5.549076,4090.254,8.292212,5,8.3200451,51.992001,5.5869184,0,1,0,0,0,.2,.2,.2,.2
32050,1108,52.83,261,4271,57.5,1996,1.569,4368.997,8.382289,5.56452,4090.254,8.370467,5,8.3200451,51.992001,5.5869184,0,0,1,0,0,.2,.2,.2,.2
32050,1108,51.28,272,4269,76.5,1997,1.605,4269,8.359135,5.605802,4090.254,8.370779,5,8.3200451,51.992001,5.5869184,0,0,0,1,0,.2,.2,.2,.2
32050,1108,48.74,275,4530,90,1998,1.63,4460.521,8.403021,5.616771,4090.254,8.381319,5,8.3200451,51.992001,5.5869184,0,0,0,0,1,.2,.2,.2,.2
4010,1110,36.83,525,3247,70.8,1996,1.569,3321.501,8.108172,6.263398,3364.239,8.087529,3,8.1201515,38.660001,6.2460232,0,0,1,0,0,0,.33333333,.33333333,.33333333
4010,1110,38.72,514,3398,66.2,1997,1.605,3398,8.130942,6.242223,3364.239,8.119622,3,8.1201515,38.660001,6.2460232,0,0,0,1,0,0,.33333333,.33333333,.33333333
4010,1110,40.43,509,3607,71,1998,1.63,3551.678,8.175176,6.232448,3364.239,8.153303,3,8.1201515,38.660001,6.2460232,0,0,0,0,1,0,.33333333,.33333333,.33333333
82160,1111,38.2,377,3463,27.3,1994,1.482,3750.415,8.229622,5.932245,3577.042,8.19197,4,8.191196,42.197499,6.0551978,1,0,0,0,0,.25,.25,0,.25
82160,1111,42.37,428,3479,45.1,1995,1.524,3663.908,8.206285,6.059123,3577.042,8.218021,4,8.191196,42.197499,6.0551978,0,1,0,0,0,.25,.25,0,.25
82160,1111,41.05,475,3333,51.6,1996,1.569,3409.474,8.134314,6.163315,3577.042,8.170947,4,8.191196,42.197499,6.0551978,0,0,1,0,0,.25,.25,0,.25
82160,1111,47.17,431,3507,59,1998,1.63,3453.212,8.14706,6.066108,3577.042,8.183846,4,8.191196,42.197499,6.0551978,0,0,0,0,1,.25,.25,0,.25
33070,1112,20.1,373,3653,35,1994,1.482,3956.184,8.283035,5.921578,4257.043,8.172289,5,8.3795309,27.346001,5.9104132,1,0,0,0,0,.2,.2,.2,.2
33070,1112,21.62,333,4811,62.7,1995,1.524,5066.703,8.530446,5.808143,4257.043,8.414372,5,8.3795309,27.346001,5.9104132,0,1,0,0,0,.2,.2,.2,.2
33070,1112,26.76,368,4416,62.8,1996,1.569,4517.323,8.415675,5.908083,4257.043,8.474706,5,8.3795309,27.346001,5.9104132,0,0,1,0,0,.2,.2,.2,.2
33070,1112,30.26,387,4725,44,1997,1.605,4725,8.460623,5.958425,4257.043,8.438401,5,8.3795309,27.346001,5.9104132,0,0,0,1,0,.2,.2,.2,.2
33070,1112,37.99,386,4215,57,1998,1.63,4150.353,8.330949,5.955837,4257.043,8.397886,5,8.3795309,27.346001,5.9104132,0,0,0,0,1,.2,.2,.2,.2
63260,1114,.4,581,3370,73.1,1994,1.482,3649.696,8.202399,6.364751,3913.688,8.156334,5,8.279974,.58,6.1946362,1,0,0,0,0,.2,.2,.2,.2
63260,1114,.74,479,3800,89.9,1995,1.524,4001.969,8.294541,6.1717,3913.688,8.249532,5,8.279974,.58,6.1946362,0,1,0,0,0,.2,.2,.2,.2
63260,1114,.5,472,3980,85.7,1996,1.569,4071.32,8.311723,6.156979,3913.688,8.303169,5,8.279974,.58,6.1946362,0,0,1,0,0,.2,.2,.2,.2
63260,1114,.75,462,4334,92.6,1997,1.605,4334,8.374247,6.135565,3913.688,8.343472,5,8.279974,.58,6.1946362,0,0,0,1,0,.2,.2,.2,.2
63260,1114,.51,466,4168,92,1998,1.63,4104.074,8.319736,6.144186,3913.688,8.347363,5,8.279974,.58,6.1946362,0,0,0,0,1,.2,.2,.2,.2
34080,1115,42.32,298,3652,44.1,1996,1.569,3735.794,8.225716,5.697093,3427.339,8.165251,3,8.2188152,44.626667,5.713642,0,0,1,0,0,0,.33333333,.33333333,.33333333
34080,1115,44.84,303,3965,36.5,1997,1.605,3965,8.285261,5.713733,3427.339,8.255932,3,8.2188152,44.626667,5.713642,0,0,0,1,0,0,.33333333,.33333333,.33333333
34080,1115,46.72,308,3634,60,1998,1.63,3578.264,8.182633,5.7301,3427.339,8.235263,3,8.2188152,44.626667,5.713642,0,0,0,0,1,0,.33333333,.33333333,.33333333
33020,1122,42.8,456,2629,32.3,1994,1.482,2847.196,7.95409,6.122493,3576.935,7.999587,5,8.180049,43.226,6.0011245,1,0,0,0,0,.2,.2,.2,.2
33020,1122,34.62,393,3926,42.6,1995,1.524,4134.666,8.327162,5.97381,3576.935,8.157924,5,8.180049,43.226,6.0011245,0,1,0,0,0,.2,.2,.2,.2
33020,1122,45.61,423,3534,51,1996,1.569,3615.086,8.192871,6.047372,3576.935,8.262269,5,8.180049,43.226,6.0011245,0,0,1,0,0,.2,.2,.2,.2
33020,1122,50.97,396,3798,29.2,1997,1.605,3798,8.242229,5.981414,3576.935,8.217854,5,8.180049,43.226,6.0011245,0,0,0,1,0,.2,.2,.2,.2
33020,1122,42.13,358,4016,57,1998,1.63,3954.405,8.282585,5.880533,3576.935,8.262611,5,8.180049,43.226,6.0011245,0,0,0,0,1,.2,.2,.2,.2
25120,1125,14.3,593,3092,59,1994,1.482,3348.624,8.116304,6.385194,3492.385,8.071047,5,8.1652658,15.924,6.3697872,1,0,0,0,0,.2,.2,.2,.2
25120,1125,13.18,592,3183,69.1,1995,1.524,3352.175,8.117365,6.383507,3492.385,8.116835,5,8.1652658,15.924,6.3697872,0,1,0,0,0,.2,.2,.2,.2
25120,1125,16.1,578,3777,73.8,1996,1.569,3863.662,8.259371,6.359574,3492.385,8.190886,5,8.1652658,15.924,6.3697872,0,0,1,0,0,.2,.2,.2,.2
25120,1125,15.84,587,3715,73.1,1997,1.605,3715,8.220134,6.375025,3492.385,8.239944,5,8.1652658,15.924,6.3697872,0,0,0,1,0,.2,.2,.2,.2
25120,1125,20.2,570,3679,94,1998,1.63,3622.574,8.19494,6.345636,3492.385,8.207617,5,8.1652658,15.924,6.3697872,0,0,0,0,1,.2,.2,.2,.2
50200,1127,16.2,528,3846,43.2,1994,1.482,4165.203,8.33452,6.269096,3857.659,8.31364,5,8.2593571,15.504,6.1932453,1,0,0,0,0,.2,.2,.2,.2
50200,1127,13.14,508,3714,76.6,1995,1.524,3911.398,8.27165,6.230482,3857.659,8.303579,5,8.2593571,15.504,6.1932453,0,1,0,0,0,.2,.2,.2,.2
50200,1127,15.6,506,3567,77.6,1996,1.569,3648.844,8.202166,6.226537,3857.659,8.237512,5,8.2593571,15.504,6.1932453,0,0,1,0,0,.2,.2,.2,.2
50200,1127,16.5,445,3797,89.3,1997,1.605,3797,8.241966,6.098074,3857.659,8.222264,5,8.2593571,15.504,6.1932453,0,0,0,1,0,.2,.2,.2,.2
50200,1127,16.08,465,3687,96,1998,1.63,3630.451,8.197112,6.142037,3857.659,8.21979,5,8.2593571,15.504,6.1932453,0,0,0,0,1,.2,.2,.2,.2
82430,1130,32.42,505,3206,40.8,1995,1.524,3376.398,8.124565,6.224558,3557.658,7.978076,4,8.1844016,29.9375,6.1824429,0,1,0,0,0,.25,.25,.25,.25
82430,1130,32.13,495,3815,19.7,1996,1.569,3902.534,8.269382,6.204558,3557.658,8.199593,4,8.1844016,29.9375,6.1824429,0,0,1,0,0,.25,.25,.25,.25
82430,1130,26.51,480,3824,66.7,1997,1.605,3824,8.249052,6.173786,3557.658,8.259269,4,8.1844016,29.9375,6.1824429,0,0,0,1,0,.25,.25,.25,.25
82430,1130,28.69,458,4295,52,1998,1.63,4229.126,8.349751,6.126869,3557.658,8.300669,4,8.1844016,29.9375,6.1824429,0,0,0,0,1,.25,.25,.25,.25
82010,1134,28.56,1098,3383,26.1,1995,1.524,3562.805,8.178304,7.001245,3501.104,8.148254,4,8.152597,46.282499,6.9581492,0,1,0,0,0,.25,.25,.25,.25
82010,1134,30.22,1110,3229,18.2,1996,1.569,3303.088,8.102613,7.012115,3501.104,8.141174,4,8.152597,46.282499,6.9581492,0,0,1,0,0,.25,.25,.25,.25
82010,1134,56.72,1124,3420,5.3,1997,1.605,3420,8.137396,7.024649,3501.104,8.120155,4,8.152597,46.282499,6.9581492,0,0,0,1,0,.25,.25,.25,.25
82010,1134,69.63,893,3928,48,1998,1.63,3867.755,8.260429,6.794587,3501.104,8.200804,4,8.152597,46.282499,6.9581492,0,0,0,0,1,.25,.25,.25,.25
63030,1139,71.84,545,3303,21.5,1996,1.569,3378.786,8.125272,6.300786,4012,8.137929,3,8.2687397,72.963333,6.1465642,0,0,1,0,0,0,.33333333,.33333333,.33333333
63030,1139,70.23,487,4155,20.3,1997,1.605,4155,8.332067,6.188264,4012,8.234006,3,8.2687397,72.963333,6.1465642,0,0,0,1,0,0,.33333333,.33333333,.33333333
63030,1139,76.82,384,5128,21,1998,1.63,5049.35,8.527015,5.950643,4012,8.434284,3,8.2687397,72.963333,6.1465642,0,0,0,0,1,0,.33333333,.33333333,.33333333
73010,1141,88.13,391,3961,50,1996,1.569,4051.884,8.306937,5.968708,3893.946,8.325045,3,8.3705212,92.07,5.9697069,0,0,1,0,0,0,.33333333,.33333333,.33333333
73010,1141,95.15,410,4396,52.1,1997,1.605,4396,8.388451,6.016157,3893.946,8.348524,3,8.3705212,92.07,5.9697069,0,0,0,1,0,0,.33333333,.33333333,.33333333
73010,1141,92.93,374,4918,56,1998,1.63,4842.571,8.485201,5.924256,3893.946,8.437995,3,8.3705212,92.07,5.9697069,0,0,0,0,1,0,.33333333,.33333333,.33333333
78110,1142,38.9,728,2359,36.4,1994,1.482,2554.787,7.845724,6.590301,3160.278,7.876525,5,8.042132,35.548,6.5559312,1,0,0,0,0,.2,.2,.2,.2
78110,1142,36.45,718,3006,58.1,1995,1.524,3165.768,8.060151,6.576469,3160.278,7.958674,5,8.042132,35.548,6.5559312,0,1,0,0,0,.2,.2,.2,.2
78110,1142,33.55,721,3112,43.5,1996,1.569,3183.404,8.065706,6.580639,3160.278,8.062932,5,8.042132,35.548,6.5559312,0,0,1,0,0,.2,.2,.2,.2
78110,1142,35.71,684,3433,53.6,1997,1.605,3433,8.14119,6.527958,3160.278,8.10416,5,8.042132,35.548,6.5559312,0,0,0,1,0,.2,.2,.2,.2
78110,1142,33.13,668,3971,73,1998,1.63,3910.095,8.271317,6.504288,3160.278,8.208368,5,8.042132,35.548,6.5559312,0,0,0,0,1,.2,.2,.2,.2
49055,1148,62.5,176,3056,45.5,1994,1.482,3309.636,8.104593,5.170484,3814.595,8.079496,5,8.2546259,59.916,5.1380551,1,0,0,0,0,.2,.2,.2,.2
49055,1148,64.17,184,3600,47.8,1995,1.524,3791.339,8.240475,5.214936,3814.595,8.17484,5,8.2546259,59.916,5.1380551,0,1,0,0,0,.2,.2,.2,.2
49055,1148,64.12,168,4379,43.8,1996,1.569,4479.475,8.407261,5.123964,3814.595,8.327341,5,8.2546259,59.916,5.1380551,0,0,1,0,0,.2,.2,.2,.2
49055,1148,57.59,159,4216,50,1997,1.605,4216,8.346642,5.068904,3814.595,8.377411,5,8.2546259,59.916,5.1380551,0,0,0,1,0,.2,.2,.2,.2
49055,1148,51.2,166,4007,60,1998,1.63,3945.543,8.280342,5.111988,3814.595,8.314041,5,8.2546259,59.916,5.1380551,0,0,0,0,1,.2,.2,.2,.2
81020,1153,49.7,369,3166,39.7,1994,1.482,3428.765,8.139956,5.910797,4395.47,8.243134,5,8.3882185,47.866,5.9700134,1,0,0,0,0,.2,.2,.2,.2
81020,1153,43.4,394,4499,46.7,1995,1.524,4738.12,8.463396,5.976351,4395.47,8.314695,5,8.3882185,47.866,5.9700134,0,1,0,0,0,.2,.2,.2,.2
81020,1153,44.85,393,4442,22.8,1996,1.569,4543.92,8.421545,5.97381,4395.47,8.44269,5,8.3882185,47.866,5.9700134,0,0,1,0,0,.2,.2,.2,.2
81020,1153,46.94,387,5052,53.2,1997,1.605,5052,8.527539,5.958425,4395.47,8.475946,5,8.3882185,47.866,5.9700134,0,0,0,1,0,.2,.2,.2,.2
81020,1153,54.44,416,4505,49,1998,1.63,4435.905,8.397487,6.030685,4395.47,8.464626,5,8.3882185,47.866,5.9700134,0,0,0,0,1,.2,.2,.2,.2
81020,1157,29.3,313,3441,45.9,1994,1.482,3726.589,8.223248,5.746203,4355,8.340652,5,8.3730135,30.976,5.752603,1,0,0,0,0,.2,.2,.2,.2
81020,1157,26.83,288,4140,57.6,1995,1.524,4360.04,8.380237,5.662961,4355,8.30482,5,8.3730135,30.976,5.752603,0,1,0,0,0,.2,.2,.2,.2
81020,1157,31.89,304,4614,42.1,1996,1.569,4719.867,8.459536,5.717028,4355,8.420672,5,8.3730135,30.976,5.752603,0,0,1,0,0,.2,.2,.2,.2
81020,1157,34.78,330,4396,42.4,1997,1.605,4396,8.388451,5.799093,4355,8.424624,5,8.3730135,30.976,5.752603,0,0,0,1,0,.2,.2,.2,.2
81020,1157,32.08,343,4339,42,1998,1.63,4272.451,8.359943,5.83773,4355,8.374298,5,8.3730135,30.976,5.752603,0,0,0,0,1,.2,.2,.2,.2
82150,1159,39.6,457,2136,39.1,1994,1.482,2313.279,7.746421,6.124683,3195.432,7.69881,5,8.0371383,35.272,6.1286507,1,0,0,0,0,.2,.2,.2,.2
82150,1159,30.87,473,3093,57.7,1995,1.524,3257.392,8.088682,6.159095,3195.432,7.932124,5,8.0371383,35.272,6.1286507,0,1,0,0,0,.2,.2,.2,.2
82150,1159,39.6,471,3178,52.6,1996,1.569,3250.918,8.086693,6.154858,3195.432,8.087687,5,8.0371383,35.272,6.1286507,0,0,1,0,0,.2,.2,.2,.2
82150,1159,32.04,457,3620,48.3,1997,1.605,3620,8.194229,6.124683,3195.432,8.141906,5,8.0371383,35.272,6.1286507,0,0,0,1,0,.2,.2,.2,.2
82150,1159,34.25,437,4705,70,1998,1.63,4632.837,8.440925,6.079933,3195.432,8.325165,5,8.0371383,35.272,6.1286507,0,0,0,0,1,.2,.2,.2,.2
19140,1161,26.1,140,2615,45.8,1994,1.482,2832.034,7.94875,4.941642,3605.756,7.91976,5,8.1924728,23.788,4.9247693,1,0,0,0,0,.2,.2,.2,.2
19140,1161,25.69,124,3777,68.2,1995,1.524,3977.746,8.28847,4.820282,3605.756,8.132968,5,8.1924728,23.788,4.9247693,0,1,0,0,0,.2,.2,.2,.2
19140,1161,23.48,131,3692,65,1996,1.569,3776.712,8.236609,4.875197,3605.756,8.262876,5,8.1924728,23.788,4.9247693,0,0,1,0,0,.2,.2,.2,.2
19140,1161,22.86,143,4324,66.7,1997,1.605,4324,8.371936,4.962845,3605.756,8.306561,5,8.1924728,23.788,4.9247693,0,0,0,1,0,.2,.2,.2,.2
19140,1161,20.81,152,4117,78,1998,1.63,4053.856,8.307424,5.02388,3605.756,8.3402,5,8.1924728,23.788,4.9247693,0,0,0,0,1,.2,.2,.2,.2
82150,1162,92.3,478,2290,40.4,1994,1.482,2480.061,7.816038,6.169611,3014.12,7.817643,5,8.0162189,91.066,6.3143145,1,0,0,0,0,.2,.2,.2,.2
82150,1162,91.56,487,3177,96,1995,1.524,3345.856,8.115478,6.188264,3014.12,7.976924,5,8.0162189,91.066,6.3143145,0,1,0,0,0,.2,.2,.2,.2
82150,1162,90.97,565,3171,75.4,1996,1.569,3243.757,8.084488,6.336826,3014.12,8.100102,5,8.0162189,91.066,6.3143145,0,0,1,0,0,.2,.2,.2,.2
82150,1162,91.19,616,3318,74.4,1997,1.605,3318,8.107118,6.423247,3014.12,8.095866,5,8.0162189,91.066,6.3143145,0,0,0,1,0,.2,.2,.2,.2
82150,1162,89.31,635,3259,43,1998,1.63,3209.015,8.073719,6.453625,3014.12,8.090558,5,8.0162189,91.066,6.3143145,0,0,0,0,1,.2,.2,.2,.2
67020,1164,50.5,614,2785,42.3,1994,1.482,3016.144,8.011734,6.419995,3363.405,7.947189,5,8.1276675,53.778,6.4548804,1,0,0,0,0,.2,.2,.2,.2
67020,1164,53.43,642,3371,59.3,1995,1.524,3550.167,8.17475,6.464588,3363.405,8.09656,5,8.1276675,53.778,6.4548804,0,1,0,0,0,.2,.2,.2,.2
67020,1164,51.44,693,3420,63,1996,1.569,3498.471,8.160081,6.54103,3363.405,8.167442,5,8.1276675,53.778,6.4548804,0,0,1,0,0,.2,.2,.2,.2
67020,1164,52.84,689,3789,41,1997,1.605,3789,8.239858,6.535241,3363.405,8.200765,5,8.1276675,53.778,6.4548804,0,0,0,1,0,.2,.2,.2,.2
67020,1164,60.68,552,3745,76,1998,1.63,3687.561,8.212721,6.313548,3363.405,8.226381,5,8.1276675,53.778,6.4548804,0,0,0,0,1,.2,.2,.2,.2
68030,1178,45.49,253,3538,54.5,1996,1.569,3619.178,8.194002,5.53339,3408.124,8.119644,3,8.1908731,48.636668,5.4878904,0,0,1,0,0,0,.33333333,.33333333,.33333333
68030,1178,50.2,246,3804,51.4,1997,1.605,3804,8.243809,5.505332,3408.124,8.219215,3,8.1908731,48.636668,5.4878904,0,0,0,1,0,0,.33333333,.33333333,.33333333
68030,1178,50.22,227,3786,51,1998,1.63,3727.933,8.223609,5.42495,3408.124,8.23376,3,8.1908731,48.636668,5.4878904,0,0,0,0,1,0,.33333333,.33333333,.33333333
74030,1179,14.1,205,3348,71.4,1994,1.482,3625.87,8.195849,5.32301,3825.273,8.134515,5,8.2588676,13.098,5.2423865,1,0,0,0,0,.2,.2,.2,.2
74030,1179,17.22,204,3763,59.4,1995,1.524,3963.002,8.284758,5.31812,3825.273,8.241291,5,8.2588676,13.098,5.2423865,0,1,0,0,0,.2,.2,.2,.2
74030,1179,12.18,196,3865,73,1996,1.569,3953.681,8.282402,5.278115,3825.273,8.283581,5,8.2588676,13.098,5.2423865,0,0,1,0,0,.2,.2,.2,.2
74030,1179,11.7,188,4211,65.4,1997,1.605,4211,8.345455,5.236442,3825.273,8.314425,5,8.2588676,13.098,5.2423865,0,0,0,1,0,.2,.2,.2,.2
74030,1179,10.29,157,4066,86,1998,1.63,4003.638,8.294959,5.056246,3825.273,8.320526,5,8.2588676,13.098,5.2423865,0,0,0,0,1,.2,.2,.2,.2
11010,1181,88.02,337,3574,68.3,1996,1.569,3656.004,8.204126,5.820083,3739.239,8.206644,3,8.2955901,88.763334,5.7925968,0,0,1,0,0,0,.33333333,.33333333,.33333333
11010,1181,91.04,315,4394,60,1997,1.605,4394,8.387996,5.752573,3739.239,8.300281,3,8.2955901,88.763334,5.7925968,0,0,0,1,0,0,.33333333,.33333333,.33333333
11010,1181,87.23,332,4390,89,1998,1.63,4322.669,8.371629,5.805135,3739.239,8.379846,3,8.2955901,88.763334,5.7925968,0,0,0,0,1,0,.33333333,.33333333,.33333333
11010,1182,93.24,200,3657,4.8,1996,1.569,3740.908,8.227084,5.298317,4068.356,8.264641,3,8.3910392,91.56,5.2108709,0,0,1,0,0,0,.33333333,.33333333,.33333333
11010,1182,91.33,181,5171,21.7,1997,1.605,5171,8.550821,5.198497,4068.356,8.401997,3,8.3910392,91.56,5.2108709,0,0,0,1,0,0,.33333333,.33333333,.33333333
11010,1182,90.11,170,4796,25,1998,1.63,4722.442,8.460081,5.135798,4068.356,8.50648,3,8.3910392,91.56,5.2108709,0,0,0,0,1,0,.33333333,.33333333,.33333333
11010,1183,76.8,125,4197,100,1996,1.569,4293.299,8.364811,4.828314,3744.615,8.328387,3,8.2266703,78.173335,4.7983096,0,0,1,0,0,0,.33333333,.33333333,.33333333
11010,1183,80.67,120,3547,75.6,1997,1.605,3547,8.173858,4.787492,3744.615,8.273885,3,8.2266703,78.173335,4.7983096,0,0,0,1,0,0,.33333333,.33333333,.33333333
11010,1183,77.05,119,2942,100,1998,1.63,2896.877,7.971389,4.779123,3744.615,8.077739,3,8.2266703,78.173335,4.7983096,0,0,0,0,1,0,.33333333,.33333333,.33333333
82010,1185,89.94,304,3931,100,1995,1.524,4139.931,8.328434,5.717028,4147.093,8.263501,4,8.3433011,90.675003,5.8035908,0,1,0,0,0,.25,.25,.25,.25
82010,1185,89.94,330,4252,93.5,1996,1.569,4349.561,8.377831,5.799093,4147.093,8.353437,4,8.3433011,90.675003,5.8035908,0,0,1,0,0,.25,.25,.25,.25
82010,1185,91.41,354,4428,89.4,1997,1.605,4428,8.395703,5.869297,4147.093,8.386806,4,8.3433011,90.675003,5.8035908,0,0,0,1,0,.25,.25,.25,.25
82010,1185,91.41,340,4264,79,1998,1.63,4198.601,8.342506,5.828946,4147.093,8.369459,4,8.3433011,90.675003,5.8035908,0,0,0,0,1,.25,.25,.25,.25
82150,1187,36,414,2333,31.5,1994,1.482,2526.63,7.834641,6.025866,3332.776,7.832495,5,8.1063262,30.078,6.0959219,1,0,0,0,0,.2,.2,.2,.2
82150,1187,26,449,3348,46.6,1995,1.524,3525.945,8.167904,6.107023,3332.776,8.015092,5,8.1063262,30.078,6.0959219,0,1,0,0,0,.2,.2,.2,.2
82150,1187,27.56,439,3715,61,1996,1.569,3800.239,8.242819,6.084499,3332.776,8.206063,5,8.1063262,30.078,6.0959219,0,0,1,0,0,.2,.2,.2,.2
82150,1187,30.04,453,3715,48.5,1997,1.605,3715,8.220134,6.115892,3332.776,8.231541,5,8.1063262,30.078,6.0959219,0,0,0,1,0,.2,.2,.2,.2
82150,1187,30.79,467,3974,37,1998,1.63,3913.049,8.272072,6.146329,3332.776,8.24644,5,8.1063262,30.078,6.0959219,0,0,0,0,1,.2,.2,.2,.2
77010,1192,69.3,129,3351,46.2,1994,1.482,3629.119,8.196745,4.859812,4310.731,8.225059,5,8.3620663,67.948001,4.8280898,1,0,0,0,0,.2,.2,.2,.2
77010,1192,71.55,133,4071,56.5,1995,1.524,4287.372,8.363429,4.890349,4310.731,8.283556,5,8.3620663,67.948001,4.8280898,0,1,0,0,0,.2,.2,.2,.2
77010,1192,66.15,135,4090,76.5,1996,1.569,4183.844,8.338985,4.905275,4310.731,8.351282,5,8.3620663,67.948001,4.8280898,0,0,1,0,0,.2,.2,.2,.2
77010,1192,64.22,123,5079,83.3,1997,1.605,5079,8.532869,4.812184,4310.731,8.440619,5,8.3620663,67.948001,4.8280898,0,0,0,1,0,.2,.2,.2,.2
77010,1192,68.52,107,4923,95,1998,1.63,4847.494,8.486217,4.672829,4310.731,8.509815,5,8.3620663,67.948001,4.8280898,0,0,0,0,1,.2,.2,.2,.2
41145,1193,17.34,265,4113,75.7,1996,1.569,4207.371,8.344593,5.57973,3988.175,8.353188,3,8.3386984,24.43,5.6018356,0,0,1,0,0,0,.33333333,.33333333,.33333333
41145,1193,27.82,268,4207,77.5,1997,1.605,4207,8.344505,5.590987,3988.175,8.344549,3,8.3386984,24.43,5.6018356,0,0,0,1,0,0,.33333333,.33333333,.33333333
41145,1193,28.13,280,4052,52,1998,1.63,3989.853,8.29151,5.634789,3988.175,8.318358,3,8.3386984,24.43,5.6018356,0,0,0,0,1,0,.33333333,.33333333,.33333333
33020,1195,38.2,296,2795,29.8,1994,1.482,3026.974,8.015319,5.69036,4013.051,8.027315,5,8.2887283,43.862,5.6386621,1,0,0,0,0,.2,.2,.2,.2
33020,1195,44.3,285,3903,49,1995,1.524,4110.443,8.321286,5.652489,4013.051,8.179959,5,8.2887283,43.862,5.6386621,0,1,0,0,0,.2,.2,.2,.2
33020,1195,51.26,278,4362,42.1,1996,1.569,4462.084,8.403371,5.627621,4013.051,8.363171,5,8.2887283,43.862,5.6386621,0,0,1,0,0,.2,.2,.2,.2
33020,1195,40.34,290,4613,31.1,1997,1.605,4613,8.436634,5.669881,4013.051,8.42014,5,8.2887283,43.862,5.6386621,0,0,0,1,0,.2,.2,.2,.2
33020,1195,45.21,258,4840,68,1998,1.63,4765.767,8.469213,5.552959,4013.051,8.453056,5,8.2887283,43.862,5.6386621,0,0,0,0,1,.2,.2,.2,.2
